49, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1894,45, Cuba, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, England, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,9, England, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
38, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,60, El-Salvador, <=50K
33, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Philippines, >50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Poland, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1746,10, Honduras, <=50K
44, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, England, <=50K
19, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Cuba, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,20, Columbia, <=50K
40, Private, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,1353,40, Jamaica, <=50K
64, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,2215,8, France, >50K
18, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
32, Private, 11th, Separated, Other-service, Unmarried, Other, Female,0,0,30, Vietnam, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,50, France, >50K
39, Private, Bachelors, Separated, Machine-op-inspct, Other-relative, Other, Male,0,0,45, Japan, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
19, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, Haiti, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Ecuador, >50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Male,0,0,47, Philippines, <=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, >50K
52, Private, Masters, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
70, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,6, Nicaragua, <=50K
41, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Ireland, <=50K
30, Private, HS-grad, Widowed, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Honduras, <=50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,54, Jamaica, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,35, El-Salvador, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,2513,0,40, Laos, <=50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, Philippines, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,24, Mexico, <=50K
26, Private, Assoc-acdm, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Germany, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
47, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,24, Outlying-US(Guam-USVI-etc), <=50K
43, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,35, Cuba, <=50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Taiwan, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
53, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Yugoslavia, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Cambodia, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,36, Italy, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
50, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Yugoslavia, >50K
38, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Male,15024,0,40, France, >50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,1590,40, Dominican-Republic, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,14, Yugoslavia, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3133,0,48, Columbia, <=50K
39, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,24, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, Jamaica, <=50K
62, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
48, Private, Some-college, Separated, Tech-support, Wife, Amer-Indian-Eskimo, Female,0,0,36, Puerto-Rico, >50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
42, State-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,60, Canada, >50K
47, Private, Some-college, Married-spouse-absent, Transport-moving, Not-in-family, Black, Male,0,0,40, Japan, <=50K
19, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
31, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, Taiwan, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Ireland, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
69, Local-gov, 7th-8th, Widowed, Craft-repair, Wife, White, Male,0,0,20, Iran, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Vietnam, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Cuba, <=50K
29, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
65, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,20, Cambodia, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,36, Japan, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, India, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Laos, <=50K
55, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,35, Ireland, <=50K
23, Federal-gov, 11th, Never-married, Prof-specialty, Own-child, Other, Male,0,0,24, India, <=50K
21, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Japan, >50K
54, Private, HS-grad, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
49, Private, HS-grad, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,60, Thailand, >50K
44, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, South, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Japan, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Canada, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
40, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,5178,0,40, Haiti, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Hong, >50K
41, Self-emp-not-inc, Some-college, Divorced, Tech-support, Own-child, Black, Female,0,0,40, Vietnam, <=50K
68, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Peru, <=50K
25, Private, Some-college, Never-married, Other-service, Wife, Black, Female,0,0,40, Taiwan, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, South, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, Haiti, >50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,10, Puerto-Rico, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Cambodia, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,60, Cuba, >50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
38, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, Black, Male,0,0,40, Poland, <=50K
65, Private, HS-grad, Widowed, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Ecuador, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, Cuba, <=50K
32, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Wife, Other, Male,3460,0,40, Dominican-Republic, <=50K
21, State-gov, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,10, Nicaragua, <=50K
38, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,1587,40, Taiwan, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Puerto-Rico, <=50K
47, Private, HS-grad, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Puerto-Rico, >50K
30, Federal-gov, HS-grad, Separated, Exec-managerial, Own-child, White, Male,0,0,40, Philippines, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Guatemala, >50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
44, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cuba, >50K
51, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,64, China, >50K
29, Private, Bachelors, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, England, <=50K
50, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,45, Thailand, <=50K
36, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Hong, <=50K
47, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,3977,0,40, Ecuador, <=50K
25, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, France, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,35, Italy, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Guatemala, <=50K
56, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Greece, <=50K
30, Private, Prof-school, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Mexico, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,2319,0,45, Cuba, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, Dominican-Republic, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, France, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,50, Outlying-US(Guam-USVI-etc), >50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,45, Thailand, <=50K
22, State-gov, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,15, England, <=50K
31, Private, 11th, Never-married, Prof-specialty, Wife, Other, Female,0,0,40, Philippines, >50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
29, Private, Some-college, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Honduras, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
46, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,80, Hong, >50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Scotland, >50K
39, Private, 11th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Yugoslavia, <=50K
52, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,99999,0,32, Poland, >50K
56, Private, Assoc-voc, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
52, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,1600,40, El-Salvador, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,3695,0,50, Dominican-Republic, >50K
67, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,7298,0,40, Haiti, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Columbia, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,20, Vietnam, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, Iran, <=50K
36, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, China, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Cambodia, <=50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, England, >50K
32, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,30, Poland, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Philippines, <=50K
38, State-gov, 10th, Divorced, Other-service, Unmarried, Other, Female,0,0,5, Ireland, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,78, Laos, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
60, Private, HS-grad, Widowed, Craft-repair, Wife, White, Female,0,0,41, Peru, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
43, Federal-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
