45, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
65, Private, 5th-6th, Separated, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,65, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25, United-States, >50K
57, Local-gov, Some-college, Widowed, Other-service, Not-in-family, Other, Female,0,0,40, Japan, >50K
31, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
36, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,35, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
52, Self-emp-inc, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,64, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
30, Private, HS-grad, Married-spouse-absent, Tech-support, Not-in-family, White, Female,0,0,54, England, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,7687,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, United-States, >50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, Haiti, <=50K
38, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Taiwan, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Widowed, Exec-managerial, Wife, Black, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,3598,0,52, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
41, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
59, Federal-gov, Bachelors, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Germany, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private, 11th, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,50, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, United-States, >50K
44, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
69, Private, Assoc-voc, Widowed, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Local-gov, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,24, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
37, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Female,0,0,60, United-States, <=50K
31, Private, Assoc-voc, Never-married, Other-service, Husband, White, Male,0,0,64, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Thailand, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
36, Private, 9th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,1599,45, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,1211,45, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
24, State-gov, Some-college, Divorced, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4920,0,45, Ireland, >50K
21, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
76, Self-emp-not-inc, 7th-8th, Widowed, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
55, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Iran, >50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,20, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,4990,0,50, United-States, <=50K
43, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Haiti, <=50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
49, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, Cambodia, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,35, Guatemala, <=50K
30, Private, Bachelors, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,99, United-States, >50K
31, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,80, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, Vietnam, >50K
34, Private, 9th, Divorced, Transport-moving, Unmarried, White, Male,4515,0,65, United-States, <=50K
31, Private, HS-grad, Never-married, Tech-support, Wife, White, Male,3325,0,40, United-States, <=50K
30, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,6587,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,54, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
22, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Federal-gov, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, >50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Some-college, Divorced, Sales, Not-in-family, Other, Female,0,0,35, India, <=50K
54, Local-gov, Some-college, Never-married, Sales, Wife, White, Female,0,0,15, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, 7th-8th, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Poland, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Female,0,0,35, Iran, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,7687,0,30, United-States, >50K
33, Federal-gov, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, England, >50K
50, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
60, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
46, Local-gov, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, Vietnam, >50K
26, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Jamaica, <=50K
18, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Germany, <=50K
23, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, >50K
27, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,1471,60, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,2215,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Jamaica, <=50K
