48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,48, Cuba, >50K
36, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, Thailand, <=50K
19, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, Japan, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Ecuador, >50K
41, Federal-gov, Some-college, Separated, Exec-managerial, Husband, White, Male,0,1887,30, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,30, Puerto-Rico, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,38, Iran, <=50K
69, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,17931,0,37, Ecuador, >50K
38, State-gov, 5th-6th, Never-married, Transport-moving, Husband, Black, Female,0,0,38, Japan, >50K
36, Private, HS-grad, Separated, Machine-op-inspct, Wife, Other, Male,0,1902,40, China, <=50K
71, Private, Masters, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,15, South, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, China, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Honduras, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,50, Mexico, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,30, Trinadad&Tobago, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,40, Italy, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Greece, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Vietnam, >50K
23, Self-emp-not-inc, 7th-8th, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, El-Salvador, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, Cuba, >50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,15, Hong, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,40, Japan, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
24, Private, HS-grad, Separated, Farming-fishing, Husband, White, Female,0,0,40, Scotland, >50K
42, Self-emp-inc, Bachelors, Divorced, Tech-support, Unmarried, Other, Male,0,0,40, China, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,20, Cambodia, <=50K
62, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,3665,0,40, Ireland, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, Hungary, <=50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,99999,0,35, Ecuador, >50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, Hong, >50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, Philippines, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,48, Greece, >50K
35, Local-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Honduras, <=50K
42, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, El-Salvador, >50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, Trinadad&Tobago, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,40, Mexico, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,20, Guatemala, <=50K
22, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Taiwan, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, Poland, <=50K
17, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,13, Portugal, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,77, Puerto-Rico, >50K
46, Local-gov, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, Cambodia, >50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, England, <=50K
65, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,40, Greece, >50K
38, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,54, El-Salvador, <=50K
31, Private, 11th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Haiti, <=50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1936,40, Peru, >50K
34, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, El-Salvador, >50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Nicaragua, <=50K
49, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Guatemala, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,5178,0,40, Greece, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,1888,45, Scotland, <=50K
57, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, Vietnam, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, South, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, Guatemala, >50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, Laos, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,10, Peru, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, France, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
49, Private, 10th, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
32, Private, Masters, Divorced, Handlers-cleaners, Husband, White, Female,0,0,50, Trinadad&Tobago, <=50K
26, State-gov, Assoc-voc, Divorced, Craft-repair, Wife, White, Female,0,0,40, Thailand, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,50, Peru, <=50K
47, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Male,5188,0,45, Germany, >50K
47, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,36, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,45, Poland, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,65, Yugoslavia, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, South, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Other-relative, White, Male,0,0,40, Ireland, <=50K
36, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, Taiwan, <=50K
21, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,30, South, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,36, Guatemala, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Cambodia, >50K
42, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Columbia, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Hungary, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
32, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
21, Private, 11th, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, >50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,37, Guatemala, <=50K
54, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,15024,0,35, Japan, >50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
55, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,36, Ireland, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Nicaragua, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,16, Poland, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Puerto-Rico, >50K
45, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,40, France, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Hong, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,7677,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Bachelors, Never-married, Sales, Other-relative, Black, Male,0,0,40, Nicaragua, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Jamaica, <=50K
31, State-gov, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,38, United-States, <=50K
48, State-gov, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,25, Haiti, <=50K
37, Private, Assoc-acdm, Widowed, Exec-managerial, Husband, White, Male,0,0,45, Cambodia, <=50K
35, Private, Bachelors, Divorced, Sales, Own-child, White, Male,0,0,48, Hungary, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Columbia, >50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,25, Mexico, <=50K
43, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Husband, Other, Male,0,0,30, England, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,7687,0,54, Haiti, >50K
65, Private, Some-college, Widowed, Transport-moving, Husband, White, Female,0,0,40, Iran, <=50K
23, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,30, Jamaica, <=50K
52, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,30, India, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, Mexico, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
35, State-gov, Prof-school, Never-married, Transport-moving, Not-in-family, White, Male,0,0,75, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, Peru, <=50K
76, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,12, England, >50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,7687,0,50, Thailand, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,60, South, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Poland, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, El-Salvador, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,25, Japan, >50K
23, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
27, Private, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,76, Canada, <=50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, Scotland, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, France, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,41, Germany, <=50K
35, Private, Prof-school, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, Honduras, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,38, Thailand, >50K
38, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Jamaica, <=50K
40, Self-emp-not-inc, 9th, Never-married, Exec-managerial, Husband, White, Male,0,0,74, Ireland, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
35, Private, Some-college, Widowed, Adm-clerical, Husband, Black, Female,0,0,40, Dominican-Republic, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Honduras, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,45, Iran, <=50K
49, Private, Assoc-voc, Divorced, Craft-repair, Husband, White, Female,4078,0,40, Honduras, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, Mexico, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,16, China, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, China, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, Laos, >50K
36, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
39, Self-emp-inc, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, Dominican-Republic, >50K
42, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Canada, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Scotland, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,44, Poland, <=50K
40, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Ireland, <=50K
33, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
34, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Cambodia, <=50K
49, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, >50K
28, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, Black, Male,0,0,45, South, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,16, Nicaragua, <=50K
32, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,37, Dominican-Republic, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Portugal, <=50K
56, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, Hong, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
21, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, Poland, >50K
58, Self-emp-not-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Columbia, <=50K
70, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,32, China, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Peru, <=50K
