26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,36, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Widowed, Transport-moving, Husband, White, Female,7298,0,40, United-States, <=50K
37, State-gov, Prof-school, Married-civ-spouse, Other-service, Wife, White, Male,0,0,29, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,29, United-States, <=50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,42, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,48, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India, >50K
89, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,14048,0,12, United-States, <=50K
53, Private, Assoc-voc, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Other-relative, Black, Male,0,0,15, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
41, State-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,1638,40, United-States, >50K
64, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,38, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Haiti, <=50K
20, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,47, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Sales, Own-child, Black, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4855,0,40, Mexico, >50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,25, Mexico, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Japan, <=50K
32, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,29, United-States, <=50K
27, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,70, United-States, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Scotland, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
46, Private, 7th-8th, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Federal-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,42, United-States, >50K
22, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1740,40, United-States, >50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
54, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,65, Ireland, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,1880,20, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
36, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, >50K
22, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Female,5178,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
74, Self-emp-not-inc, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Widowed, Machine-op-inspct, Not-in-family, White, Female,2838,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,3645,0,40, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,5178,0,45, United-States, >50K
52, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
50, Self-emp-inc, Some-college, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Masters, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Husband, White, Male,5237,0,29, United-States, >50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
48, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
31, Private, HS-grad, Separated, Sales, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, State-gov, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,1953,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, Cuba, <=50K
27, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,45, Philippines, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
48, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
60, Private, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,29, United-States, <=50K
37, Self-emp-not-inc, Some-college, Separated, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,29, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States, <=50K
36, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Laos, <=50K
58, Private, Some-college, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, United-States, <=50K
36, Private, 11th, Never-married, Other-service, Unmarried, Black, Female,0,0,11, United-States, <=50K
26, Private, Bachelors, Separated, Sales, Own-child, White, Male,0,0,20, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
69, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Wife, White, Female,0,0,3, United-States, <=50K
58, Self-emp-inc, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,72, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
43, Self-emp-not-inc, 11th, Never-married, Craft-repair, Not-in-family, White, Male,5178,0,40, United-States, >50K
71, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
49, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,29, Dominican-Republic, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,5009,0,50, United-States, <=50K
20, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,29, Cuba, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Columbia, <=50K
37, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
61, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, >50K
