19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Honduras, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, India, >50K
40, State-gov, Masters, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Male,0,0,20, Thailand, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Vietnam, >50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, <=50K
26, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, Trinadad&Tobago, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,38, Taiwan, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,8, Yugoslavia, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
35, Private, HS-grad, Separated, Adm-clerical, Unmarried, Other, Female,0,0,32, United-States, <=50K
56, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
35, State-gov, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Cuba, <=50K
36, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, >50K
54, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Taiwan, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
37, Without-pay, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,2479,0,46, Italy, >50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
68, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
25, Private, 9th, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,1902,35, United-States, >50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Wife, Black, Female,0,0,40, Puerto-Rico, >50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, 5th-6th, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,45, United-States, >50K
34, Private, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,42, Guatemala, >50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, El-Salvador, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Mexico, <=50K
30, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Scotland, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Local-gov, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Haiti, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,8, Vietnam, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,40, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
56, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Italy, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico, <=50K
49, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4650,0,40, Peru, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
71, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, Vietnam, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
44, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
45, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
53, Private, Doctorate, Divorced, Prof-specialty, Unmarried, White, Male,15020,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, South, <=50K
55, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,45, Columbia, <=50K
34, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Nicaragua, <=50K
43, Private, 7th-8th, Separated, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Prof-school, Never-married, Adm-clerical, Own-child, White, Female,3436,0,10, Italy, <=50K
64, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,5178,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, England, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3807,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Separated, Prof-specialty, Own-child, White, Female,0,0,45, United-States, <=50K
51, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,50, Mexico, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,2897,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Puerto-Rico, >50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,7687,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Canada, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Other-service, Unmarried, White, Male,0,0,20, Haiti, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, England, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,3035,0,50, Honduras, >50K
19, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
45, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
25, Local-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,25, Vietnam, <=50K
32, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,44, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Hong, >50K
44, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1886,40, Poland, <=50K
52, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Ireland, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,1847,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,18, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
62, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Priv-house-serv, Wife, White, Female,15024,0,4, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,45, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
35, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
18, Private, Bachelors, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,53, United-States, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
36, Local-gov, Assoc-voc, Widowed, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,20, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,50, Guatemala, <=50K
26, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, China, <=50K
38, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Self-emp-inc, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,80, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
65, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
40, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States, >50K
47, Private, 10th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,32, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Local-gov, Masters, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,48, United-States, <=50K
29, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,2164,0,40, United-States, <=50K
66, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, Dominican-Republic, >50K
73, Private, HS-grad, Widowed, Farming-fishing, Wife, White, Female,0,0,20, United-States, <=50K
69, Private, Masters, Divorced, Sales, Not-in-family, White, Female,18449,0,50, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
