26, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,10496,0,50, Dominican-Republic, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Nicaragua, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Taiwan, <=50K
74, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,16, Cambodia, <=50K
67, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,14191,0,38, Ecuador, >50K
51, Federal-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,14083,0,50, Cambodia, >50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Italy, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, Nicaragua, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, Canada, <=50K
44, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, Iran, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4501,0,45, Taiwan, >50K
47, Local-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, France, >50K
46, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,60, Thailand, <=50K
62, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, Yugoslavia, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,65, Guatemala, >50K
47, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,5025,0,45, Puerto-Rico, <=50K
23, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Poland, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, Scotland, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
20, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Vietnam, >50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
40, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
37, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Cambodia, >50K
50, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, 9th, Never-married, Other-service, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
60, Private, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Canada, <=50K
33, Private, Prof-school, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, Iran, >50K
59, Private, 7th-8th, Widowed, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Cambodia, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,35, Haiti, <=50K
54, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,65, Honduras, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, India, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Laos, >50K
26, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,40, Greece, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1977,40, Peru, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Peru, <=50K
29, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Honduras, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,1588,40, Outlying-US(Guam-USVI-etc), <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, Dominican-Republic, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Portugal, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Japan, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Japan, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
53, Private, Masters, Divorced, Sales, Unmarried, Black, Female,3134,0,40, Japan, >50K
31, Local-gov, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,44, China, <=50K
55, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3325,0,40, Iran, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,65, Laos, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,30, Japan, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Cuba, <=50K
37, Local-gov, Bachelors, Never-married, Sales, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
49, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
20, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Iran, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
61, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, South, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,32, Honduras, >50K
24, Private, HS-grad, Married-spouse-absent, Craft-repair, Wife, White, Male,0,0,40, Greece, <=50K
69, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,23827,0,50, Japan, >50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Hungary, <=50K
25, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
59, Self-emp-not-inc, Doctorate, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,99999,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, Japan, <=50K
44, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,25, Poland, >50K
44, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
67, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,23284,0,40, Dominican-Republic, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Germany, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,35, Ireland, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
53, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,50, El-Salvador, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Jamaica, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, Hong, <=50K
33, Private, 1st-4th, Separated, Other-service, Unmarried, White, Female,0,0,45, Italy, <=50K
47, Self-emp-not-inc, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,60, Cuba, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, Portugal, >50K
58, Private, Assoc-voc, Widowed, Tech-support, Wife, White, Female,0,0,18, Haiti, >50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,30, Poland, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Scotland, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, South, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Taiwan, >50K
66, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
67, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
65, Self-emp-inc, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,99999,0,40, Hungary, >50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Scotland, <=50K
29, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,1629,40, Nicaragua, >50K
55, Private, Masters, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Haiti, <=50K
35, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
54, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,48, China, <=50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, <=50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, >50K
50, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, Scotland, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Greece, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,15, England, >50K
30, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Greece, <=50K
60, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Guatemala, <=50K
30, Federal-gov, Prof-school, Never-married, Prof-specialty, Wife, White, Female,0,0,50, Jamaica, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Haiti, <=50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, El-Salvador, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,35, Italy, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Vietnam, <=50K
21, State-gov, 10th, Never-married, Other-service, Unmarried, Black, Female,0,0,20, Thailand, <=50K
39, Local-gov, Bachelors, Never-married, Sales, Unmarried, White, Female,0,0,40, Hungary, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Philippines, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Peru, <=50K
39, Self-emp-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Germany, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2001,40, Canada, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Hong, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,30, Columbia, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1720,40, Dominican-Republic, >50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,16, Greece, >50K
45, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,45, Philippines, <=50K
40, Private, Bachelors, Separated, Adm-clerical, Unmarried, Black, Female,2735,0,40, Guatemala, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Hong, <=50K
56, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Hong, <=50K
40, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,40, Cambodia, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Ecuador, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, Japan, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Portugal, <=50K
23, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Haiti, <=50K
27, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Poland, <=50K
25, Private, Masters, Divorced, Sales, Not-in-family, White, Male,0,1902,54, Vietnam, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,65, Vietnam, <=50K
44, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, France, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, Haiti, <=50K
35, Private, Assoc-acdm, Divorced, Craft-repair, Husband, White, Male,0,0,45, Nicaragua, >50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, Other, Female,0,0,26, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, Germany, >50K
29, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,1650,50, Germany, <=50K
19, Private, 11th, Never-married, Sales, Not-in-family, White, Female,0,0,25, Taiwan, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, Iran, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,40, Thailand, >50K
28, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,55, China, <=50K
39, Federal-gov, Masters, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Iran, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Thailand, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,1, Peru, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Portugal, <=50K
34, Private, Assoc-voc, Separated, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,25, Hong, >50K
56, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,1720,38, England, >50K
40, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Peru, <=50K
32, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,38, England, <=50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,27, Hong, <=50K
44, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,66, Trinadad&Tobago, <=50K
33, Private, 10th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
50, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
33, Local-gov, 10th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, Cuba, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Germany, >50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
33, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,44, Iran, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
27, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, England, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Columbia, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Iran, >50K
53, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,81, Dominican-Republic, <=50K
48, Federal-gov, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Canada, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Ireland, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Greece, >50K
37, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,1771,40, Laos, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, >50K
