51, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Honduras, >50K
59, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, China, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,1887,40, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,2141,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,45, United-States, <=50K
48, Local-gov, Bachelors, Married-spouse-absent, Exec-managerial, Wife, White, Female,0,0,35, United-States, >50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, >50K
33, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,12320,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
37, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, Canada, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
30, State-gov, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Hong, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
49, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,42, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Husband, Black, Male,0,0,29, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Taiwan, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, Taiwan, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Other-relative, White, Female,0,0,20, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, Canada, <=50K
46, Private, HS-grad, Widowed, Tech-support, Not-in-family, Black, Female,0,0,39, United-States, <=50K
45, Private, Assoc-voc, Separated, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
30, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Guatemala, <=50K
61, Self-emp-not-inc, 7th-8th, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,50, United-States, <=50K
29, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,99, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Greece, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,12, Trinadad&Tobago, <=50K
34, State-gov, 10th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Hong, >50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Portugal, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, 11th, Separated, Adm-clerical, Not-in-family, White, Female,0,2305,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
21, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, El-Salvador, >50K
32, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,29, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, United-States, >50K
48, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Guatemala, <=50K
19, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,45, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,5178,0,40, Dominican-Republic, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Taiwan, >50K
41, Private, Assoc-acdm, Never-married, Protective-serv, Unmarried, White, Female,9617,0,40, Holand-Netherlands, >50K
50, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States, >50K
30, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,10394,0,45, United-States, >50K
31, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,40, Germany, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
44, Private, 7th-8th, Married-civ-spouse, Craft-repair, Wife, White, Male,2775,0,60, United-States, >50K
37, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,38, United-States, <=50K
23, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
36, Private, 10th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,35, Puerto-Rico, <=50K
27, State-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,29, Trinadad&Tobago, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
38, Private, Bachelors, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
43, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Haiti, <=50K
42, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,29, United-States, <=50K
25, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Thailand, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,7298,0,45, England, >50K
47, Federal-gov, Masters, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,1485,40, Haiti, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
47, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Priv-house-serv, Own-child, Black, Female,0,0,25, Dominican-Republic, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,20, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Laos, <=50K
26, State-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Jamaica, >50K
40, Self-emp-not-inc, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
54, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, England, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3165,0,29, United-States, <=50K
48, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,2363,60, United-States, >50K
43, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,26, Japan, >50K
59, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Thailand, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
30, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,37, United-States, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,4558,0,40, Puerto-Rico, >50K
25, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,45, Guatemala, <=50K
38, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,1887,32, United-States, <=50K
53, Private, Masters, Widowed, Transport-moving, Husband, White, Female,0,1796,40, Germany, >50K
40, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Mexico, <=50K
56, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Columbia, <=50K
45, State-gov, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
24, Federal-gov, HS-grad, Divorced, Farming-fishing, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Other-relative, White, Female,0,0,54, Vietnam, <=50K
47, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,3, United-States, <=50K
55, Local-gov, 1st-4th, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, Cambodia, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Japan, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
34, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,88, Haiti, >50K
43, Self-emp-not-inc, 11th, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,38, United-States, <=50K
31, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,13, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
32, Private, 7th-8th, Never-married, Farming-fishing, Husband, Black, Male,0,0,40, Philippines, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,38, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
46, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female,5178,0,50, Philippines, <=50K
20, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,25, Honduras, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, Black, Male,0,0,40, South, <=50K
43, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
