44, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,72, Dominican-Republic, >50K
20, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
60, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, Philippines, <=50K
39, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Laos, <=50K
53, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Ireland, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Ireland, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,65, Trinadad&Tobago, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Greece, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, Italy, <=50K
29, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,37, Columbia, >50K
37, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Male,0,0,40, Hong, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1887,40, Thailand, <=50K
53, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hong, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, Mexico, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,50, Vietnam, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,35, Columbia, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, China, <=50K
20, Private, 11th, Never-married, Prof-specialty, Husband, White, Male,0,0,35, Iran, <=50K
44, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, England, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, >50K
19, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, India, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
22, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Hong, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Vietnam, <=50K
66, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Poland, <=50K
46, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, Peru, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Japan, <=50K
37, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Ecuador, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,4223,0,50, Philippines, <=50K
43, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Wife, White, Female,7687,0,45, Taiwan, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,3118,0,40, Puerto-Rico, >50K
48, Local-gov, 7th-8th, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,35, Yugoslavia, <=50K
20, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
44, Federal-gov, 7th-8th, Divorced, Sales, Not-in-family, White, Female,0,0,40, China, >50K
51, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,1684,50, Cuba, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,50, Laos, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Male,0,0,40, Poland, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Yugoslavia, >50K
46, State-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Laos, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Taiwan, <=50K
25, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, Nicaragua, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Puerto-Rico, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Columbia, >50K
37, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Honduras, >50K
45, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, India, <=50K
61, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,18, Jamaica, >50K
36, State-gov, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,50, Nicaragua, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,60, Germany, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Poland, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, India, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Laos, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, Italy, <=50K
32, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,20, Honduras, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,13667,0,40, South, >50K
28, Private, Masters, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Portugal, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, France, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Portugal, >50K
38, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Male,0,0,70, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,50, Italy, <=50K
47, Private, Some-college, Divorced, Transport-moving, Unmarried, Black, Female,0,0,32, England, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
42, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,32, Poland, <=50K
63, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,13267,0,45, South, >50K
29, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,36, Ireland, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, Portugal, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,38, Jamaica, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
55, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, England, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1496,40, Hong, >50K
35, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, China, >50K
32, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,80, China, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, France, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, Outlying-US(Guam-USVI-etc), >50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, England, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
41, Local-gov, Bachelors, Divorced, Sales, Unmarried, White, Male,0,0,35, Guatemala, <=50K
43, Private, Doctorate, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, Taiwan, >50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Jamaica, >50K
30, Private, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,35, Haiti, >50K
42, Local-gov, Assoc-voc, Divorced, Prof-specialty, Other-relative, White, Male,0,0,40, China, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, <=50K
41, Private, HS-grad, Separated, Sales, Own-child, Black, Male,0,0,40, Hong, <=50K
39, Private, Some-college, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,40, Japan, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
43, Local-gov, Masters, Separated, Exec-managerial, Own-child, Black, Male,0,1887,40, China, <=50K
19, Private, Masters, Never-married, Exec-managerial, Own-child, White, Female,0,0,10, Puerto-Rico, >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Honduras, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Yugoslavia, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Laos, <=50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, India, >50K
47, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, Thailand, >50K
32, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,24, Jamaica, >50K
20, State-gov, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, Germany, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
27, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,40, Greece, <=50K
22, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,15, Columbia, <=50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Guatemala, >50K
35, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, Yugoslavia, <=50K
42, Private, Bachelors, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, Philippines, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, South, <=50K
41, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Hong, <=50K
40, Private, HS-grad, Separated, Farming-fishing, Unmarried, White, Female,0,0,48, Ireland, <=50K
55, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,65, Honduras, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Jamaica, <=50K
30, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,10, Haiti, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Japan, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,3914,0,40, Ireland, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,56, Dominican-Republic, <=50K
41, Self-emp-not-inc, 12th, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,20, Haiti, <=50K
44, State-gov, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Taiwan, <=50K
55, Federal-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,37, Nicaragua, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, Greece, <=50K
24, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Iran, <=50K
57, Private, HS-grad, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
31, Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Ecuador, >50K
41, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
31, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,35, Greece, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,2537,0,35, Jamaica, <=50K
34, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,50, Vietnam, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, France, >50K
47, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Canada, <=50K
26, Local-gov, Assoc-acdm, Never-married, Farming-fishing, Own-child, White, Female,0,0,45, Japan, <=50K
45, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,46, Iran, <=50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, Greece, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Hungary, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Taiwan, <=50K
43, Local-gov, Assoc-acdm, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, England, >50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,3107,0,40, Iran, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,53, Outlying-US(Guam-USVI-etc), >50K
37, Local-gov, Bachelors, Separated, Prof-specialty, Own-child, White, Female,0,0,25, Scotland, >50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Japan, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, Nicaragua, <=50K
24, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, India, <=50K
46, Federal-gov, Some-college, Separated, Exec-managerial, Husband, White, Female,0,2907,40, Greece, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, Hong, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
22, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, China, <=50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, South, <=50K
48, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Hong, <=50K
39, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Poland, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,32, Cuba, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Yugoslavia, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
62, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,25, Columbia, <=50K
24, Private, 11th, Never-married, Other-service, Other-relative, White, Female,0,0,20, Taiwan, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,42, Guatemala, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, <=50K
43, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, Ecuador, <=50K
43, Self-emp-not-inc, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Canada, >50K
39, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,3931,0,20, Yugoslavia, <=50K
