47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
61, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Mexico, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,10, United-States, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Wife, White, Female,0,0,40, United-States, <=50K
60, State-gov, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
65, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2302,40, United-States, <=50K
55, Private, 10th, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,2263,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
66, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,16, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,1613,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Separated, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, 10th, Never-married, Sales, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
51, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,99, United-States, <=50K
43, Private, Assoc-voc, Divorced, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Wife, White, Male,0,0,35, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,7687,0,50, United-States, >50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
36, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Self-emp-inc, HS-grad, Separated, Prof-specialty, Other-relative, White, Male,7298,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,81, United-States, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3491,0,50, United-States, >50K
22, Private, Bachelors, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Assoc-voc, Divorced, Adm-clerical, Wife, White, Female,0,0,30, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Taiwan, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Mexico, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,3, Dominican-Republic, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, 10th, Divorced, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,33, United-States, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
38, Private, HS-grad, Divorced, Farming-fishing, Wife, White, Male,0,0,12, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Mexico, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,14, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
33, Private, Masters, Divorced, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K
32, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,38, United-States, <=50K
47, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,15024,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,12, United-States, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Separated, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
46, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
25, State-gov, Masters, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,2175,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Japan, <=50K
40, Local-gov, Doctorate, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
66, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,48, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
43, Self-emp-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
52, Private, Prof-school, Divorced, Craft-repair, Husband, White, Male,22177,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, India, <=50K
50, Private, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,36, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 9th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
30, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,43, Japan, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
31, State-gov, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1618,54, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
51, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,12, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
21, Self-emp-not-inc, 11th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,20, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
40, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
49, Self-emp-inc, 9th, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
48, Self-emp-inc, 1st-4th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,45, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,45, United-States, >50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,4, United-States, <=50K
45, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, Italy, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
27, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,2124,40, United-States, <=50K
71, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
44, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,39, United-States, >50K
42, Private, HS-grad, Separated, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
