48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
41, Self-emp-not-inc, Bachelors, Widowed, Machine-op-inspct, Own-child, White, Female,2123,0,40, Germany, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
26, Self-emp-inc, Masters, Never-married, Sales, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,0,0,50, Guatemala, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,52, Japan, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
57, Private, Masters, Widowed, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Portugal, <=50K
64, Private, Bachelors, Widowed, Craft-repair, Unmarried, White, Male,0,0,30, Holand-Netherlands, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, >50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Scotland, <=50K
25, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
47, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Honduras, <=50K
20, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Canada, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Portugal, >50K
30, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, France, <=50K
45, Private, Bachelors, Separated, Adm-clerical, Wife, White, Female,0,0,40, Holand-Netherlands, <=50K
46, Private, Some-college, Divorced, Sales, Wife, Black, Female,0,0,40, Mexico, <=50K
33, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Female,0,0,35, Iran, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Cambodia, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
31, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,54, Laos, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,45, Greece, <=50K
55, Private, 10th, Divorced, Sales, Unmarried, White, Female,0,0,30, Dominican-Republic, <=50K
32, State-gov, Bachelors, Separated, Prof-specialty, Own-child, White, Female,14422,0,40, Yugoslavia, >50K
46, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,1887,54, Cambodia, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Mexico, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,70, El-Salvador, <=50K
45, Self-emp-not-inc, Doctorate, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Vietnam, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, Outlying-US(Guam-USVI-etc), <=50K
54, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, Cambodia, <=50K
33, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Haiti, >50K
44, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, <=50K
20, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Cuba, <=50K
53, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Peru, >50K
26, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Italy, <=50K
22, Private, Bachelors, Separated, Adm-clerical, Own-child, White, Female,0,0,40, Japan, <=50K
20, Local-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Nicaragua, <=50K
39, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Jamaica, >50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Dominican-Republic, >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Nicaragua, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1887,40, Holand-Netherlands, <=50K
58, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Hungary, >50K
24, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, El-Salvador, >50K
55, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
28, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,35, Canada, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Jamaica, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Nicaragua, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,13388,0,40, United-States, >50K
32, State-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Hungary, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Holand-Netherlands, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Iran, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, Guatemala, >50K
32, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,1975,40, Nicaragua, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Philippines, >50K
35, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Scotland, <=50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,45, Trinadad&Tobago, <=50K
18, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,20, El-Salvador, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Cambodia, <=50K
22, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,31, Philippines, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Poland, <=50K
28, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
29, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
27, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,54, Poland, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Italy, >50K
48, Self-emp-inc, Doctorate, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Guatemala, >50K
67, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,14018,0,10, Puerto-Rico, >50K
40, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Guatemala, >50K
29, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,48, Laos, <=50K
28, State-gov, Some-college, Never-married, Prof-specialty, Wife, Black, Female,0,0,30, Honduras, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
47, Private, HS-grad, Widowed, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Separated, Prof-specialty, Wife, Black, Female,0,0,50, Nicaragua, <=50K
40, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Italy, <=50K
27, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Poland, <=50K
41, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,65, Cuba, >50K
48, Self-emp-not-inc, 7th-8th, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
44, Self-emp-inc, HS-grad, Divorced, Sales, Other-relative, White, Female,0,0,40, Vietnam, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Laos, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Cuba, <=50K
44, Private, Some-college, Separated, Farming-fishing, Not-in-family, Black, Female,0,0,99, Honduras, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
58, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, South, <=50K
37, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, Jamaica, <=50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,44, Trinadad&Tobago, >50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, <=50K
32, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Japan, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1990,40, Dominican-Republic, >50K
52, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, >50K
22, Self-emp-inc, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, Greece, <=50K
28, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
60, Local-gov, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,36, Italy, <=50K
24, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Scotland, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,50, Taiwan, >50K
19, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,60, Scotland, <=50K
45, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,40, China, <=50K
55, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, South, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Germany, <=50K
30, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,20, Holand-Netherlands, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, Hungary, <=50K
29, Local-gov, Bachelors, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
57, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Mexico, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Cuba, >50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,55, Nicaragua, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Canada, >50K
44, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,38, Holand-Netherlands, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Guatemala, <=50K
63, Private, 10th, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Cuba, <=50K
34, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2183,40, Vietnam, >50K
49, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Columbia, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,54, Germany, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Jamaica, >50K
39, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, Nicaragua, <=50K
34, Private, 5th-6th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Philippines, >50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, Poland, <=50K
21, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Private, 1st-4th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Greece, <=50K
21, State-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,20, Laos, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Haiti, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Portugal, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Poland, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Portugal, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, Taiwan, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,30, Cuba, <=50K
57, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, Trinadad&Tobago, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Scotland, <=50K
45, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Guatemala, >50K
38, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,50, Columbia, <=50K
53, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Cuba, <=50K
62, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, Jamaica, <=50K
60, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Portugal, >50K
35, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,50, Canada, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,35, Honduras, >50K
48, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, England, <=50K
47, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, El-Salvador, >50K
25, Self-emp-not-inc, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, Ireland, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Holand-Netherlands, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,1902,50, Vietnam, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Yugoslavia, >50K
40, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, >50K
36, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Laos, <=50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,72, Mexico, >50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
39, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,7043,0,76, India, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Peru, >50K
35, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Portugal, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, El-Salvador, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
25, State-gov, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,40, Vietnam, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,16, India, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, Taiwan, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, Iran, <=50K
21, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Ireland, <=50K
