29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
54, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
69, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2390,40, United-States, >50K
47, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,70, United-States, <=50K
62, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,1748,54, United-States, <=50K
24, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
54, Self-emp-inc, 7th-8th, Married-spouse-absent, Sales, Husband, White, Male,0,0,55, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
40, State-gov, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,39, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Germany, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
25, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, El-Salvador, <=50K
42, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,1679,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Germany, <=50K
38, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1709,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States, >50K
26, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
25, Private, HS-grad, Separated, Tech-support, Not-in-family, Other, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,20, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
66, Local-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,65, Japan, >50K
47, Private, Bachelors, Divorced, Transport-moving, Wife, White, Female,2187,0,40, United-States, <=50K
41, Private, 11th, Never-married, Adm-clerical, Wife, White, Female,0,0,36, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
19, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,1879,0,20, United-States, <=50K
46, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, United-States, >50K
22, Local-gov, Bachelors, Never-married, Sales, Wife, White, Female,0,0,16, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
39, Private, Bachelors, Divorced, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
35, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,70, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, Bachelors, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
46, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,4, El-Salvador, <=50K
57, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
71, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,3, United-States, <=50K
45, Local-gov, Doctorate, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,42, United-States, <=50K
45, Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Mexico, >50K
33, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
20, Local-gov, Assoc-voc, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,38, United-States, <=50K
56, Private, Doctorate, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
65, Private, Assoc-voc, Widowed, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, 7th-8th, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, Mexico, <=50K
67, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
29, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,2378,40, United-States, >50K
23, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,6, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
40, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,30, Greece, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
70, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,12, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,35, United-States, <=50K
45, State-gov, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,54, Greece, >50K
45, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1887,45, United-States, >50K
55, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
67, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
67, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,20, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
66, State-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,10, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,7687,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,3103,0,54, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Peru, >50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
57, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
64, Private, Bachelors, Married-spouse-absent, Prof-specialty, Unmarried, Black, Female,0,0,50, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,74, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,10, Canada, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,4562,0,40, United-States, <=50K
25, Private, 11th, Never-married, Tech-support, Other-relative, White, Female,0,0,42, United-States, >50K
49, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
60, Private, Assoc-acdm, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,40, Philippines, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
43, Private, 9th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,48, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Mexico, <=50K
49, Private, Assoc-voc, Separated, Farming-fishing, Not-in-family, White, Male,0,0,42, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
61, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
