50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
35, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,28, United-States, <=50K
19, State-gov, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,24, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,24, United-States, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, Assoc-voc, Never-married, Exec-managerial, Wife, White, Female,0,0,80, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,27, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,29, United-States, <=50K
39, Private, 11th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,45, United-States, >50K
36, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
28, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
28, State-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,80, France, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,8614,0,45, Germany, >50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,32, India, <=50K
57, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,29, United-States, >50K
48, Private, Assoc-acdm, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Wife, Other, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,40, Peru, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,3452,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
30, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Portugal, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Vietnam, >50K
53, Local-gov, Assoc-acdm, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
25, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,29, Poland, <=50K
33, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,50,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,20, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Mexico, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, <=50K
37, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,0,0,45, Canada, >50K
29, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Federal-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,38, United-States, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
21, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Philippines, >50K
47, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, 11th, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
40, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,45, Cuba, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, France, <=50K
34, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Mexico, <=50K
38, State-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Sales, Husband, White, Male,0,0,29, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Taiwan, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,29, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, United-States, >50K
29, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1918,70, United-States, >50K
47, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
74, State-gov, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
38, Private, Some-college, Separated, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,24, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
49, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,1887,40, United-States, <=50K
43, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,24, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Germany, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
38, Federal-gov, 10th, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
23, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,24, United-States, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
45, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Female,0,0,25, United-States, <=50K
26, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,29, United-States, <=50K
33, State-gov, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Divorced, Sales, Wife, White, Female,0,0,71, United-States, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Divorced, Exec-managerial, Other-relative, White, Male,0,0,99, United-States, <=50K
22, Federal-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,25, United-States, >50K
64, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,60, United-States, <=50K
29, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Canada, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,35, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico, <=50K
29, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,1759,81, United-States, <=50K
43, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
34, State-gov, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,0,0,54, Puerto-Rico, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, United-States, <=50K
42, Local-gov, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,1740,20, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,50, United-States, <=50K
51, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,3103,0,35, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,4418,0,40, United-States, >50K
53, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,34, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,26, United-States, >50K
26, Private, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
21, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Italy, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
