59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,37, Germany, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Columbia, <=50K
27, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Cambodia, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Taiwan, >50K
26, Private, Some-college, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1876,70, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,60, Yugoslavia, <=50K
24, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,65, South, <=50K
45, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
75, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,17933,0,25, Thailand, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Greece, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,8, Vietnam, <=50K
41, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Thailand, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
33, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,60, China, <=50K
49, State-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
44, Private, 5th-6th, Divorced, Other-service, Unmarried, White, Female,0,0,40, Haiti, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
44, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
61, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,16, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
46, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, China, <=50K
23, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Hong, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Female,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,3390,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
50, Private, Masters, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,3103,0,30, United-States, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,45, United-States, >50K
31, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, >50K
64, Private, 5th-6th, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, China, <=50K
54, Private, 5th-6th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,37, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,71, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
41, Self-emp-inc, Doctorate, Married-spouse-absent, Exec-managerial, Husband, White, Female,0,0,60, Nicaragua, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
32, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,1575,40, United-States, <=50K
26, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
50, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Japan, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, Yugoslavia, <=50K
42, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Female,0,0,40, Hungary, >50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,3903,0,45, United-States, <=50K
63, Local-gov, 5th-6th, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Peru, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Wife, Other, Female,0,0,35, Honduras, <=50K
64, Private, Masters, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,60, Cuba, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,25, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Yugoslavia, >50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, China, <=50K
60, Private, Bachelors, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,5, Ireland, <=50K
28, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, Other, Male,0,0,50, Peru, >50K
63, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Canada, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,8679,0,40, United-States, >50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,10, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
57, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Without-pay, 10th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,42, United-States, <=50K
54, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
37, Private, 9th, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,38, United-States, <=50K
34, Private, Masters, Never-married, Prof-specialty, Not-in-family, Other, Female,0,1686,45, Nicaragua, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cambodia, >50K
35, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, Thailand, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Taiwan, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, >50K
24, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Portugal, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, South, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,5013,0,45, United-States, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Canada, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-spouse-absent, Sales, Wife, White, Female,0,0,35, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
44, Private, 10th, Divorced, Other-service, Unmarried, White, Female,0,0,40, Columbia, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Italy, >50K
51, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,2027,20, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
27, Private, 1st-4th, Never-married, Sales, Own-child, Black, Male,0,0,40, Philippines, <=50K
44, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,25, Germany, >50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
42, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Male,0,0,38, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
70, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,26, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Greece, <=50K
55, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,45, Vietnam, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Italy, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
49, Private, 9th, Divorced, Craft-repair, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
37, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1852,54, Peru, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Greece, <=50K
43, Private, 12th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
54, State-gov, Some-college, Widowed, Adm-clerical, Unmarried, White, Male,0,0,30, Columbia, <=50K
44, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
63, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
31, State-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,1590,40, United-States, <=50K
48, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,36859,0,50, United-States, >50K
36, Private, Prof-school, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,70, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, Mexico, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
36, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Vietnam, <=50K
26, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1625,50, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Japan, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Scotland, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,1986,0,38, United-States, <=50K
37, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,62, United-States, <=50K
59, State-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Ireland, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,50, Iran, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,15, United-States, >50K
24, Private, Prof-school, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, State-gov, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
36, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
32, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,3103,0,40, England, <=50K
33, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
57, Private, Preschool, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, South, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Portugal, <=50K
31, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Columbia, <=50K
23, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,25, United-States, <=50K
69, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,24, United-States, <=50K
