33, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,20, Peru, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,7352,0,40, United-States, >50K
26, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, <=50K
37, Self-emp-inc, 9th, Never-married, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
27, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
29, Private, Bachelors, Separated, Craft-repair, Own-child, White, Male,0,0,40, Thailand, <=50K
26, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
33, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, <=50K
27, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,70, United-States, >50K
17, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
46, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, State-gov, Some-college, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Italy, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Canada, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,1364,0,40, United-States, <=50K
24, Private, Bachelors, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
63, Local-gov, HS-grad, Divorced, Other-service, Wife, Black, Male,0,0,35, United-States, <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,3103,0,40, United-States, <=50K
47, Federal-gov, Masters, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, >50K
19, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,1823,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,60, Holand-Netherlands, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,15, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
28, Private, Prof-school, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
34, Self-emp-inc, 1st-4th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, France, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,2680,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,12, El-Salvador, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
19, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
56, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, >50K
44, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Husband, Black, Male,0,0,48, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2002,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Wife, White, Female,0,2331,35, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
31, Federal-gov, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, <=50K
55, Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, <=50K
28, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Thailand, <=50K
64, State-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Wife, Black, Male,7315,0,30, Italy, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,7687,0,45, United-States, >50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,75, Italy, >50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,88, United-States, <=50K
47, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, <=50K
39, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
22, Self-emp-not-inc, 11th, Never-married, Protective-serv, Own-child, White, Male,0,0,35, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Mexico, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
33, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
42, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Tech-support, Unmarried, Other, Female,0,0,54, India, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, Canada, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, 5th-6th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,38, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,45, United-States, <=50K
22, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,48, United-States, >50K
25, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,3789,0,40, United-States, >50K
28, Local-gov, 11th, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, Dominican-Republic, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
50, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
57, Self-emp-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,46, United-States, >50K
22, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,0,0,47, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,7298,0,35, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,81, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, >50K
29, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
27, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, State-gov, 11th, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
25, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,2740,0,20, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,15, United-States, <=50K
37, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,52, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
