27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
36, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Dominican-Republic, >50K
48, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
90, Self-emp-not-inc, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
30, Private, Assoc-voc, Never-married, Transport-moving, Other-relative, White, Male,0,0,45, Honduras, <=50K
54, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,45, Cuba, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
35, Self-emp-not-inc, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, Ireland, <=50K
39, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,5104,0,50, Japan, >50K
39, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
25, Federal-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,38, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,3103,0,40, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, Ireland, <=50K
46, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,25, Japan, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
56, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1887,24, Canada, <=50K
25, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, 10th, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Puerto-Rico, <=50K
53, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Hungary, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
27, Self-emp-not-inc, 12th, Divorced, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,16, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, Canada, <=50K
45, Private, HS-grad, Separated, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,14, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
62, State-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,60, Vietnam, <=50K
49, Private, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Haiti, >50K
46, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,25, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Cambodia, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
41, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Germany, <=50K
41, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,50, Peru, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,40, Yugoslavia, <=50K
28, Private, HS-grad, Divorced, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K
39, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, El-Salvador, >50K
42, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,50, Portugal, >50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, Guatemala, <=50K
26, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,3103,0,35, United-States, <=50K
90, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, El-Salvador, >50K
18, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,25, United-States, <=50K
35, Private, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,3363,0,50, United-States, >50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,50, United-States, >50K
38, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Italy, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,12881,0,45, United-States, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Ireland, <=50K
19, Private, 12th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,35, United-States, <=50K
35, State-gov, Doctorate, Divorced, Sales, Wife, Other, Female,0,1977,40, Iran, <=50K
26, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,54, United-States, <=50K
76, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Jamaica, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
80, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2210,27, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Federal-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,40, Laos, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, Guatemala, <=50K
29, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Ecuador, >50K
57, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Poland, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,3972,0,48, South, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,25, United-States, >50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1902,35, Nicaragua, >50K
41, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, >50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,3103,0,40, United-States, >50K
44, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,40, South, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,7687,0,47, United-States, >50K
41, Local-gov, Bachelors, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,45, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, Dominican-Republic, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
25, Private, 12th, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,30, Poland, <=50K
49, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States, >50K
26, Private, 12th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
47, Private, 5th-6th, Never-married, Transport-moving, Husband, White, Female,0,0,50, United-States, <=50K
20, Private, Masters, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Portugal, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,2019,40, United-States, >50K
19, Private, HS-grad, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
26, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,15024,0,40, United-States, >50K
28, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Portugal, <=50K
50, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
48, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Peru, >50K
19, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, Ecuador, >50K
46, Self-emp-inc, Doctorate, Divorced, Exec-managerial, Not-in-family, Other, Female,99999,0,85, United-States, >50K
38, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
24, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
69, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,29, United-States, <=50K
26, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,15024,0,48, Portugal, >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,86, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,28, Cambodia, >50K
31, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,2041,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, Black, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
74, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7645,0,40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
46, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Federal-gov, HS-grad, Separated, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4847,0,50, Germany, <=50K
56, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,35, Hong, >50K
19, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
35, State-gov, 7th-8th, Separated, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Widowed, Other-service, Own-child, White, Male,0,0,20, El-Salvador, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Honduras, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Germany, <=50K
