21, Private, Masters, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
22, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,54, Guatemala, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Germany, <=50K
23, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,25, Greece, <=50K
22, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Scotland, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,80, England, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, >50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,50, Portugal, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States, >50K
34, Private, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,30, Mexico, <=50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1740,50, United-States, >50K
44, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,11, United-States, <=50K
51, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,27348,0,50, United-States, >50K
43, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
32, Private, HS-grad, Divorced, Sales, Wife, White, Female,0,0,40, United-States, >50K
30, Local-gov, Prof-school, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20, United-States, <=50K
39, Private, HS-grad, Divorced, Sales, Husband, White, Male,5178,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,2138,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,1740,16, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,18, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Vietnam, <=50K
37, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Thailand, <=50K
55, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, >50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, >50K
22, State-gov, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
43, Federal-gov, HS-grad, Separated, Other-service, Wife, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
35, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,37, South, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, China, <=50K
37, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,6050,0,35, United-States, >50K
30, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, United-States, <=50K
39, Private, Bachelors, Separated, Prof-specialty, Unmarried, Other, Male,0,0,40, Canada, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Separated, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, China, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2001,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5178,0,35, United-States, >50K
73, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,1977,40, United-States, <=50K
31, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Laos, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
21, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,30, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,60, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,15024,0,45, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
26, Private, Bachelors, Divorced, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,30, Hungary, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,38, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
31, Private, 11th, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
29, Private, Some-college, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
61, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
53, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Hungary, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Wife, Other, Male,3103,0,40, United-States, >50K
53, Local-gov, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
73, Self-emp-not-inc, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,54, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,15, India, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Germany, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,60, Italy, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Dominican-Republic, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
39, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,40, United-States, >50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Laos, <=50K
26, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,70, Iran, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, Portugal, >50K
38, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
30, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Cambodia, <=50K
39, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
62, Private, Doctorate, Widowed, Craft-repair, Not-in-family, White, Male,0,1851,54, United-States, >50K
29, Local-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
28, Private, Masters, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,3103,0,30, United-States, <=50K
37, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,30, Jamaica, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
22, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,13710,0,40, Yugoslavia, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,15, United-States, >50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,32, United-States, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,2959,0,60, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Cuba, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,60, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, United-States, <=50K
23, Private, Some-college, Separated, Other-service, Own-child, White, Male,0,0,30, Jamaica, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Cambodia, <=50K
47, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,50, India, >50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Honduras, >50K
42, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
52, State-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Ecuador, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
71, Private, Some-college, Widowed, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,20, Scotland, <=50K
42, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,46, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, Cambodia, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Poland, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
43, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,84, Hungary, >50K
