19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,24, Greece, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Italy, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,35, United-States, <=50K
37, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Federal-gov, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,24, Italy, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, United-States, >50K
42, Private, 5th-6th, Never-married, Craft-repair, Wife, White, Female,0,0,35, El-Salvador, <=50K
65, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, China, <=50K
46, Local-gov, Assoc-voc, Divorced, Transport-moving, Unmarried, White, Female,0,0,50, Nicaragua, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
26, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,0,0,30, United-States, <=50K
43, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, India, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,5178,0,24, Thailand, <=50K
31, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,45, Poland, <=50K
48, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Japan, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Germany, >50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,50, South, >50K
40, Private, Some-college, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Italy, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Laos, <=50K
73, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1683,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Trinadad&Tobago, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, <=50K
43, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,30, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Local-gov, HS-grad, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
20, Federal-gov, 11th, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,25, France, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,60, United-States, >50K
54, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,54, Guatemala, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
73, Private, 9th, Widowed, Prof-specialty, Husband, White, Male,0,0,15, Hong, <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,5178,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,60, Poland, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Nicaragua, <=50K
90, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,99, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
63, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,1886,60, Haiti, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Separated, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
53, Private, Masters, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, England, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,1977,50, United-States, >50K
37, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, Poland, <=50K
41, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, Portugal, <=50K
55, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Vietnam, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,45, Thailand, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Ecuador, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Scotland, >50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Hungary, <=50K
46, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, Portugal, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, Portugal, <=50K
65, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Philippines, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,70, United-States, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3454,0,40, United-States, >50K
42, Private, Masters, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, Columbia, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Haiti, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
34, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, Puerto-Rico, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, Italy, <=50K
32, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Peru, >50K
50, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
24, Local-gov, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,60, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, China, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, China, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
57, Federal-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,30, Italy, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, >50K
35, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,25, Haiti, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Peru, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
31, Local-gov, Masters, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Guatemala, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Thailand, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1976,45, Yugoslavia, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,7298,0,60, United-States, >50K
31, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Honduras, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,11, United-States, >50K
49, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,45, United-States, <=50K
49, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Haiti, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
73, Self-emp-not-inc, Bachelors, Widowed, Craft-repair, Not-in-family, White, Female,3269,0,60, United-States, <=50K
62, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,10, Canada, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Taiwan, <=50K
38, Without-pay, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,30, Portugal, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
41, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
55, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, Italy, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, United-States, <=50K
60, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Wife, White, Male,52441,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, China, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,2697,50, United-States, >50K
90, Private, 9th, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Thailand, <=50K
27, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Federal-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
44, Local-gov, Bachelors, Separated, Sales, Husband, White, Male,0,0,54, El-Salvador, <=50K
36, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Male,0,0,40, Ireland, <=50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, Canada, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
53, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,44, Hong, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Puerto-Rico, <=50K
23, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Yugoslavia, <=50K
42, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,15, Vietnam, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Italy, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Italy, >50K
31, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
