58, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,37, Cuba, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Vietnam, >50K
89, Private, 11th, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,38, Vietnam, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,35, Taiwan, <=50K
58, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Canada, <=50K
32, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,40, Iran, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Haiti, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Portugal, <=50K
24, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Wife, White, Female,0,0,40, Cambodia, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Iran, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Honduras, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Philippines, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1975,50, Greece, >50K
34, State-gov, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, France, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, Cambodia, >50K
44, Private, Bachelors, Widowed, Transport-moving, Not-in-family, White, Female,0,0,54, Jamaica, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Dominican-Republic, <=50K
52, Local-gov, HS-grad, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, 12th, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,20, China, <=50K
71, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,7687,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,36, Cambodia, <=50K
40, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Other, Male,14467,0,40, Outlying-US(Guam-USVI-etc), >50K
33, Private, 9th, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, Greece, <=50K
40, State-gov, Masters, Divorced, Transport-moving, Husband, White, Female,0,0,40, India, <=50K
25, Private, HS-grad, Divorced, Tech-support, Own-child, White, Female,0,0,20, Greece, >50K
74, Local-gov, Masters, Widowed, Other-service, Not-in-family, White, Male,0,0,40, Hong, <=50K
40, Federal-gov, 7th-8th, Never-married, Prof-specialty, Husband, White, Male,0,0,20, Greece, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,35, Puerto-Rico, <=50K
52, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, India, <=50K
63, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Husband, White, Male,0,1977,40, Philippines, <=50K
54, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, China, >50K
55, Private, HS-grad, Separated, Other-service, Husband, White, Female,0,0,40, Cuba, >50K
22, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,35, Thailand, <=50K
49, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,80, Dominican-Republic, <=50K
60, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,7687,0,40, Haiti, >50K
51, Private, 12th, Widowed, Tech-support, Husband, White, Male,0,0,54, South, <=50K
19, Private, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Canada, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,99999,0,55, Taiwan, >50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Philippines, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,68, Cuba, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Honduras, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,45, Italy, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, India, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
23, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,45, Dominican-Republic, <=50K
33, Private, Masters, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,24, Portugal, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,35, Italy, <=50K
19, Private, 11th, Never-married, Machine-op-inspct, Wife, White, Male,0,0,20, Hungary, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,1887,50, China, >50K
32, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Female,0,0,35, Ecuador, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,15024,0,50, Iran, <=50K
18, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, India, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Cambodia, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, Jamaica, <=50K
21, Federal-gov, 1st-4th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
49, Local-gov, Masters, Divorced, Sales, Husband, Black, Male,0,0,40, Honduras, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Thailand, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Canada, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,80, Jamaica, >50K
30, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, England, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Germany, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,94, Hungary, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, <=50K
32, Private, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,99, Outlying-US(Guam-USVI-etc), <=50K
26, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Ecuador, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,1887,20, Guatemala, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,25, Hungary, <=50K
33, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Ireland, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,43, Jamaica, >50K
47, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Taiwan, <=50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Japan, >50K
32, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Guatemala, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,37, El-Salvador, >50K
64, Self-emp-inc, 7th-8th, Widowed, Other-service, Husband, Black, Female,0,0,40, Mexico, >50K
28, State-gov, HS-grad, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
20, Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
68, Federal-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,5291,0,48, France, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Japan, <=50K
27, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
55, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Ecuador, <=50K
31, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,70, Japan, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Ecuador, <=50K
25, State-gov, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Honduras, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Germany, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Taiwan, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,0,40, Ecuador, >50K
33, Private, HS-grad, Married-spouse-absent, Craft-repair, Other-relative, White, Male,0,0,40, Columbia, <=50K
44, Private, 1st-4th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Cuba, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,1902,20, South, <=50K
42, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
33, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, Ireland, <=50K
44, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Vietnam, <=50K
63, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1977,60, Hong, >50K
21, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Peru, <=50K
33, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Other, Male,0,0,40, Vietnam, <=50K
34, Private, 11th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Haiti, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,60, India, <=50K
39, State-gov, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,35, Cambodia, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, Scotland, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, Iran, <=50K
62, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, Philippines, <=50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,8811,0,40, El-Salvador, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,16, Cambodia, <=50K
52, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,40, China, >50K
41, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
22, Private, HS-grad, Never-married, Sales, Unmarried, Other, Female,0,0,35, Jamaica, <=50K
18, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,30, Philippines, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
25, Private, HS-grad, Separated, Craft-repair, Other-relative, Black, Male,0,0,40, Taiwan, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, Cuba, <=50K
31, Local-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Thailand, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,32, Hungary, <=50K
59, Private, Masters, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Columbia, <=50K
32, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, China, <=50K
47, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,40, Trinadad&Tobago, <=50K
41, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, Black, Male,0,0,15, Ireland, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Greece, >50K
47, Private, 9th, Divorced, Prof-specialty, Husband, Other, Male,0,0,40, Vietnam, >50K
37, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,1887,40, France, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, England, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Taiwan, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,50, Jamaica, <=50K
22, Local-gov, Prof-school, Never-married, Protective-serv, Not-in-family, White, Male,0,1902,50, Nicaragua, >50K
33, Private, Some-college, Married-spouse-absent, Adm-clerical, Husband, White, Male,0,0,40, Philippines, <=50K
50, Local-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,1950,50, Hungary, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Peru, <=50K
32, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,60, Iran, >50K
22, Private, 11th, Never-married, Other-service, Other-relative, White, Female,0,0,35, Scotland, <=50K
60, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Female,0,0,45, England, >50K
45, Private, 7th-8th, Widowed, Transport-moving, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Self-emp-inc, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,0,50, Ecuador, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Haiti, <=50K
33, Private, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,40, Jamaica, <=50K
26, Private, HS-grad, Married-spouse-absent, Prof-specialty, Own-child, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Columbia, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
22, Private, Masters, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Mexico, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, India, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Thailand, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Jamaica, >50K
44, Local-gov, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, Yugoslavia, >50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Nicaragua, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
41, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Female,0,0,40, Mexico, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,45, Vietnam, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Hong, >50K
59, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
50, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
35, Private, Bachelors, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,38, Jamaica, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Cuba, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, Cuba, <=50K
54, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,15024,0,30, Peru, <=50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,1890,50, Haiti, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1887,60, Honduras, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,4386,0,40, Hungary, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Taiwan, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, Trinadad&Tobago, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, Iran, >50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, Nicaragua, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,40, Scotland, >50K
40, Self-emp-not-inc, Assoc-voc, Separated, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,30, Poland, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,30, Puerto-Rico, >50K
