63, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
32, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, Canada, <=50K
67, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, United-States, >50K
46, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Prof-school, Divorced, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,48, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
79, Private, Some-college, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,32, United-States, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
59, Private, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,45, United-States, <=50K
51, Self-emp-not-inc, 11th, Married-civ-spouse, Adm-clerical, Husband, Black, Male,15024,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,15024,0,54, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, >50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,2768,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, United-States, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,60, United-States, >50K
34, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, South, <=50K
29, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male,2593,0,40, United-States, <=50K
44, Private, Assoc-voc, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
50, Private, Prof-school, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
54, Private, 5th-6th, Divorced, Protective-serv, Unmarried, White, Female,0,0,35, United-States, <=50K
48, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Japan, <=50K
44, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,4086,0,64, United-States, >50K
37, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,54, United-States, >50K
43, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
33, Private, Masters, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Puerto-Rico, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,2866,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
42, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
55, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Other-service, Not-in-family, White, Female,7687,0,40, United-States, >50K
27, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-spouse-absent, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
20, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private, 7th-8th, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
39, Private, 10th, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,35, Philippines, <=50K
38, Private, Doctorate, Never-married, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Local-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,55, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,15, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, HS-grad, Widowed, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
38, Federal-gov, 10th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Doctorate, Married-civ-spouse, Craft-repair, Own-child, White, Male,15024,0,40, United-States, >50K
63, Private, 5th-6th, Divorced, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
20, Private, Masters, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
50, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,22, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
23, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,1977,48, Honduras, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
37, Local-gov, Preschool, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,23, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,12, United-States, <=50K
25, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Female,0,0,60, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, 12th, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
43, Private, 10th, Widowed, Adm-clerical, Husband, White, Male,0,0,40, Guatemala, >50K
48, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3247,0,60, United-States, <=50K
51, Private, Assoc-voc, Divorced, Prof-specialty, Husband, White, Male,0,0,32, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,18, United-States, <=50K
42, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,53846,0,60, United-States, >50K
48, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, Philippines, >50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
61, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, >50K
44, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,73, United-States, <=50K
22, Private, 12th, Never-married, Exec-managerial, Other-relative, White, Female,0,0,38, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Doctorate, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,25, Mexico, <=50K
61, Local-gov, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,30, United-States, <=50K
61, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Assoc-acdm, Divorced, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,7298,0,60, United-States, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Mexico, <=50K
37, Private, HS-grad, Divorced, Protective-serv, Other-relative, White, Male,0,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
27, Private, Prof-school, Never-married, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States, <=50K
20, Private, 5th-6th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,5422,0,60, United-States, >50K
17, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
49, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,10398,0,40, United-States, >50K
61, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Black, Male,0,0,10, United-States, <=50K
