62, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Germany, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Peru, >50K
59, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,72, United-States, >50K
38, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
35, Private, Some-college, Never-married, Craft-repair, Wife, Black, Female,3982,0,20, United-States, <=50K
29, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,3461,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,72, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
41, Private, Some-college, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,1890,42, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1994,50, Dominican-Republic, >50K
47, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Prof-specialty, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
55, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, >50K
23, Private, 10th, Divorced, Transport-moving, Unmarried, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
25, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
53, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,65, United-States, <=50K
74, Federal-gov, Prof-school, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,37988,0,25, Haiti, >50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,99, Taiwan, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Taiwan, <=50K
45, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, >50K
20, Private, Masters, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,20, United-States, <=50K
35, Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,50, Ecuador, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
47, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Haiti, <=50K
64, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,6676,0,25, Ecuador, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Nicaragua, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
49, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Iran, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Columbia, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,54, Philippines, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,54, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,46, China, <=50K
26, Federal-gov, Some-college, Separated, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,14825,0,40, Yugoslavia, >50K
42, State-gov, Bachelors, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Ecuador, <=50K
38, Private, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
38, Private, Assoc-voc, Divorced, Craft-repair, Own-child, White, Female,0,0,40, France, >50K
44, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, Columbia, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,15, United-States, <=50K
59, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Ecuador, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,99, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,80, Poland, <=50K
35, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, India, <=50K
59, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, Jamaica, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, United-States, <=50K
44, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Greece, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,1916,38, United-States, <=50K
49, Local-gov, 7th-8th, Divorced, Transport-moving, Husband, Black, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, >50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,50, Cuba, <=50K
35, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,20, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,45, India, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,10, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Federal-gov, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
63, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Masters, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Iran, <=50K
67, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
27, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Haiti, <=50K
37, Private, Doctorate, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
58, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,60, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, <=50K
67, Self-emp-not-inc, Masters, Widowed, Sales, Not-in-family, White, Female,0,0,70, Mexico, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, Haiti, >50K
38, Private, Masters, Divorced, Other-service, Wife, White, Female,0,0,40, Canada, <=50K
38, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
60, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,40, Scotland, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,2230,40, United-States, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, <=50K
24, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,3325,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Male,1621,0,86, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,45, Taiwan, <=50K
24, Private, Some-college, Divorced, Transport-moving, Own-child, White, Female,0,0,31, Puerto-Rico, >50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,54, United-States, <=50K
60, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
89, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1975,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Portugal, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, England, <=50K
42, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Some-college, Never-married, Tech-support, Unmarried, Other, Male,0,0,36, Ireland, <=50K
57, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
21, State-gov, HS-grad, Never-married, Tech-support, Wife, White, Male,0,0,35, Poland, <=50K
40, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, South, <=50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,95, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,167,0,20, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,12, Portugal, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,50, Puerto-Rico, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
60, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-inc, Masters, Married-civ-spouse, Sales, Own-child, White, Male,99999,0,50, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, United-States, >50K
42, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,35, Guatemala, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Greece, >50K
47, Self-emp-inc, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,45, United-States, <=50K
37, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,37, United-States, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,27, Germany, <=50K
31, Private, Some-college, Divorced, Other-service, Wife, White, Female,0,0,40, England, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, France, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
