47, Private, Masters, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
37, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, Honduras, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,94, Laos, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, China, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
44, Private, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
35, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,65, Dominican-Republic, <=50K
40, Private, Some-college, Widowed, Protective-serv, Unmarried, White, Female,0,0,40, Ecuador, >50K
47, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Male,0,0,60, Mexico, <=50K
56, Private, Bachelors, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, Mexico, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
33, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
57, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, Portugal, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,40, Hong, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,20, Nicaragua, <=50K
45, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Greece, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1720,50, Guatemala, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
54, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, Philippines, >50K
39, Private, 7th-8th, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,20, Hong, >50K
55, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, Puerto-Rico, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Iran, <=50K
38, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, Jamaica, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, China, >50K
37, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Hong, <=50K
32, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Nicaragua, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2005,40, China, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, Ecuador, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, China, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,2, Haiti, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Philippines, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Germany, >50K
76, Private, 5th-6th, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,30, England, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
42, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,1581,38, Vietnam, >50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, India, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Peru, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,5618,0,40, Nicaragua, >50K
22, Private, 10th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,1902,37, India, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, El-Salvador, >50K
28, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
57, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,69, Dominican-Republic, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, England, >50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, Vietnam, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Italy, >50K
23, Private, Masters, Divorced, Sales, Own-child, White, Female,0,0,20, Jamaica, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, >50K
34, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
62, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,32, Iran, <=50K
31, Federal-gov, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, Columbia, <=50K
27, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,8, Cuba, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, South, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,38, Jamaica, >50K
29, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,65, China, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Scotland, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Japan, >50K
21, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Ireland, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Philippines, <=50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,35, Scotland, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, England, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, Philippines, >50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
32, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Vietnam, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Peru, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, Other, Male,0,0,40, Cambodia, >50K
38, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,10, El-Salvador, <=50K
59, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, Laos, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,60, Poland, >50K
57, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Laos, >50K
20, Private, Assoc-voc, Never-married, Tech-support, Own-child, White, Female,0,0,40, Taiwan, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, England, >50K
44, State-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, >50K
38, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,44, Portugal, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,17, Puerto-Rico, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, England, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Portugal, >50K
62, Federal-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
27, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7380,0,60, Honduras, >50K
34, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Philippines, <=50K
45, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
44, Private, Assoc-voc, Divorced, Sales, Own-child, White, Male,0,1887,35, China, <=50K
48, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Hungary, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, Jamaica, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1511,45, France, >50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, Japan, <=50K
26, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Columbia, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,3968,0,40, Cuba, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Thailand, <=50K
63, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, El-Salvador, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Vietnam, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, Outlying-US(Guam-USVI-etc), >50K
42, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
40, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,38, Columbia, <=50K
44, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
37, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, Canada, <=50K
56, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Honduras, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, France, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5027,0,45, India, >50K
35, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Scotland, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,42, Mexico, <=50K
49, Private, 5th-6th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Poland, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Vietnam, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,99999,0,60, South, >50K
52, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
18, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, Philippines, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Iran, <=50K
37, Self-emp-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,48, Trinadad&Tobago, >50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, <=50K
59, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44, Taiwan, >50K
71, Private, Masters, Widowed, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
61, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
62, Private, Some-college, Widowed, Tech-support, Not-in-family, White, Female,0,0,60, Haiti, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, China, <=50K
46, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, Guatemala, <=50K
55, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Puerto-Rico, <=50K
36, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Columbia, <=50K
28, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,40, Hong, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,55, India, >50K
46, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Female,23789,0,67, Puerto-Rico, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Cambodia, <=50K
56, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Hungary, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Dominican-Republic, >50K
67, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, England, <=50K
60, Private, 9th, Separated, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
62, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,70, Cuba, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Greece, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,38, Haiti, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Greece, >50K
35, Local-gov, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,32, Honduras, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, Cambodia, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
50, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Cambodia, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, England, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,4650,0,40, Peru, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, England, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Honduras, <=50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Canada, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, France, >50K
34, Local-gov, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,40, Haiti, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,57, United-States, >50K
24, Federal-gov, Some-college, Never-married, Other-service, Wife, Other, Male,0,0,20, South, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hungary, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
