48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, >50K
36, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, Greece, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Trinadad&Tobago, <=50K
58, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,20, Germany, <=50K
23, Local-gov, HS-grad, Never-married, Farming-fishing, Own-child, Other, Female,0,0,50, Scotland, <=50K
63, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
28, Private, HS-grad, Never-married, Tech-support, Unmarried, Other, Female,0,1490,40, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, Vietnam, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Portugal, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,36, Cuba, >50K
41, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,43, Haiti, <=50K
45, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,38, Jamaica, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Mexico, >50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,37, Dominican-Republic, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,7298,0,80, Jamaica, >50K
19, Private, Doctorate, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Vietnam, <=50K
50, Without-pay, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,45, Greece, >50K
53, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,40, Laos, <=50K
69, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,90, Italy, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Columbia, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Haiti, <=50K
30, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,2949,0,40, United-States, >50K
31, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Hungary, <=50K
22, Local-gov, HS-grad, Never-married, Handlers-cleaners, Husband, Other, Female,0,0,40, Mexico, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Hungary, >50K
22, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Jamaica, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,2174,0,60, Hungary, <=50K
23, Private, HS-grad, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,30, India, <=50K
62, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, South, >50K
30, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, Hungary, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1855,40, India, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Portugal, >50K
62, Local-gov, 10th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,2316,40, Ireland, <=50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,2926,0,40, Poland, <=50K
27, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Peru, >50K
20, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,20, Ireland, <=50K
38, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Columbia, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Jamaica, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,35, Philippines, >50K
33, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Iran, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
55, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, South, <=50K
44, Private, Masters, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,45, Yugoslavia, <=50K
19, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
38, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,40, Thailand, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Nicaragua, >50K
35, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Hong, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,2232,0,20, Ecuador, >50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
54, State-gov, 10th, Divorced, Adm-clerical, Unmarried, Other, Female,1383,0,40, Scotland, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, England, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, Thailand, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
41, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Masters, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
42, Private, Some-college, Divorced, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
51, Private, HS-grad, Divorced, Tech-support, Unmarried, Black, Male,0,0,40, Philippines, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Columbia, <=50K
59, Private, Some-college, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,38, Yugoslavia, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Peru, >50K
21, Private, Masters, Never-married, Tech-support, Own-child, White, Female,0,0,40, Cuba, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Unmarried, Other, Male,2032,0,40, Japan, <=50K
55, State-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, El-Salvador, >50K
35, Private, Some-college, Separated, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, France, <=50K
59, Private, 9th, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, France, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,25138,0,3, South, >50K
42, Federal-gov, HS-grad, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Scotland, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Mexico, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, Canada, <=50K
42, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,30, Peru, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Hungary, >50K
64, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Ireland, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1647,45, Canada, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,10, El-Salvador, <=50K
45, Local-gov, Some-college, Divorced, Tech-support, Husband, Asian-Pac-Islander, Female,9924,0,40, Columbia, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, India, >50K
57, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,75, Peru, <=50K
58, Private, Some-college, Widowed, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
22, Local-gov, 10th, Divorced, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
43, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, South, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
48, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
31, Federal-gov, Doctorate, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,45, Japan, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
66, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Guatemala, >50K
57, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, >50K
88, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Husband, Other, Male,0,0,40, Ecuador, <=50K
56, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,50, Philippines, <=50K
34, Self-emp-not-inc, 9th, Divorced, Other-service, Own-child, Black, Female,0,0,40, Holand-Netherlands, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Cambodia, >50K
22, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Peru, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, Japan, <=50K
33, Private, Some-college, Widowed, Sales, Wife, Asian-Pac-Islander, Male,0,0,52, Germany, <=50K
19, Private, Bachelors, Divorced, Adm-clerical, Wife, Black, Female,0,0,25, United-States, <=50K
21, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Canada, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Trinadad&Tobago, >50K
19, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,60, Peru, <=50K
40, Private, Some-college, Divorced, Sales, Unmarried, Other, Female,0,0,20, Hong, <=50K
29, Local-gov, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Honduras, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,8, Iran, <=50K
21, Private, 11th, Never-married, Prof-specialty, Not-in-family, Black, Female,4491,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Ecuador, <=50K
56, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,5013,0,60, Philippines, >50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
33, Local-gov, Some-college, Never-married, Transport-moving, Unmarried, Other, Female,0,0,35, Japan, <=50K
64, State-gov, Assoc-acdm, Married-spouse-absent, Sales, Not-in-family, Other, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
64, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,47, England, >50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Taiwan, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Ireland, <=50K
36, Private, 10th, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,7687,0,40, Scotland, >50K
40, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Unmarried, Black, Male,0,0,35, Japan, >50K
63, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,1717,0,30, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,50, Taiwan, >50K
46, Private, 10th, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Greece, <=50K
47, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Greece, <=50K
28, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Greece, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Other, Female,0,0,48, Iran, <=50K
26, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,60, Japan, <=50K
46, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,1823,0,60, Honduras, <=50K
34, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
23, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,25, England, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
39, Self-emp-not-inc, Masters, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,30, Iran, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Female,7298,0,40, Scotland, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Iran, >50K
45, Self-emp-inc, 10th, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,48, Cambodia, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Hungary, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Poland, <=50K
53, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Ireland, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,30, Vietnam, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
53, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,54, Mexico, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,7687,0,40, England, >50K
44, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Poland, >50K
54, Local-gov, Doctorate, Divorced, Other-service, Not-in-family, Other, Female,0,0,35, Scotland, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Hungary, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines, <=50K
48, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, China, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,35, Italy, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
67, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,22138,0,40, Hungary, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Iran, <=50K
64, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, France, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,7687,0,40, Hong, >50K
66, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Jamaica, <=50K
22, Private, 5th-6th, Divorced, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,35, Ireland, <=50K
60, Local-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Ecuador, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Poland, <=50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Italy, >50K
47, Local-gov, Masters, Separated, Machine-op-inspct, Unmarried, White, Female,0,2335,40, France, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
40, Private, Assoc-acdm, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
