19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,24, Dominican-Republic, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hungary, <=50K
36, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,70, France, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, England, <=50K
37, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Iran, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Vietnam, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, Nicaragua, >50K
26, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
35, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Guatemala, <=50K
41, Private, HS-grad, Separated, Farming-fishing, Unmarried, Black, Female,0,0,30, Taiwan, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Columbia, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,10, Greece, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,20, Poland, <=50K
41, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, Thailand, <=50K
42, Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,60, El-Salvador, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
57, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Ireland, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, England, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,30, Canada, <=50K
46, Private, 7th-8th, Separated, Other-service, Unmarried, White, Female,0,0,40, Germany, <=50K
34, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, England, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Scotland, >50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, China, >50K
55, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,30, Canada, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Canada, <=50K
45, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,38, Greece, <=50K
45, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
30, Private, Assoc-voc, Divorced, Sales, Own-child, Black, Female,0,0,40, Poland, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,60, Greece, >50K
60, Self-emp-inc, Prof-school, Widowed, Prof-specialty, Not-in-family, White, Female,14633,0,60, Haiti, >50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, <=50K
60, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, Japan, <=50K
32, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,1602,40, Columbia, <=50K
52, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
50, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, Dominican-Republic, <=50K
18, Private, 11th, Never-married, Transport-moving, Own-child, Black, Female,0,0,20, Vietnam, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Cuba, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Ireland, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, England, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, White, Male,0,1977,40, Hungary, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Scotland, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Laos, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Sales, Other-relative, Black, Female,0,0,60, Cuba, >50K
52, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3282,0,40, Cuba, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, Philippines, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,37, Cuba, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, Japan, <=50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,2589,0,20, Hungary, <=50K
61, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, Outlying-US(Guam-USVI-etc), >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, <=50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Nicaragua, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8, Philippines, >50K
32, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,8, Hong, <=50K
32, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,54, Guatemala, >50K
41, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, India, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
44, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,38, Philippines, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Yugoslavia, >50K
41, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,82, Thailand, <=50K
43, Private, Bachelors, Widowed, Adm-clerical, Wife, Black, Female,0,0,40, France, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, Philippines, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3551,0,40, Nicaragua, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2080,45, Peru, >50K
26, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Columbia, <=50K
24, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,45, Ireland, <=50K
47, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, Honduras, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Trinadad&Tobago, <=50K
51, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Hungary, <=50K
68, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,2, Thailand, <=50K
35, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, Ecuador, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, Dominican-Republic, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,35, China, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Italy, <=50K
29, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, White, Female,0,0,30, Cuba, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, Thailand, >50K
37, Private, Some-college, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Jamaica, >50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
42, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
53, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Taiwan, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
25, Self-emp-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Scotland, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Thailand, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Columbia, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,50, Peru, >50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16, El-Salvador, <=50K
17, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, Poland, <=50K
37, Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Iran, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, >50K
51, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Canada, >50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1886,40, Hong, >50K
21, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,20, Guatemala, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
61, Private, Assoc-voc, Widowed, Sales, Not-in-family, White, Male,0,0,35, China, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, Nicaragua, <=50K
22, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, Trinadad&Tobago, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Jamaica, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,60, Vietnam, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, Yugoslavia, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Male,0,0,25, Vietnam, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, Hong, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Portugal, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Puerto-Rico, >50K
60, Self-emp-not-inc, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,10, Dominican-Republic, <=50K
38, Private, 10th, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, Hungary, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Peru, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Scotland, >50K
27, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Cambodia, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Greece, <=50K
38, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female,0,0,40, Germany, <=50K
20, Private, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,2381,0,54, China, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Greece, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, >50K
42, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, South, <=50K
28, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,65, Japan, >50K
45, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,70, Laos, <=50K
28, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Laos, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, France, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, China, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,45, Thailand, >50K
22, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, >50K
56, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Guatemala, <=50K
46, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Dominican-Republic, >50K
68, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Ireland, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,45, Greece, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Iran, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3324,0,60, Jamaica, >50K
50, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,7298,0,45, Mexico, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, South, >50K
31, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,1739,45, Trinadad&Tobago, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Ireland, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Greece, <=50K
67, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,20, Puerto-Rico, <=50K
32, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Female,0,0,40, Hong, <=50K
38, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Canada, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,14135,0,42, Philippines, >50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1886,40, Iran, >50K
