41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
26, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,3325,0,60, United-States, >50K
34, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,1687,72, United-States, >50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, State-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,10, Canada, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Local-gov, 10th, Never-married, Adm-clerical, Wife, White, Male,0,1977,20, Mexico, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
39, State-gov, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
36, State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,60, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,80, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,2874,0,40, United-States, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,90, United-States, >50K
47, Private, Some-college, Never-married, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
34, Without-pay, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,65, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,43, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,35, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4064,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,35, United-States, >50K
33, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
24, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Female,0,0,30, United-States, >50K
52, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
40, State-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Portugal, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1721,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3089,0,80, Taiwan, <=50K
52, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, Jamaica, >50K
47, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Male,7687,0,52, Poland, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
52, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1977,54, United-States, <=50K
67, Local-gov, Bachelors, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Private, Doctorate, Widowed, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Married-spouse-absent, Farming-fishing, Husband, Black, Male,0,0,22, United-States, >50K
72, Private, HS-grad, Widowed, Prof-specialty, Wife, White, Female,5145,0,22, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,48, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,1594,45, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,43036,0,45, United-States, <=50K
36, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,6185,0,40, United-States, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
56, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,54, United-States, >50K
28, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3074,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,60, United-States, <=50K
41, Local-gov, Assoc-voc, Separated, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
41, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,0,0,50, South, >50K
26, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,2107,52, United-States, >50K
48, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,71, United-States, >50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
27, Self-emp-inc, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,52, United-States, <=50K
27, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,52, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Mexico, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Canada, >50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
41, Private, Doctorate, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,99999,0,60, United-States, >50K
33, Private, Some-college, Never-married, Protective-serv, Husband, Black, Female,0,1887,24, United-States, <=50K
30, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, <=50K
34, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
32, Local-gov, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Germany, <=50K
31, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,38, El-Salvador, >50K
37, Local-gov, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
22, Private, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Philippines, <=50K
30, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,52, United-States, >50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
56, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,2880,0,40, United-States, >50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, United-States, >50K
25, Private, Assoc-voc, Divorced, Other-service, Own-child, Black, Male,4183,0,40, United-States, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,4855,0,40, United-States, <=50K
45, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,8488,0,60, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4850,0,60, Portugal, >50K
34, Private, Some-college, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
49, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,99, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
45, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,5178,0,45, United-States, >50K
58, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
24, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,23, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
23, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, State-gov, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
