19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
64, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,16, United-States, <=50K
53, State-gov, Masters, Widowed, Prof-specialty, Wife, White, Female,14155,0,16, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4021,0,54, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Separated, Exec-managerial, Wife, White, Female,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Portugal, <=50K
58, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-inc, Masters, Never-married, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,52, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,23, United-States, <=50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
46, Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
47, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Separated, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, 12th, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,1750,48, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, 7th-8th, Separated, Adm-clerical, Not-in-family, Black, Female,4818,0,30, United-States, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,26, United-States, <=50K
24, Private, Some-college, Divorced, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, Black, Female,0,0,25, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,65, United-States, <=50K
56, Private, 5th-6th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
54, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,45, United-States, >50K
48, Private, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,35, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Other-relative, White, Female,0,0,20, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Masters, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
51, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
34, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States, >50K
35, Self-emp-inc, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,5128,0,40, United-States, >50K
57, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
46, Local-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
40, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Guatemala, <=50K
22, Private, 11th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,92, Guatemala, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,37, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,11, United-States, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Greece, >50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, South, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Canada, <=50K
32, Private, Bachelors, Never-married, Sales, Unmarried, White, Female,0,1748,38, United-States, <=50K
30, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Female,0,0,37, United-States, <=50K
54, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,4542,0,40, United-States, <=50K
22, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
65, Private, Prof-school, Widowed, Sales, Not-in-family, White, Female,0,0,10, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Poland, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,44, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Mexico, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,60, United-States, >50K
78, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Masters, Married-civ-spouse, Sales, Wife, White, Female,0,0,30, United-States, >50K
40, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
67, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, 11th, Never-married, Craft-repair, Own-child, White, Female,0,0,2, United-States, <=50K
49, Local-gov, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, 9th, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,84, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
79, Local-gov, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
74, Local-gov, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,15, Philippines, <=50K
31, Federal-gov, 9th, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
49, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,3103,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, >50K
47, Private, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,2349,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
43, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
56, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
