25, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
67, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Honduras, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,6249,0,60, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,4411,0,54, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, 12th, Divorced, Sales, Not-in-family, White, Male,4386,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
24, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
45, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,47, United-States, <=50K
33, Local-gov, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,18, Mexico, <=50K
58, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Local-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,1887,30, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, <=50K
24, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
37, Private, Assoc-voc, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,55, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,50, United-States, >50K
35, Private, HS-grad, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
32, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, <=50K
33, Local-gov, 5th-6th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,36, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Sales, Wife, Black, Female,7687,0,40, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
78, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, <=50K
24, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Wife, Other, Female,0,0,40, United-States, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,38, United-States, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,2049,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
22, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Separated, Prof-specialty, Own-child, White, Male,0,0,40, Mexico, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,48, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Married-spouse-absent, Sales, Own-child, Other, Male,0,0,32, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
62, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Columbia, <=50K
48, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
65, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 7th-8th, Divorced, Protective-serv, Own-child, White, Female,0,0,38, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,6644,0,45, United-States, >50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, >50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
21, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
62, Private, Assoc-acdm, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,5, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1730,48, United-States, <=50K
27, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,80, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,54, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Assoc-voc, Divorced, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1997,40, United-States, <=50K
52, State-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
53, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, >50K
21, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,52, United-States, <=50K
21, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, >50K
60, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
64, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Jamaica, >50K
25, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, United-States, >50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,6, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,59, United-States, <=50K
53, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
27, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
36, Private, Bachelors, Separated, Adm-clerical, Unmarried, Black, Female,0,0,10, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,16, United-States, <=50K
19, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
90, Self-emp-not-inc, Doctorate, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
42, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Mexico, <=50K
26, Self-emp-not-inc, Assoc-acdm, Separated, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
48, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1900,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,30, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Japan, >50K
23, State-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,38, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States, >50K
