26, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,7687,0,50, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1564,40, United-States, >50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
52, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
61, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,54, India, <=50K
29, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, Mexico, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
49, Federal-gov, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Local-gov, Prof-school, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Laos, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,4060,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, Mexico, <=50K
87, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
33, Private, 9th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Laos, >50K
41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,30, Mexico, <=50K
35, Private, 10th, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Federal-gov, 9th, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
62, Self-emp-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,89, United-States, <=50K
62, Private, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,81, Honduras, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,1902,45, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,36, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,1848,44, United-States, <=50K
40, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Prof-school, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1902,40, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,70, United-States, >50K
58, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Yugoslavia, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,3690,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States, <=50K
36, Private, 11th, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, India, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,2174,0,30, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
89, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,75424,0,65, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
54, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,72, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
23, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, Mexico, <=50K
74, Private, Assoc-acdm, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,99, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,32, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,7687,0,50, Portugal, >50K
55, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,5063,0,50, United-States, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
31, Private, Assoc-voc, Divorced, Sales, Unmarried, Black, Male,0,0,50, United-States, <=50K
54, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, India, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
23, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Peru, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1719,40, United-States, <=50K
23, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,1797,45, Scotland, <=50K
29, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,3, Cambodia, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,54, United-States, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
54, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,47, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,25, United-States, >50K
68, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
32, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
54, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,5178,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
22, Federal-gov, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
23, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
20, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
52, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,20, Ireland, <=50K
70, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Philippines, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,45, United-States, <=50K
41, Federal-gov, Prof-school, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Mexico, <=50K
20, Private, 5th-6th, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Mexico, <=50K
31, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Male,0,0,36, United-States, <=50K
46, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,3255,0,48, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,60, United-States, <=50K
20, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
