37, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
30, Self-emp-not-inc, 10th, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
50, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, >50K
52, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Portugal, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,50, Vietnam, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
63, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, Haiti, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,45, Italy, >50K
51, Federal-gov, 11th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, Ireland, <=50K
30, Local-gov, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,0,0,54, Italy, <=50K
33, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,3005,0,30, India, >50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,46, Cuba, <=50K
37, Private, Masters, Separated, Adm-clerical, Not-in-family, White, Female,0,0,65, Iran, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Jamaica, >50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Yugoslavia, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, >50K
22, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Haiti, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, Taiwan, >50K
45, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Ecuador, >50K
50, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Greece, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Honduras, >50K
26, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,5240,0,35, United-States, <=50K
31, State-gov, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,35, Ecuador, <=50K
61, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, Iran, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
38, Private, Assoc-acdm, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, Cuba, <=50K
41, State-gov, Assoc-acdm, Divorced, Tech-support, Wife, White, Female,0,0,35, Greece, >50K
26, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,35, Guatemala, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Ecuador, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Scotland, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,38, South, >50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Scotland, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, <=50K
22, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, Portugal, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, China, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, Germany, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Guatemala, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, Thailand, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Local-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,38, Trinadad&Tobago, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,38, Laos, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,60, Ecuador, <=50K
69, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3446,0,30, United-States, <=50K
40, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,35, Ireland, >50K
29, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Jamaica, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,46, Canada, <=50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,2649,0,40, France, <=50K
58, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Thailand, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,25, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,3463,0,40, Guatemala, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, Haiti, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,53, Italy, >50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Hungary, >50K
67, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
54, Private, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,0,0,50, Philippines, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, >50K
18, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,15, Germany, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,2508,0,60, Ireland, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,5013,0,40, Portugal, <=50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1976,20, Hong, >50K
26, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,38, Peru, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Honduras, <=50K
55, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,45, Outlying-US(Guam-USVI-etc), <=50K
22, Private, 11th, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, Honduras, <=50K
23, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, Thailand, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, Cuba, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Italy, <=50K
41, Private, Masters, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, Hong, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, India, >50K
53, Private, Masters, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, Columbia, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Cambodia, <=50K
35, Private, 1st-4th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,7687,0,40, Columbia, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
27, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,1886,40, Ecuador, <=50K
53, Local-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Guatemala, >50K
43, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
69, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Honduras, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, France, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, Cuba, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Iran, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Poland, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
33, Local-gov, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Taiwan, <=50K
56, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
36, Private, Bachelors, Never-married, Farming-fishing, Husband, Black, Male,3785,0,78, Cuba, >50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, <=50K
24, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Nicaragua, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, El-Salvador, >50K
35, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Portugal, <=50K
65, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,5845,0,40, Honduras, >50K
42, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Female,0,0,40, Canada, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, South, <=50K
63, Private, 7th-8th, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
36, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Hong, <=50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Peru, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Canada, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,5107,0,50, Philippines, <=50K
52, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,1977,40, United-States, >50K
35, Private, HS-grad, Separated, Tech-support, Unmarried, White, Female,0,0,30, Portugal, <=50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Canada, >50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,30, Guatemala, <=50K
26, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,48, England, <=50K
27, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,40, England, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, Philippines, >50K
48, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,70, Nicaragua, >50K
58, Private, HS-grad, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,20, Poland, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
25, State-gov, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
32, Private, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, England, >50K
44, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, Nicaragua, >50K
43, Private, Masters, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Laos, <=50K
43, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,25, Nicaragua, >50K
40, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Columbia, <=50K
30, Local-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,52, Laos, <=50K
36, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,15, Dominican-Republic, >50K
51, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, England, >50K
47, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,37, Puerto-Rico, >50K
38, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,40, Peru, <=50K
56, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,10, Taiwan, <=50K
42, Self-emp-not-inc, Some-college, Married-spouse-absent, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,20, Vietnam, >50K
62, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,2126,0,4, Italy, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Columbia, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,25, Trinadad&Tobago, >50K
24, Self-emp-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Cuba, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,87, Haiti, <=50K
33, Local-gov, 11th, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,25, Puerto-Rico, <=50K
41, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,38, France, <=50K
35, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ireland, >50K
26, Private, 12th, Never-married, Sales, Not-in-family, White, Female,0,0,40, Honduras, <=50K
20, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, Black, Male,0,1886,20, Guatemala, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
41, State-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Cuba, <=50K
21, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, Mexico, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,70, Guatemala, <=50K
33, Local-gov, Some-college, Married-spouse-absent, Tech-support, Husband, White, Male,0,0,40, El-Salvador, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Scotland, <=50K
44, Local-gov, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1886,40, Jamaica, >50K
29, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Peru, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,25, Jamaica, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, <=50K
41, Federal-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
26, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,50, Taiwan, <=50K
36, Federal-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
64, Federal-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,47, India, <=50K
24, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
61, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Philippines, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Hungary, <=50K
56, State-gov, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
57, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Japan, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, Greece, <=50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, Scotland, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Portugal, <=50K
