56, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
47, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
58, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
63, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, State-gov, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
43, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,15, United-States, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
67, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,8614,0,10, United-States, >50K
22, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Farming-fishing, Own-child, Black, Female,0,0,15, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,1546,0,24, United-States, <=50K
62, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,30, Canada, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,80, Dominican-Republic, <=50K
43, Local-gov, Some-college, Separated, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,1670,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, 10th, Never-married, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
30, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
42, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,1528,0,40, Italy, >50K
68, Private, 5th-6th, Widowed, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Wife, White, Male,7687,0,32, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
57, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Hong, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,1652,20, United-States, <=50K
49, Self-emp-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,44, United-States, >50K
20, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,38, United-States, <=50K
53, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,1743,40, United-States, <=50K
26, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
43, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
69, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,138,0,6, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, <=50K
46, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,50, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,64, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
49, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
76, Self-emp-not-inc, 5th-6th, Widowed, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,70, Puerto-Rico, <=50K
30, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,16, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
44, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,54, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,88, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,3053,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
35, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,8, United-States, <=50K
61, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,17, United-States, >50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,15024,0,50, United-States, >50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
37, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4065,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,10, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
33, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,42, United-States, <=50K
18, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,15, Thailand, <=50K
48, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
48, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
39, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
32, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Female,4033,0,20, United-States, <=50K
37, Private, Masters, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
19, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,30, United-States, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
22, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
51, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
40, Private, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
62, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Mexico, >50K
31, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,2216,40, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov, Masters, Divorced, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
50, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,21, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
