35, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
33, Self-emp-inc, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, >50K
43, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
22, Private, 11th, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,22, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,80, United-States, >50K
50, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,48, United-States, <=50K
28, Self-emp-not-inc, 12th, Never-married, Adm-clerical, Husband, White, Male,0,0,20, South, >50K
32, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
26, Self-emp-inc, Bachelors, Never-married, Craft-repair, Husband, White, Female,3103,0,50, United-States, >50K
59, Private, Doctorate, Divorced, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Federal-gov, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,2248,40, United-States, >50K
27, Private, 9th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,3879,0,40, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
21, Local-gov, Doctorate, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
28, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
31, Private, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Guatemala, >50K
58, Private, Bachelors, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, <=50K
56, Private, Doctorate, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, 9th, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, United-States, >50K
26, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,44, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Wife, White, Female,14092,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
44, Private, HS-grad, Divorced, Priv-house-serv, Husband, White, Male,0,0,43, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,4045,0,40, United-States, <=50K
45, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,1902,40, United-States, <=50K
39, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Local-gov, 5th-6th, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Doctorate, Separated, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
27, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,24, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
26, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,50, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
50, State-gov, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,39, United-States, <=50K
48, Self-emp-inc, 11th, Married-civ-spouse, Sales, Husband, White, Female,0,1605,54, United-States, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,30, Germany, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
26, Self-emp-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,65, Vietnam, <=50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,10588,0,40, United-States, >50K
23, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
34, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Female,0,0,44, United-States, >50K
41, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
26, Self-emp-inc, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, 10th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,43, United-States, >50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
28, Private, 1st-4th, Divorced, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Honduras, <=50K
36, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3908,0,40, United-States, >50K
27, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Philippines, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,54, United-States, >50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
40, Private, Bachelors, Separated, Craft-repair, Own-child, White, Male,5018,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, United-States, <=50K
51, Private, 1st-4th, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,35, Canada, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
18, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,38, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, 7th-8th, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,20, Vietnam, <=50K
27, Private, Bachelors, Divorced, Sales, Other-relative, White, Female,0,1902,45, United-States, >50K
52, Local-gov, Some-college, Divorced, Other-service, Husband, White, Female,0,0,50, United-States, <=50K
47, Private, Bachelors, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,7687,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, Mexico, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
36, State-gov, Some-college, Never-married, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, <=50K
46, Private, 9th, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, <=50K
55, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1977,50, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Local-gov, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,2616,0,50, United-States, >50K
24, Private, Assoc-voc, Never-married, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,2410,0,40, United-States, <=50K
38, Private, Some-college, Separated, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
36, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
