48, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1887,45, France, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, India, <=50K
26, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Male,5178,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Philippines, <=50K
24, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Separated, Sales, Unmarried, White, Female,0,0,40, Iran, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,1940,40, Ecuador, >50K
26, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1719,40, Honduras, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Iran, <=50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,65, Germany, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
20, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Columbia, <=50K
47, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,20, Japan, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Hungary, <=50K
58, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Male,637,0,10, Philippines, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
39, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Hungary, <=50K
90, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Scotland, <=50K
28, Private, Assoc-voc, Separated, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,35, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, <=50K
39, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,25, United-States, <=50K
51, Self-emp-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, Columbia, >50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
17, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,10, Mexico, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, Taiwan, <=50K
22, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Cambodia, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, >50K
64, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,38, United-States, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,35, United-States, >50K
53, Local-gov, 10th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,32, United-States, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Ecuador, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, Philippines, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Vietnam, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Separated, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,4972,0,40, Scotland, >50K
34, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1887,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
30, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,10, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Hong, >50K
47, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, El-Salvador, >50K
58, Private, Assoc-voc, Never-married, Sales, Husband, Black, Female,0,2059,40, United-States, <=50K
44, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,53, United-States, >50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, State-gov, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,30, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Mexico, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, France, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,30, Peru, >50K
37, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
40, Local-gov, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,30, Columbia, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Italy, <=50K
34, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, England, <=50K
48, Federal-gov, Masters, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Laos, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,45, Laos, <=50K
53, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,47, Hungary, <=50K
73, Local-gov, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Female,0,3300,20, United-States, <=50K
25, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, France, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
58, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Female,15024,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Greece, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Other, Male,0,0,38, Greece, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, Cambodia, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
53, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Local-gov, Assoc-acdm, Married-spouse-absent, Protective-serv, Wife, White, Male,0,0,48, England, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,99999,0,40, United-States, >50K
39, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Laos, <=50K
21, State-gov, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,20, Peru, <=50K
64, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,5178,0,40, Trinadad&Tobago, >50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,19, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Iran, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,4184,0,40, Nicaragua, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,50, United-States, >50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
64, Private, Some-college, Separated, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
42, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,1671,35, United-States, <=50K
37, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Separated, Sales, Unmarried, Other, Female,0,0,50, United-States, <=50K
33, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,96, United-States, <=50K
23, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2424,45, United-States, <=50K
71, Self-emp-inc, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Male,0,2227,50, Philippines, >50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,48, United-States, >50K
69, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2367,25, United-States, >50K
61, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
65, Private, 10th, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,8, United-States, <=50K
28, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Trinadad&Tobago, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, >50K
44, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, State-gov, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Columbia, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Laos, >50K
62, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,92, United-States, <=50K
58, Private, 9th, Widowed, Other-service, Unmarried, White, Female,0,0,40, Germany, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,15, Yugoslavia, <=50K
55, Private, HS-grad, Separated, Farming-fishing, Husband, Black, Male,5914,0,45, United-States, >50K
64, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, Haiti, >50K
51, Federal-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
50, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,6, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2103,40, Cambodia, <=50K
27, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Female,14126,0,48, United-States, <=50K
23, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Columbia, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,42, United-States, <=50K
62, Federal-gov, 7th-8th, Divorced, Sales, Unmarried, Black, Male,0,0,40, Hungary, <=50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,24, United-States, <=50K
65, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, Black, Female,0,0,10, Trinadad&Tobago, <=50K
41, Private, 10th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
36, Self-emp-not-inc, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
36, Private, 7th-8th, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
30, State-gov, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1809,50, United-States, <=50K
