51, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,65, Dominican-Republic, >50K
24, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,29, Nicaragua, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,20, Columbia, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
41, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
37, Private, 9th, Married-civ-spouse, Other-service, Wife, Amer-Indian-Eskimo, Male,2545,0,40, Honduras, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, El-Salvador, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
54, Self-emp-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Thailand, >50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Holand-Netherlands, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Germany, <=50K
29, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,50, Greece, <=50K
19, Private, Bachelors, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Female,0,0,29, Taiwan, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Germany, >50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,60, Nicaragua, <=50K
39, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, Guatemala, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Wife, Other, Male,0,0,40, Vietnam, >50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,65, Philippines, <=50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,37, Iran, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Peru, >50K
31, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,45, Vietnam, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,16, Italy, <=50K
23, Private, Some-college, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,32, Guatemala, <=50K
49, Private, HS-grad, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
53, Federal-gov, Some-college, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,65, Taiwan, >50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5465,0,40, El-Salvador, >50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, Mexico, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Thailand, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,421,0,50, Mexico, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,13172,0,54, Hungary, >50K
28, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, England, <=50K
27, Private, Bachelors, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
68, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,12167,0,35, Trinadad&Tobago, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
41, Private, 9th, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,38, Peru, <=50K
39, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,54, Poland, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1686,65, Ecuador, <=50K
38, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,48, Mexico, >50K
47, State-gov, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,2187,50, Dominican-Republic, <=50K
26, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,25, Yugoslavia, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Vietnam, >50K
25, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, Other, Male,0,0,50, Peru, >50K
56, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, >50K
28, Private, HS-grad, Divorced, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,35, Philippines, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
24, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Germany, <=50K
22, Private, Masters, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,60, Yugoslavia, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,4525,0,50, Puerto-Rico, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,40, Greece, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
50, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,45, England, >50K
54, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,44, Japan, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Cuba, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Greece, <=50K
41, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, China, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Portugal, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1883,40, Poland, <=50K
47, Private, HS-grad, Divorced, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,35, India, <=50K
51, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
38, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Cambodia, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,4130,0,40, Iran, <=50K
40, Private, HS-grad, Married-spouse-absent, Sales, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,38, Cambodia, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
41, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Female,0,0,40, Canada, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,29, Laos, <=50K
75, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,29, Jamaica, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1887,45, Holand-Netherlands, >50K
44, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, Other, Male,0,0,40, Columbia, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,8, Philippines, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,60, Iran, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Canada, >50K
47, Private, 11th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,54, Iran, >50K
39, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,50, South, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,45, China, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,4386,0,60, Cambodia, >50K
55, Self-emp-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Scotland, <=50K
55, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
59, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Cambodia, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Taiwan, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,38, Holand-Netherlands, <=50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,99, Yugoslavia, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,2336,40, Mexico, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1977,60, Puerto-Rico, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,2415,50, Cambodia, >50K
37, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
57, Private, Masters, Separated, Other-service, Unmarried, Other, Female,0,0,40, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Jamaica, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,15024,0,50, Laos, >50K
34, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
29, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,35, France, <=50K
67, Private, HS-grad, Widowed, Prof-specialty, Husband, Other, Female,0,0,10, Portugal, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, India, <=50K
31, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Hungary, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,38, Ireland, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,38, El-Salvador, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, El-Salvador, <=50K
39, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
28, State-gov, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Taiwan, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, El-Salvador, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Dominican-Republic, >50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Germany, >50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Nicaragua, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, El-Salvador, >50K
34, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,25, Greece, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Poland, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, Canada, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,3543,0,75, Honduras, <=50K
45, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, >50K
34, Self-emp-not-inc, Prof-school, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
49, Federal-gov, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,45, Portugal, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
47, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,1652,36, Holand-Netherlands, <=50K
66, Private, Masters, Divorced, Exec-managerial, Wife, Other, Female,10658,0,50, Poland, >50K
26, Private, Masters, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,7687,0,60, Iran, >50K
49, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Male,0,0,40, France, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
31, Federal-gov, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Cuba, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
38, Private, Bachelors, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Iran, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Wife, Other, Female,0,0,40, Italy, <=50K
27, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Nicaragua, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, France, <=50K
66, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,99, Cambodia, <=50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,60, Iran, <=50K
39, Private, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Scotland, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,35, France, <=50K
23, Private, Bachelors, Separated, Craft-repair, Not-in-family, Other, Female,0,0,40, Holand-Netherlands, <=50K
20, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, Iran, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Taiwan, >50K
28, Private, Some-college, Divorced, Sales, Own-child, Black, Female,0,0,18, Yugoslavia, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, Hungary, >50K
35, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,4956,0,40, Laos, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,70, Germany, <=50K
24, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Guatemala, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Puerto-Rico, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
49, Federal-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, Philippines, >50K
19, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Guatemala, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,20, England, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
26, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Poland, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, Ireland, <=50K
36, Local-gov, HS-grad, Widowed, Other-service, Unmarried, Other, Female,0,0,40, Guatemala, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
