49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Greece, >50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,80, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Honduras, <=50K
25, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,25, France, <=50K
55, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, Taiwan, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,16, United-States, <=50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,50, United-States, >50K
49, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,56, United-States, <=50K
20, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,1848,20, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Ecuador, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
18, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, Portugal, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
59, Local-gov, 9th, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,52, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,20, South, <=50K
45, State-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,40, Laos, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
19, Private, 11th, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,48, Mexico, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
27, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,50, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
48, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
56, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,10546,0,54, India, >50K
36, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Holand-Netherlands, <=50K
45, Self-emp-not-inc, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
48, Local-gov, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
26, Private, 7th-8th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, 7th-8th, Separated, Exec-managerial, Wife, White, Male,4688,0,60, Greece, <=50K
71, Local-gov, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Male,0,0,45, Canada, <=50K
33, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,48, Philippines, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,24, United-States, <=50K
27, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, United-States, <=50K
55, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,7687,0,40, Portugal, >50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
20, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,24, United-States, <=50K
33, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, Thailand, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Greece, >50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Thailand, >50K
51, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
24, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Columbia, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,45, England, >50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
40, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, China, <=50K
29, Private, Assoc-voc, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
63, Private, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,35, Peru, <=50K
33, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,38, Jamaica, >50K
55, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,43, United-States, <=50K
36, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Puerto-Rico, >50K
24, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Puerto-Rico, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
32, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,40, Italy, <=50K
36, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, 10th, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Cuba, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Holand-Netherlands, <=50K
39, State-gov, Assoc-voc, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, Ecuador, <=50K
17, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, United-States, <=50K
57, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
73, State-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, Ireland, <=50K
59, Self-emp-not-inc, Assoc-voc, Separated, Sales, Wife, White, Male,0,0,35, Ireland, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Greece, <=50K
19, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,12, Germany, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Mexico, >50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,99999,0,40, United-States, >50K
20, State-gov, HS-grad, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States, <=50K
47, State-gov, Bachelors, Never-married, Prof-specialty, Husband, Black, Female,0,0,45, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,60, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Peru, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1722,45, United-States, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,42, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Male,0,0,50, United-States, <=50K
23, Private, 9th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
66, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Hong, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Peru, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,30, Scotland, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, El-Salvador, >50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,12, United-States, <=50K
63, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Thailand, <=50K
38, State-gov, 10th, Separated, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Trinadad&Tobago, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
28, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,30, England, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, Germany, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Honduras, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Holand-Netherlands, <=50K
57, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,30, Italy, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,1887,40, Puerto-Rico, <=50K
60, State-gov, Some-college, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,1290,0,50, Taiwan, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,72, Iran, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,7687,0,50, United-States, >50K
41, Private, Bachelors, Separated, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Laos, <=50K
43, Private, 5th-6th, Divorced, Other-service, Unmarried, White, Female,0,0,40, Guatemala, <=50K
27, Local-gov, Assoc-voc, Never-married, Sales, Husband, Other, Female,0,0,40, Philippines, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, Scotland, <=50K
32, Private, Masters, Never-married, Craft-repair, Unmarried, White, Female,0,2342,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Iran, <=50K
