40, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,32, Hungary, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, France, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, Laos, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,97, United-States, >50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,3427,0,35, United-States, <=50K
23, Private, HS-grad, Never-married, Priv-house-serv, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, >50K
56, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,40, United-States, <=50K
54, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Outlying-US(Guam-USVI-etc), >50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,7298,0,40, Hungary, >50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2415,60, United-States, >50K
35, Private, Assoc-voc, Separated, Sales, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, India, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
27, Self-emp-not-inc, 12th, Never-married, Sales, Own-child, White, Female,0,0,54, United-States, <=50K
51, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,8, Philippines, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
58, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
22, Federal-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,2252,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,45, United-States, <=50K
41, Private, Assoc-voc, Never-married, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, Hong, <=50K
39, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,79, United-States, <=50K
45, Local-gov, Assoc-voc, Divorced, Transport-moving, Wife, White, Female,0,0,40, England, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Guatemala, >50K
38, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1977,54, United-States, >50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
66, Private, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Peru, <=50K
55, Private, Masters, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, India, <=50K
41, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,14, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
54, Local-gov, Some-college, Never-married, Sales, Wife, White, Female,0,2258,40, India, >50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
46, Private, Masters, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
35, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,3128,0,60, United-States, <=50K
30, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
34, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
20, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, India, <=50K
63, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
60, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,5178,0,40, United-States, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
49, Self-emp-not-inc, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, China, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
42, Without-pay, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,1827,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
19, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
45, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,4404,0,45, Outlying-US(Guam-USVI-etc), >50K
42, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
41, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Columbia, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2522,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
58, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Male,8922,0,45, Jamaica, >50K
19, Private, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,30, Greece, <=50K
43, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Canada, <=50K
56, Private, Assoc-acdm, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
44, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,54, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,3111,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,4064,0,40, United-States, >50K
60, Federal-gov, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
34, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,65, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, State-gov, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Federal-gov, Assoc-voc, Never-married, Other-service, Wife, Black, Female,0,0,35, Honduras, <=50K
39, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Mexico, >50K
17, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,50, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, Holand-Netherlands, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,20, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Male,2584,0,40, United-States, <=50K
72, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,9, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1977,45, United-States, <=50K
65, State-gov, Some-college, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,50, Taiwan, <=50K
30, Federal-gov, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
23, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,16, England, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, >50K
64, Private, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
32, State-gov, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,27, United-States, <=50K
55, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Local-gov, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,35, Canada, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Portugal, <=50K
54, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Yugoslavia, <=50K
40, State-gov, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Federal-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
39, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,80, Italy, <=50K
41, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,40, United-States, <=50K
47, Private, Masters, Divorced, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,3396,0,40, United-States, <=50K
33, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Wife, White, Male,0,0,50, United-States, <=50K
50, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, >50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,54, Scotland, <=50K
36, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, Guatemala, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,3331,0,40, United-States, >50K
51, Private, 11th, Widowed, Other-service, Unmarried, White, Female,0,0,15, Cuba, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,4755,0,35, United-States, <=50K
47, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,1402,59, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,54, Greece, >50K
29, Private, Bachelors, Widowed, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,30, Hungary, <=50K
56, Self-emp-inc, 11th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Haiti, <=50K
44, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
29, Private, Assoc-acdm, Never-married, Sales, Unmarried, White, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Jamaica, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Honduras, <=50K
52, Private, Doctorate, Married-civ-spouse, Farming-fishing, Wife, White, Male,15024,0,40, United-States, >50K
