56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
34, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, Other, Female,0,0,54, Iran, <=50K
58, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,15024,0,40, Puerto-Rico, >50K
44, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,37, Cuba, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
32, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,48, Portugal, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Guatemala, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Guatemala, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ireland, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,54, Cambodia, >50K
22, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, China, <=50K
48, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
41, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Peru, >50K
30, Private, 12th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Yugoslavia, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Canada, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5013,0,70, Trinadad&Tobago, <=50K
30, Private, 10th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Puerto-Rico, <=50K
63, Private, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,40, Portugal, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, >50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,30, South, <=50K
23, State-gov, 9th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, South, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,40, Canada, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,45, Taiwan, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, Cuba, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Scotland, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Poland, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Female,0,0,24, Vietnam, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Ecuador, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,50, Mexico, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Wife, White, Female,0,1887,48, El-Salvador, >50K
32, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Hungary, <=50K
42, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, Taiwan, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Poland, <=50K
76, Private, Prof-school, Widowed, Exec-managerial, Not-in-family, Other, Male,0,0,35, Hungary, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
48, State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,15024,0,40, Outlying-US(Guam-USVI-etc), >50K
34, Private, HS-grad, Separated, Exec-managerial, Husband, Black, Male,0,0,40, Hong, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
26, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Greece, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
48, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,40, Italy, >50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Scotland, <=50K
24, State-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Japan, <=50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Wife, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
40, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Ecuador, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Poland, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, Guatemala, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Canada, <=50K
37, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,35, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Other-service, Wife, White, Male,0,0,38, Columbia, >50K
50, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Peru, <=50K
37, Private, 10th, Married-spouse-absent, Other-service, Husband, White, Male,0,0,25, Laos, >50K
20, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, India, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Haiti, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
34, State-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
44, Federal-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Canada, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,35, Scotland, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, 12th, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Vietnam, <=50K
34, Private, Bachelors, Divorced, Sales, Own-child, White, Male,1158,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Cambodia, <=50K
54, Private, Bachelors, Separated, Prof-specialty, Unmarried, Black, Female,0,0,24, Taiwan, >50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Honduras, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,0,10, Dominican-Republic, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Mexico, >50K
28, Private, Some-college, Married-spouse-absent, Farming-fishing, Own-child, White, Male,0,0,60, Poland, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, >50K
39, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,35, Ireland, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, Philippines, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Thailand, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Puerto-Rico, <=50K
43, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, Canada, <=50K
33, Private, 11th, Never-married, Sales, Not-in-family, Other, Female,0,0,25, Honduras, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
45, Private, 11th, Widowed, Other-service, Not-in-family, Black, Male,0,0,35, Jamaica, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,15, France, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,43, Hungary, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
28, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,30, Peru, <=50K
55, Private, Some-college, Widowed, Transport-moving, Unmarried, Other, Female,0,0,45, Germany, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
74, Self-emp-not-inc, 7th-8th, Widowed, Sales, Not-in-family, Black, Female,0,0,20, Trinadad&Tobago, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, Peru, >50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,60, Mexico, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
21, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Self-emp-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
33, Private, HS-grad, Widowed, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,50, Cambodia, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,35, Jamaica, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,12, Jamaica, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, China, >50K
36, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,20, Philippines, <=50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Taiwan, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,45, United-States, >50K
53, Local-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,99999,0,54, Columbia, >50K
33, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,65, Vietnam, <=50K
42, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Ecuador, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, Guatemala, >50K
41, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
38, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,4952,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Female,0,0,38, Ecuador, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,72, Trinadad&Tobago, <=50K
48, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,43, Greece, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Female,0,1883,40, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1977,50, Germany, >50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,72, United-States, >50K
54, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,30, Canada, <=50K
64, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Portugal, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Own-child, Other, Male,0,0,40, Iran, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ecuador, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,70, Hungary, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,1879,40, Laos, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Taiwan, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,86, Honduras, <=50K
37, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,50, China, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
70, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,6, England, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,50, Hong, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,2237,40, England, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,43, Philippines, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
54, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Assoc-voc, Separated, Other-service, Not-in-family, White, Female,0,0,40, India, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Other-relative, Other, Male,0,0,40, England, <=50K
62, Local-gov, Some-college, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
61, Private, 9th, Widowed, Tech-support, Unmarried, White, Male,0,0,40, Mexico, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
41, Private, 10th, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Ireland, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, Laos, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
53, State-gov, HS-grad, Married-spouse-absent, Craft-repair, Husband, Black, Male,4668,0,35, Greece, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, China, <=50K
37, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
63, State-gov, Bachelors, Never-married, Other-service, Wife, Other, Male,0,0,7, Canada, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,80, England, <=50K
