21, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
41, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
20, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Scotland, >50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, >50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
35, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Mexico, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
71, Federal-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, France, <=50K
34, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, Trinadad&Tobago, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, United-States, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
35, Private, HS-grad, Separated, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Guatemala, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
29, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, France, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Canada, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,3302,0,40, Germany, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Philippines, <=50K
30, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,3111,0,40, Peru, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,25, United-States, >50K
19, Private, Some-college, Separated, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,37, United-States, <=50K
25, Private, Masters, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2217,40, United-States, <=50K
19, Private, Some-college, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Taiwan, <=50K
32, Private, Some-college, Widowed, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,37, Greece, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,7687,0,40, Jamaica, >50K
36, Private, Masters, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,35, El-Salvador, <=50K
21, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
47, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,54, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Taiwan, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States, <=50K
72, Private, 7th-8th, Widowed, Sales, Not-in-family, White, Male,0,0,21, England, <=50K
49, Private, Some-college, Divorced, Sales, Wife, White, Female,0,0,30, Cuba, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
26, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Italy, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Ecuador, >50K
35, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
36, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,20, Portugal, <=50K
35, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
29, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
28, Private, Bachelors, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
57, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,60, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Local-gov, 11th, Separated, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,38, Yugoslavia, >50K
37, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
43, Federal-gov, 11th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Dominican-Republic, >50K
17, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,25, Greece, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, Yugoslavia, <=50K
49, Self-emp-not-inc, 11th, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Tech-support, Not-in-family, Other, Female,0,0,50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,50, United-States, >50K
24, Private, Some-college, Separated, Tech-support, Wife, Black, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,59, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, United-States, <=50K
44, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,30, United-States, <=50K
68, Local-gov, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, England, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Portugal, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,7298,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
46, State-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,12, United-States, <=50K
42, Private, HS-grad, Divorced, Sales, Other-relative, White, Female,0,0,40, Thailand, <=50K
63, Local-gov, Some-college, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
73, Self-emp-inc, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Puerto-Rico, <=50K
38, Private, HS-grad, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,32, Canada, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,30, United-States, <=50K
20, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Female,0,0,20, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
62, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, <=50K
58, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,50, Ireland, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Iran, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
45, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,48, Cuba, >50K
54, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,87, Italy, <=50K
32, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,16, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, United-States, <=50K
31, Federal-gov, Bachelors, Divorced, Tech-support, Unmarried, Black, Female,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
31, Private, Some-college, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Peru, >50K
27, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,48, Ecuador, <=50K
38, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,1545,35, United-States, <=50K
33, Private, Assoc-voc, Separated, Prof-specialty, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
25, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
18, Private, 12th, Never-married, Other-service, Own-child, Other, Female,0,0,16, United-States, <=50K
50, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Cuba, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
37, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Scotland, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Other-relative, White, Male,0,0,40, Germany, <=50K
39, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,60, Yugoslavia, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,38, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
37, Local-gov, Assoc-voc, Divorced, Sales, Wife, Black, Female,0,0,38, Trinadad&Tobago, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,38, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Japan, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, France, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,60, Mexico, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, France, >50K
38, Private, Some-college, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1887,40, United-States, >50K
58, Private, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
65, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
