29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
49, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
26, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,52, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1602,40, Outlying-US(Guam-USVI-etc), >50K
27, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, >50K
43, Local-gov, HS-grad, Separated, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
58, Private, Assoc-voc, Never-married, Sales, Husband, White, Male,0,0,77, United-States, <=50K
56, Private, Masters, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,21769,0,20, United-States, >50K
36, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,35, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
52, Self-emp-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
19, Private, 10th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Separated, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
39, Without-pay, Assoc-voc, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,40, United-States, >50K
34, Local-gov, Bachelors, Never-married, Exec-managerial, Wife, White, Female,14791,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,17, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, >50K
55, State-gov, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,70, United-States, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,53703,0,50, United-States, >50K
46, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Greece, >50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,4900,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Other-service, Unmarried, Other, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4386,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,49, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,45, United-States, <=50K
54, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,16, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Masters, Never-married, Sales, Not-in-family, White, Male,1482,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, State-gov, Masters, Divorced, Craft-repair, Own-child, White, Female,664,0,50, United-States, >50K
43, State-gov, Bachelors, Divorced, Protective-serv, Not-in-family, White, Female,0,0,45, United-States, <=50K
25, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Self-emp-inc, Some-college, Never-married, Farming-fishing, Other-relative, White, Male,0,0,50, United-States, <=50K
48, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
33, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
37, Self-emp-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
42, Local-gov, 7th-8th, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,70, United-States, <=50K
59, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
36, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Philippines, <=50K
34, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1486,60, United-States, <=50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,60, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Mexico, >50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,25, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,54, Mexico, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,66, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,37, United-States, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,40, Philippines, >50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
56, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,52, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,24, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,38, United-States, <=50K
32, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,8477,0,40, United-States, >50K
28, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,7298,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,70, United-States, >50K
30, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
68, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1978,40, United-States, >50K
32, Private, Bachelors, Never-married, Other-service, Own-child, Other, Female,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,6445,0,40, United-States, >50K
28, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
