48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
34, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
38, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Unmarried, Black, Female,0,0,30, United-States, <=50K
35, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,7298,0,40, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
45, Private, 10th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,48, Germany, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Doctorate, Divorced, Sales, Unmarried, White, Female,0,0,54, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,40, United-States, >50K
44, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
54, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
48, Local-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,20474,0,40, United-States, >50K
40, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Local-gov, Masters, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
66, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,40, United-States, >50K
46, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,2308,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
73, Self-emp-inc, Doctorate, Widowed, Exec-managerial, Not-in-family, White, Female,29844,0,60, United-States, >50K
45, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,25, United-States, <=50K
54, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
56, Private, Bachelors, Widowed, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
61, State-gov, 5th-6th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
29, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,7298,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7545,0,45, United-States, >50K
34, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
39, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
24, Private, 10th, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-spouse-absent, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,2067,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
51, Private, 1st-4th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
46, Local-gov, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
26, Private, 12th, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,1529,35, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3092,0,54, United-States, >50K
27, Self-emp-inc, Assoc-voc, Never-married, Exec-managerial, Wife, White, Male,10529,0,65, United-States, >50K
31, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,22, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,6, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
34, State-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Private, Bachelors, Divorced, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
38, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Bachelors, Separated, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
37, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,8614,0,45, United-States, <=50K
50, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
39, State-gov, Doctorate, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
41, Federal-gov, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
53, State-gov, HS-grad, Married-spouse-absent, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,37, United-States, >50K
36, Private, HS-grad, Separated, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
53, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,10241,0,30, United-States, >50K
35, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,2113,40, United-States, <=50K
66, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,40, Greece, <=50K
65, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,1971,0,20, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Wife, Black, Female,0,0,35, United-States, >50K
27, Private, Doctorate, Divorced, Protective-serv, Unmarried, Black, Female,0,0,43, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,1584,60, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,35, Taiwan, <=50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,844,48, United-States, >50K
28, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
42, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Wife, White, Male,0,0,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
19, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,42, United-States, <=50K
33, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, Thailand, <=50K
24, Private, 9th, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
63, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1374,40, United-States, <=50K
74, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,7298,0,60, United-States, >50K
64, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,4392,0,35, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
39, Self-emp-inc, 10th, Divorced, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
26, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
