25, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,7687,0,50, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
48, Federal-gov, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Separated, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,60, United-States, <=50K
27, Private, Masters, Never-married, Transport-moving, Own-child, Other, Male,0,0,40, India, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,5178,0,40, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Mexico, <=50K
85, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
33, Private, 9th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Germany, >50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,30, Japan, <=50K
35, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, >50K
36, Federal-gov, 7th-8th, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
61, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,97, United-States, <=50K
61, Private, 5th-6th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,81, Germany, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,1902,45, United-States, <=50K
29, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,37, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,1876,45, United-States, <=50K
38, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,1902,40, United-States, >50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,70, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, Yugoslavia, >50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
35, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,3987,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,60, United-States, <=50K
35, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, Guatemala, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,2175,0,30, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
89, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,70, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, Some-college, Separated, Exec-managerial, Unmarried, Other, Female,0,0,74, United-States, >50K
18, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
23, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
74, Private, 9th, Separated, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Self-emp-not-inc, Doctorate, Never-married, Farming-fishing, Own-child, White, Male,0,0,99, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,30, United-States, <=50K
35, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,7298,0,50, Haiti, >50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,4983,0,50, United-States, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
31, Private, Bachelors, Divorced, Sales, Unmarried, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
52, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, Honduras, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, Jamaica, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,46, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,1887,45, Philippines, <=50K
29, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,3, Cambodia, <=50K
34, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,54, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
54, Self-emp-inc, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,26, United-States, >50K
67, Private, Prof-school, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,50, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Portugal, <=50K
22, Federal-gov, Bachelors, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
23, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
52, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
44, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, Greece, <=50K
69, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Peru, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
30, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, Federal-gov, Masters, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,45, India, <=50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Mexico, <=50K
31, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,36, United-States, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, United-States, <=50K
49, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3127,0,45, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
20, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, Puerto-Rico, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, Assoc-voc, Never-married, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
53, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2439,60, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,31, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
20, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Other, Female,0,0,20, United-States, >50K
18, Private, Some-college, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
58, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,47, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
48, Local-gov, Some-college, Divorced, Transport-moving, Unmarried, Black, Female,0,0,50, United-States, <=50K
