42, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,1902,60, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
22, State-gov, 11th, Never-married, Tech-support, Own-child, White, Male,0,1759,40, United-States, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
20, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, >50K
18, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
29, Federal-gov, Assoc-voc, Never-married, Protective-serv, Husband, White, Male,0,0,32, India, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
53, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
70, Local-gov, 7th-8th, Widowed, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,40, Canada, >50K
22, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,1731,48, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,12, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,1, Italy, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,1887,20, Peru, >50K
42, Private, Prof-school, Widowed, Craft-repair, Husband, Black, Male,0,0,47, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,24061,0,50, United-States, >50K
53, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, Germany, <=50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,36, United-States, <=50K
23, Private, 12th, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3295,0,30, United-States, >50K
51, Self-emp-inc, Prof-school, Divorced, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
26, State-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, Italy, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, South, >50K
57, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Germany, <=50K
65, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,35, United-States, >50K
28, State-gov, Masters, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,2412,0,35, United-States, <=50K
36, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,60, China, <=50K
50, Self-emp-inc, Some-college, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
51, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, Some-college, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
55, Private, 7th-8th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1942,45, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1932,40, United-States, <=50K
32, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,7115,0,60, United-States, >50K
20, Private, 11th, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
70, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,16, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, Mexico, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
66, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Federal-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,20, United-States, >50K
47, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5178,0,54, China, <=50K
52, Local-gov, HS-grad, Divorced, Sales, Husband, White, Female,0,0,35, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
64, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,1902,40, Philippines, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,3646,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,24, United-States, <=50K
46, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,40, United-States, >50K
36, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,36, United-States, <=50K
89, Private, Masters, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States, >50K
42, Private, Masters, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,70, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,23, United-States, <=50K
43, Private, Bachelors, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,32, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,47, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, Black, Female,0,0,40, Mexico, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,46, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,3315,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,1902,35, United-States, <=50K
40, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,30, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,57, Trinadad&Tobago, >50K
31, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,7687,0,40, United-States, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
56, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Sales, Wife, White, Female,7298,0,45, United-States, >50K
44, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1930,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,2407,0,40, United-States, <=50K
49, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,40, China, <=50K
36, Self-emp-inc, Bachelors, Divorced, Machine-op-inspct, Own-child, White, Male,7298,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,75, United-States, <=50K
75, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Germany, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,25, United-States, <=50K
19, Private, Masters, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
53, Private, Doctorate, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,1902,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,50, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,4824,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,73, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,10, United-States, >50K
21, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
