43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,72, Greece, >50K
24, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Greece, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3416,0,65, United-States, >50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
19, State-gov, Some-college, Never-married, Transport-moving, Other-relative, White, Male,0,0,30, Peru, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,73, United-States, <=50K
18, State-gov, 11th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
57, Private, HS-grad, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,14, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,12256,0,54, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,7687,0,45, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, Masters, Separated, Exec-managerial, Not-in-family, Other, Male,0,0,60, Jamaica, >50K
28, State-gov, Bachelors, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
35, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,45, United-States, <=50K
24, Private, 10th, Never-married, Protective-serv, Not-in-family, White, Male,2812,0,40, United-States, <=50K
23, Private, Masters, Never-married, Other-service, Not-in-family, Black, Male,0,0,45, Hungary, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1977,99, United-States, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,30, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
63, Federal-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
30, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
53, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,99, United-States, <=50K
38, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, Portugal, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,50, Nicaragua, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1815,40, Nicaragua, <=50K
25, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,40, Germany, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1740,40, El-Salvador, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
48, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Vietnam, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Poland, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Ireland, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Exec-managerial, Other-relative, White, Female,0,0,60, United-States, <=50K
41, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,40, United-States, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1887,65, Japan, >50K
39, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
24, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
47, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Thailand, <=50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
44, State-gov, Some-college, Married-spouse-absent, Sales, Husband, Other, Male,4167,0,35, Philippines, <=50K
45, Private, Assoc-voc, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,44, China, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,29, Yugoslavia, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Separated, Sales, Unmarried, White, Male,0,1977,40, Iran, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,30, Honduras, <=50K
62, Private, HS-grad, Divorced, Sales, Husband, White, Female,15024,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Male,0,0,32, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
47, Federal-gov, Masters, Divorced, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
66, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1723,8, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
34, Private, Some-college, Separated, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,50, Mexico, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Honduras, >50K
33, Private, 11th, Never-married, Sales, Unmarried, White, Female,0,0,50, Italy, <=50K
29, Private, Masters, Divorced, Sales, Other-relative, Other, Female,0,0,45, United-States, >50K
52, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
47, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,5178,0,40, Greece, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
52, State-gov, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, Germany, <=50K
59, Private, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, France, >50K
39, Local-gov, Masters, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,11, United-States, <=50K
42, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
90, Self-emp-not-inc, 7th-8th, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1737,48, Mexico, >50K
32, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,20, Nicaragua, >50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,15024,0,54, United-States, >50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
30, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,35, Italy, >50K
52, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,43, Dominican-Republic, <=50K
56, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Honduras, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,38, United-States, <=50K
27, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,3214,0,40, Yugoslavia, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Greece, <=50K
31, Self-emp-not-inc, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Bachelors, Married-spouse-absent, Exec-managerial, Unmarried, White, Male,0,0,60, Columbia, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Germany, <=50K
24, Private, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, India, >50K
22, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Local-gov, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,2919,0,40, Jamaica, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,17, United-States, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,48, Cuba, <=50K
21, Private, 11th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,25, Scotland, <=50K
36, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Male,0,0,50, Mexico, <=50K
26, Private, Prof-school, Never-married, Tech-support, Own-child, White, Male,3325,0,35, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Other, Male,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Laos, >50K
22, Private, 11th, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
45, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
52, Private, 10th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,37, United-States, <=50K
35, Private, Masters, Divorced, Sales, Wife, Black, Female,0,0,40, Germany, <=50K
43, Private, Masters, Married-spouse-absent, Exec-managerial, Husband, Asian-Pac-Islander, Male,5178,0,45, United-States, >50K
40, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Honduras, <=50K
57, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, Philippines, <=50K
46, Private, Masters, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Cuba, >50K
51, Private, 7th-8th, Divorced, Craft-repair, Other-relative, White, Male,0,1878,35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1847,40, Japan, <=50K
25, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,57, United-States, <=50K
40, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Other, Male,0,0,40, Jamaica, <=50K
73, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
