28, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
35, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Thailand, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Jamaica, <=50K
46, Private, 5th-6th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
37, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Poland, <=50K
45, Private, Some-college, Widowed, Craft-repair, Husband, White, Female,0,0,30, Dominican-Republic, <=50K
42, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,7687,0,45, Cuba, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, Honduras, <=50K
53, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Iran, <=50K
49, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Honduras, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, China, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, <=50K
27, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, China, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Laos, >50K
40, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Canada, >50K
35, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Male,0,1887,40, Scotland, <=50K
63, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Ireland, <=50K
29, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
62, Local-gov, 9th, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
55, Local-gov, HS-grad, Divorced, Tech-support, Husband, White, Male,0,0,40, Nicaragua, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, South, >50K
71, Self-emp-not-inc, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,10, Nicaragua, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
38, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,1887,40, Portugal, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Hong, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7497,0,30, Cambodia, >50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,54, Poland, >50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, <=50K
51, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,3108,0,40, China, <=50K
45, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Peru, <=50K
45, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,38, China, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, Puerto-Rico, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,99, Guatemala, <=50K
54, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Mexico, >50K
47, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
49, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Thailand, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Poland, <=50K
23, Private, HS-grad, Never-married, Sales, Wife, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
52, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,1977,40, Ireland, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Cuba, <=50K
60, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,45, Japan, >50K
46, Self-emp-not-inc, Masters, Never-married, Protective-serv, Husband, White, Male,0,1887,40, Hungary, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, Scotland, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Thailand, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Cambodia, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, Peru, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Hong, >50K
55, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,45, Japan, >50K
25, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, India, <=50K
51, Federal-gov, Doctorate, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, Thailand, >50K
42, Local-gov, 7th-8th, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, Italy, <=50K
52, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Hungary, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
36, Private, 10th, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Puerto-Rico, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
43, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,2210,60, Germany, <=50K
36, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Hong, <=50K
36, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, Germany, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Thailand, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, >50K
41, Private, 5th-6th, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, Philippines, <=50K
65, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Nicaragua, <=50K
23, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Puerto-Rico, >50K
79, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Honduras, >50K
38, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Philippines, <=50K
68, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Cuba, <=50K
51, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,38, Honduras, <=50K
22, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Canada, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Italy, >50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,3850,0,40, Columbia, <=50K
58, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,30, Nicaragua, <=50K
62, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, Peru, >50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
37, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,65, England, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,45, Canada, <=50K
27, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,20, Vietnam, <=50K
46, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,1640,40, China, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
26, Private, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,40, Ecuador, >50K
48, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, France, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, Canada, >50K
59, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
48, State-gov, Doctorate, Divorced, Tech-support, Unmarried, White, Female,0,0,40, Japan, <=50K
60, Self-emp-not-inc, Doctorate, Never-married, Transport-moving, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
61, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), >50K
58, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,1887,40, Honduras, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Canada, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,35, Dominican-Republic, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Italy, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, Hungary, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
46, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, South, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Dominican-Republic, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Guatemala, <=50K
31, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Taiwan, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Cuba, <=50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Laos, >50K
28, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Greece, <=50K
20, Private, 11th, Never-married, Protective-serv, Unmarried, White, Male,0,0,60, El-Salvador, <=50K
38, Federal-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Haiti, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,49, Laos, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,40, Ecuador, <=50K
41, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,40, Poland, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Columbia, <=50K
36, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,45, South, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, >50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Laos, <=50K
53, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
38, Private, 9th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Italy, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,48, Puerto-Rico, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Iran, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,20, Taiwan, <=50K
41, Private, Masters, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,38, Dominican-Republic, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, Dominican-Republic, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), >50K
60, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,30, Ecuador, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, El-Salvador, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Scotland, <=50K
44, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
26, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Guatemala, <=50K
30, Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
31, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, White, Female,4080,0,45, Guatemala, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,1868,54, Peru, >50K
29, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,70, Cambodia, <=50K
47, Federal-gov, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,20, Nicaragua, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, <=50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, Haiti, <=50K
47, Private, Doctorate, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, China, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Greece, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,45, Taiwan, >50K
41, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Hungary, >50K
23, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, Philippines, <=50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, Hong, <=50K
47, Federal-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,35, Nicaragua, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,10473,0,40, El-Salvador, >50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,99999,0,40, Laos, >50K
44, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,32, Poland, >50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Italy, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, Ireland, <=50K
18, Private, 9th, Never-married, Tech-support, Own-child, Black, Female,0,0,20, Vietnam, <=50K
60, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Iran, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,25, Greece, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, Poland, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,43, Honduras, <=50K
58, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
40, Federal-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, England, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1899,40, Germany, >50K
