56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
64, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
19, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,30, Hungary, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
51, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ecuador, <=50K
60, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, Philippines, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Haiti, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, England, <=50K
53, Private, 9th, Divorced, Exec-managerial, Husband, White, Female,0,0,40, India, <=50K
53, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
48, Private, 11th, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
41, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, South, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, Trinadad&Tobago, >50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2702,0,40, Peru, >50K
21, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Honduras, <=50K
41, Private, Assoc-voc, Separated, Exec-managerial, Unmarried, White, Female,0,0,60, Greece, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,27, Vietnam, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Ireland, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,60, Guatemala, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, India, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, >50K
62, State-gov, Assoc-acdm, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Ireland, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,3650,0,50, Dominican-Republic, >50K
49, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, Ecuador, <=50K
48, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Nicaragua, >50K
38, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, Philippines, <=50K
36, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, >50K
49, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Wife, White, Female,0,0,50, Ecuador, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,20, Portugal, <=50K
51, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Jamaica, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
52, State-gov, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Philippines, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, India, >50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Laos, <=50K
27, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,60, Canada, >50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,15024,0,54, Guatemala, >50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, Poland, <=50K
37, Private, Some-college, Separated, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Mexico, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
44, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Haiti, >50K
63, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,3, Japan, <=50K
40, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,54, Canada, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, Iran, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,4538,0,40, Poland, <=50K
47, Self-emp-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Ecuador, <=50K
58, Private, Assoc-acdm, Separated, Sales, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,43, Canada, <=50K
56, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, >50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, India, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,35, Nicaragua, <=50K
31, State-gov, Prof-school, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Iran, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Canada, >50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Honduras, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2073,50, Thailand, >50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,8, Ireland, <=50K
50, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,65, Scotland, <=50K
52, Private, Some-college, Married-spouse-absent, Sales, Unmarried, White, Female,0,0,50, Ecuador, <=50K
43, Private, Masters, Separated, Other-service, Unmarried, White, Female,0,0,40, Taiwan, <=50K
62, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Nicaragua, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Yugoslavia, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, Ecuador, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Iran, >50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, Japan, <=50K
37, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Puerto-Rico, >50K
25, Private, Some-college, Never-married, Farming-fishing, Other-relative, White, Female,0,0,40, Mexico, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,54, Nicaragua, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Guatemala, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Ecuador, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,39, Poland, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, Iran, <=50K
41, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, Outlying-US(Guam-USVI-etc), >50K
34, Local-gov, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,72, Ireland, <=50K
26, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, Puerto-Rico, >50K
59, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,35, China, <=50K
53, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Cuba, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Philippines, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,43, Japan, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,16, Peru, <=50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Cuba, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,45, Jamaica, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, Honduras, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Scotland, >50K
52, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,54, Columbia, >50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, Hungary, <=50K
44, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
19, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Laos, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
48, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Trinadad&Tobago, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,8, Columbia, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, >50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,4451,0,36, Vietnam, >50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Poland, <=50K
56, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,3376,0,60, Puerto-Rico, >50K
36, State-gov, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Ireland, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, Portugal, >50K
47, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, Greece, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,15, Scotland, <=50K
54, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Female,0,0,20, Haiti, <=50K
50, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,40, Columbia, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, England, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3370,0,45, Thailand, <=50K
65, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Hungary, <=50K
47, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
49, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,1654,40, Hungary, >50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4429,0,35, Jamaica, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,20, Haiti, <=50K
28, Private, 10th, Never-married, Other-service, Not-in-family, Black, Male,0,0,80, Outlying-US(Guam-USVI-etc), <=50K
31, Federal-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, England, <=50K
67, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Thailand, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
27, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Greece, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,35, Greece, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Hungary, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hong, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Italy, >50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,2432,20, Taiwan, >50K
46, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Scotland, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
46, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male,0,0,75, Guatemala, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, Laos, >50K
61, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, China, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,54, Ecuador, >50K
50, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Male,0,0,25, Laos, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,25, Scotland, <=50K
60, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, Yugoslavia, >50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Philippines, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,1624,40, South, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,38, Canada, >50K
36, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,38, Haiti, <=50K
25, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, Italy, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,50, Cambodia, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,48, Laos, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, <=50K
56, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,10519,0,54, Germany, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, >50K
19, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,40, Philippines, <=50K
47, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Greece, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, China, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, Honduras, <=50K
56, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, Black, Female,0,0,50, China, <=50K
57, Self-emp-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
48, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, Portugal, <=50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
41, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,40, Laos, <=50K
39, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,1723,0,40, Philippines, >50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
19, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,0,35, Mexico, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Thailand, <=50K
