44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,72, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,25, Taiwan, <=50K
48, Local-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
64, Local-gov, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,7687,0,40, Honduras, <=50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
58, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,35, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1902,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,36, United-States, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
36, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Assoc-acdm, Divorced, Protective-serv, Wife, White, Female,0,0,40, United-States, <=50K
47, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
90, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,30, Mexico, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Canada, >50K
30, Private, 9th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
46, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1763,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
28, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,25, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,30, Philippines, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,0,0,60, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,48, United-States, <=50K
32, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Portugal, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7446,0,50, United-States, >50K
38, Local-gov, Some-college, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Female,0,1977,15, United-States, >50K
41, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
25, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, 7th-8th, Never-married, Other-service, Own-child, White, Female,0,0,34, United-States, <=50K
26, Private, 1st-4th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,36, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25, Self-emp-inc, Bachelors, Never-married, Other-service, Wife, White, Female,0,0,40, Germany, <=50K
34, Private, HS-grad, Divorced, Sales, Wife, White, Female,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,3898,0,45, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5053,0,50, India, >50K
44, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,50, United-States, >50K
53, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,8, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1899,40, United-States, >50K
24, Private, 5th-6th, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
21, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,50, United-States, <=50K
56, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,38, United-States, <=50K
36, Private, Bachelors, Never-married, Tech-support, Unmarried, Black, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
22, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Mexico, <=50K
90, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
25, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,46, United-States, <=50K
41, Self-emp-not-inc, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
51, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, State-gov, Some-college, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
38, Private, 10th, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
44, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,36, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
23, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
45, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Trinadad&Tobago, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
27, Federal-gov, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
66, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,8, United-States, <=50K
59, Private, Prof-school, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, State-gov, 9th, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,6, United-States, >50K
44, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,42, United-States, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,12, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Sales, Wife, White, Female,0,0,37, United-States, <=50K
52, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
54, Private, Bachelors, Widowed, Farming-fishing, Husband, White, Female,0,0,40, China, >50K
38, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,43, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, United-States, >50K
47, Self-emp-not-inc, Some-college, Married-spouse-absent, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, Cuba, <=50K
37, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,24, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Female,0,0,35, United-States, >50K
62, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,15024,0,35, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Married-spouse-absent, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,25, United-States, <=50K
50, Local-gov, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
