59, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,50, United-States, >50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
55, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,35, United-States, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,25, United-States, <=50K
26, Private, Bachelors, Never-married, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
60, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
34, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
59, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,10520,0,50, United-States, >50K
32, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
34, Federal-gov, HS-grad, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, United-States, >50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,38, Mexico, <=50K
78, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
63, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, Private, 7th-8th, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Other-relative, Black, Female,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
41, Private, HS-grad, Separated, Tech-support, Wife, White, Male,0,0,48, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
56, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Private, 11th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,43, Yugoslavia, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,46, United-States, <=50K
35, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, >50K
37, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,1865,48, United-States, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
38, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Haiti, <=50K
54, Local-gov, Masters, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
25, State-gov, 5th-6th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
38, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,12, United-States, <=50K
25, Private, 11th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
74, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Local-gov, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,50, Poland, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,4402,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
33, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
64, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,2949,0,24, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,20, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,1736,50, United-States, <=50K
50, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, Masters, Separated, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male,0,0,36, United-States, <=50K
51, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,12, United-States, <=50K
18, State-gov, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,12, United-States, <=50K
59, Federal-gov, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, China, <=50K
55, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
44, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,43, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,30, United-States, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1977,45, United-States, >50K
52, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,4158,0,40, United-States, <=50K
19, Private, 11th, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,48, United-States, >50K
32, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,5087,0,50, United-States, <=50K
25, Private, 9th, Never-married, Other-service, Husband, White, Male,0,0,40, Peru, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
27, Private, 9th, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, United-States, <=50K
63, Private, 1st-4th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,20, Mexico, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,25, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, 11th, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,15, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,42, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
70, Local-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Nicaragua, <=50K
50, Local-gov, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, Bachelors, Never-married, Farming-fishing, Husband, White, Female,15024,0,50, United-States, >50K
36, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,33487,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
53, Private, Preschool, Divorced, Machine-op-inspct, Husband, White, Male,3104,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,38, United-States, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,1902,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, Local-gov, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, Other, Female,0,0,30, United-States, <=50K
34, Private, 12th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
62, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,3103,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
51, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,47, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,40, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, Hong, <=50K
