25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,35, Hong, <=50K
71, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
44, Local-gov, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,35, United-States, >50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Italy, >50K
29, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,48, United-States, <=50K
60, Private, 5th-6th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Protective-serv, Own-child, Black, Male,0,0,43, Guatemala, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Local-gov, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Female,0,0,10, United-States, <=50K
19, Private, HS-grad, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,3085,0,40, Canada, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Hong, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, Taiwan, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,4954,0,40, Japan, <=50K
65, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,35, South, >50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Mexico, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
64, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,60, Trinadad&Tobago, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,20, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,42, Honduras, >50K
20, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
32, State-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, United-States, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,30, Puerto-Rico, <=50K
31, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Doctorate, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,2109,0,30, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,58, Portugal, >50K
40, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
32, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,38, Dominican-Republic, <=50K
31, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,44, Haiti, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Self-emp-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,1941,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,14, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Portugal, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
45, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,48, United-States, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, England, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,50, United-States, >50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Haiti, <=50K
39, Private, Assoc-voc, Widowed, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Jamaica, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,50, Vietnam, >50K
27, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,7298,0,40, France, >50K
40, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7298,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,38, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,14697,0,50, United-States, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,60, El-Salvador, >50K
35, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,38, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,70, Thailand, >50K
40, State-gov, Masters, Married-civ-spouse, Other-service, Husband, Other, Female,0,1977,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Masters, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,58, China, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, >50K
42, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, Laos, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, <=50K
39, Self-emp-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,99, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Prof-specialty, Unmarried, White, Male,0,0,30, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
35, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, United-States, >50K
64, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,15, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,15024,0,50, Hungary, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States, >50K
31, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
49, Federal-gov, 9th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,30, Mexico, <=50K
51, Local-gov, Some-college, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,54, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, Honduras, <=50K
26, Self-emp-not-inc, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
71, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
51, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,77, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,44, United-States, >50K
35, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,54, United-States, <=50K
36, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,76, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,36, United-States, >50K
36, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Other-relative, Black, Female,0,0,17, United-States, <=50K
73, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, Greece, >50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, Germany, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, State-gov, Bachelors, Divorced, Priv-house-serv, Wife, White, Female,7638,0,40, Peru, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,1887,37, United-States, <=50K
29, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Dominican-Republic, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Female,0,0,12, Peru, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
32, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,7687,0,54, United-States, <=50K
47, Local-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,1902,60, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, 10th, Never-married, Craft-repair, Husband, White, Male,0,2043,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,17, India, <=50K
19, Private, 11th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
23, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
47, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,38, United-States, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,94, United-States, <=50K
63, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,40, Italy, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
