61, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
35, Private, Assoc-voc, Divorced, Other-service, Own-child, Other, Female,0,0,20, Laos, <=50K
45, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,1740,40, Cuba, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,1982,40, Germany, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
24, Private, 10th, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
28, Private, HS-grad, Separated, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,50, Italy, >50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7687,0,40, Philippines, >50K
26, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cuba, <=50K
44, Private, Some-college, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,21, Italy, <=50K
31, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,116,40, Italy, <=50K
30, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Italy, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,7687,0,60, Peru, >50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Cuba, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
26, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, Thailand, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,20, Nicaragua, <=50K
42, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, >50K
68, Self-emp-not-inc, 7th-8th, Married-spouse-absent, Other-service, Husband, Asian-Pac-Islander, Female,0,0,30, Dominican-Republic, >50K
70, State-gov, Some-college, Widowed, Transport-moving, Husband, White, Male,0,0,5, Canada, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Hong, <=50K
37, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
33, Private, Some-college, Never-married, Other-service, Wife, Black, Female,0,0,24, Scotland, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, >50K
70, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,8694,0,50, Dominican-Republic, >50K
77, Self-emp-not-inc, Doctorate, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,9, Philippines, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, France, <=50K
22, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Jamaica, <=50K
35, Private, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,64, Philippines, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Poland, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
64, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, Nicaragua, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, >50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Portugal, >50K
20, Private, 9th, Never-married, Other-service, Own-child, Black, Female,0,0,30, Taiwan, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,20, Poland, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Vietnam, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,1671,60, Trinadad&Tobago, <=50K
55, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Male,3165,0,40, Ecuador, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,41, Vietnam, >50K
33, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, Taiwan, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,1, El-Salvador, >50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Other, Female,0,0,47, United-States, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Italy, <=50K
65, Self-emp-not-inc, Some-college, Widowed, Tech-support, Husband, White, Male,0,0,32, Poland, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,45, Canada, >50K
74, Private, Bachelors, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,16, Ecuador, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, Other, Male,0,0,50, Haiti, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Poland, >50K
57, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
44, Local-gov, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Poland, <=50K
28, Private, Some-college, Separated, Other-service, Not-in-family, Other, Female,0,0,35, Ecuador, <=50K
45, Private, 7th-8th, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Ireland, <=50K
18, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,25, India, >50K
22, Private, 9th, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
29, Private, Bachelors, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
68, Self-emp-inc, Bachelors, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,43, Haiti, <=50K
39, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Vietnam, <=50K
43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1887,60, Trinadad&Tobago, >50K
29, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,35, Peru, <=50K
65, Self-emp-not-inc, Preschool, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Canada, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, Columbia, <=50K
65, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,35, Portugal, <=50K
55, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Mexico, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
39, Private, 10th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,2249,35, Puerto-Rico, <=50K
31, Private, 9th, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
61, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, South, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, England, <=50K
21, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
43, Self-emp-inc, Assoc-acdm, Separated, Prof-specialty, Other-relative, Other, Female,0,0,54, Cuba, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1902,50, Nicaragua, >50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Cuba, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,25, Dominican-Republic, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
34, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,51, Ecuador, <=50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,2247,45, Poland, >50K
34, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Greece, >50K
68, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Haiti, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, Hong, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,30, South, >50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, Thailand, <=50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, China, <=50K
30, Private, Prof-school, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Iran, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Trinadad&Tobago, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,25, Cuba, >50K
24, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Portugal, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Italy, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, El-Salvador, <=50K
36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Thailand, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Unmarried, Other, Male,0,0,45, South, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
29, Self-emp-inc, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Scotland, <=50K
19, Private, 11th, Never-married, Exec-managerial, Own-child, Black, Male,0,1669,32, Columbia, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,46, Greece, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,0,0,30, Laos, >50K
35, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,80, Philippines, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Laos, <=50K
36, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, South, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
57, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, Portugal, <=50K
49, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
42, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,46, Canada, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1888,40, Yugoslavia, >50K
34, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,35, France, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Japan, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,40, Thailand, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,20, England, <=50K
59, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,35, Mexico, <=50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
32, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Japan, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Columbia, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
33, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,50, Puerto-Rico, <=50K
52, Private, Some-college, Married-spouse-absent, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,63, Vietnam, >50K
49, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Trinadad&Tobago, >50K
29, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, Japan, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Laos, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,20, Ireland, <=50K
24, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
35, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,50, Italy, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,2191,40, Thailand, <=50K
24, Self-emp-inc, Assoc-acdm, Never-married, Sales, Wife, Other, Female,0,0,30, Ireland, <=50K
48, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,99999,0,80, Hong, >50K
21, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
36, Private, 11th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, India, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Jamaica, <=50K
27, Private, Assoc-voc, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,36, Canada, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1731,65, Jamaica, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States, <=50K
44, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,35, Scotland, >50K
25, Private, 9th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Thailand, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,50, Japan, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, Germany, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Thailand, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,15, England, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Yugoslavia, <=50K
55, Private, Bachelors, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, Portugal, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, Yugoslavia, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Poland, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, Puerto-Rico, >50K
