19, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,53, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, United-States, >50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, 10th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1886,40, United-States, >50K
51, State-gov, Some-college, Separated, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,60, United-States, >50K
37, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
70, Self-emp-inc, 9th, Widowed, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, <=50K
18, Private, 12th, Separated, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
37, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,24, Japan, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
52, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Male,0,0,10, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,50, United-States, >50K
59, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
35, Private, Assoc-voc, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
36, Self-emp-not-inc, Doctorate, Never-married, Exec-managerial, Husband, Other, Female,0,2247,99, United-States, >50K
38, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,88, United-States, >50K
53, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,60, United-States, >50K
34, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, Bachelors, Widowed, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, Prof-school, Separated, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, <=50K
33, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
49, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
62, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,3302,0,15, United-States, >50K
27, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
46, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,25, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
60, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,54, United-States, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, Federal-gov, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,16, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,7687,0,40, United-States, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,54, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
48, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, 10th, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
39, Private, Prof-school, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, <=50K
38, Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,99, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Jamaica, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, Black, Female,0,0,45, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, >50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, State-gov, Prof-school, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,37, United-States, >50K
45, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,8, Yugoslavia, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
35, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
57, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
35, State-gov, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, <=50K
36, Private, Bachelors, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
55, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
37, Without-pay, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,2384,0,45, United-States, >50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,27, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,1902,35, United-States, >50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Separated, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
59, Private, 1st-4th, Never-married, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
30, Private, Bachelors, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, 9th, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Prof-school, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
48, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,24, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,8, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,40, United-States, >50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
49, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5125,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
71, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,37, United-States, <=50K
28, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
