26, Private, Bachelors, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,9180,0,50, Dominican-Republic, >50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,70, Cambodia, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Guatemala, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, Germany, <=50K
54, Self-emp-inc, Assoc-voc, Separated, Machine-op-inspct, Husband, White, Female,0,0,50, Greece, >50K
47, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, Columbia, >50K
50, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,45, Puerto-Rico, >50K
38, Private, 9th, Never-married, Other-service, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
24, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,50, Iran, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,35, Puerto-Rico, <=50K
26, Private, 5th-6th, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Scotland, <=50K
47, Private, Some-college, Divorced, Sales, Wife, Asian-Pac-Islander, Female,0,0,25, Thailand, <=50K
19, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,2897,0,25, Outlying-US(Guam-USVI-etc), <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Male,4360,0,40, South, >50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Canada, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Cambodia, <=50K
44, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,60, Laos, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,34, Outlying-US(Guam-USVI-etc), <=50K
53, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,4196,0,35, El-Salvador, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Canada, <=50K
50, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,40, Japan, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,24, England, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,35, Vietnam, <=50K
45, Private, HS-grad, Divorced, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, >50K
38, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Female,0,0,54, England, <=50K
50, Private, Bachelors, Widowed, Machine-op-inspct, Husband, Other, Male,0,0,50, El-Salvador, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Iran, <=50K
42, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,14333,0,60, Ecuador, >50K
18, State-gov, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,15, Peru, <=50K
22, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Greece, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Nicaragua, <=50K
18, State-gov, 10th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,15, Canada, <=50K
49, Private, 5th-6th, Widowed, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Vietnam, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Cuba, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,4342,0,35, India, <=50K
44, Private, Some-college, Widowed, Adm-clerical, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
41, Self-emp-not-inc, 7th-8th, Divorced, Prof-specialty, Other-relative, White, Male,0,0,40, Trinadad&Tobago, <=50K
30, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,8, Vietnam, <=50K
29, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,42, Guatemala, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Ecuador, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, Other, Male,0,0,50, India, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Male,0,0,30, Poland, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Husband, Other, Male,0,0,35, Yugoslavia, <=50K
49, Local-gov, Some-college, Never-married, Sales, Husband, Black, Male,0,0,65, Canada, >50K
31, Private, HS-grad, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
51, Private, Assoc-voc, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
50, Private, HS-grad, Divorced, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, China, <=50K
26, Federal-gov, 11th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,79, Outlying-US(Guam-USVI-etc), >50K
44, Self-emp-inc, Bachelors, Married-spouse-absent, Handlers-cleaners, Husband, Other, Female,0,0,40, Ireland, <=50K
35, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Columbia, >50K
35, Private, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,8440,0,40, Jamaica, <=50K
30, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Other, Male,7551,0,50, Nicaragua, <=50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,45, Puerto-Rico, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,40, China, <=50K
47, Private, Some-college, Never-married, Craft-repair, Husband, Other, Female,0,0,40, South, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, China, <=50K
50, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,70, Laos, <=50K
57, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, Japan, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,45, Columbia, >50K
24, Private, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, Other, Male,0,1902,40, Cambodia, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Peru, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
48, Private, Doctorate, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
20, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,25, Haiti, <=50K
29, Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,60, Japan, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,15, Jamaica, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, Guatemala, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Japan, >50K
44, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, >50K
41, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, >50K
45, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, South, <=50K
47, Private, 7th-8th, Widowed, Sales, Not-in-family, Other, Male,0,0,35, Scotland, <=50K
52, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,20, Taiwan, <=50K
59, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Cambodia, >50K
59, Self-emp-not-inc, Doctorate, Widowed, Other-service, Not-in-family, Black, Male,0,0,25, Haiti, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
32, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,50, Laos, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Scotland, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,40, India, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, Black, Male,5178,0,40, Cuba, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, India, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,20, Poland, <=50K
69, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,4, Mexico, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, China, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,40, England, <=50K
32, Private, Assoc-acdm, Never-married, Sales, Husband, White, Male,0,0,40, France, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
71, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,15, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Cuba, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,60, Laos, <=50K
18, Private, Some-college, Never-married, Other-service, Other-relative, Black, Male,0,0,10, Germany, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,30, Thailand, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,10, Cuba, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,63, Germany, <=50K
48, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Never-married, Protective-serv, Husband, Black, Male,0,0,40, Greece, <=50K
61, Private, HS-grad, Widowed, Transport-moving, Husband, Black, Male,0,0,20, Vietnam, <=50K
51, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,60, China, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
38, Local-gov, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
24, Private, HS-grad, Never-married, Other-service, Wife, Black, Male,0,0,24, Ecuador, <=50K
18, Private, 10th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,25, Vietnam, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Japan, >50K
19, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Vietnam, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Laos, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1946,45, Japan, >50K
48, Private, Assoc-acdm, Married-spouse-absent, Adm-clerical, Wife, White, Female,0,0,20, Iran, <=50K
42, Federal-gov, Bachelors, Divorced, Transport-moving, Unmarried, Other, Male,0,0,53, Iran, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,50, Iran, <=50K
55, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Scotland, >50K
26, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, Laos, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, Cuba, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,7378,0,40, China, <=50K
49, Private, Bachelors, Divorced, Machine-op-inspct, Husband, Other, Female,7347,0,40, France, >50K
43, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male,0,0,35, Greece, <=50K
62, Private, Some-college, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,60, Guatemala, <=50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,1971,40, Yugoslavia, <=50K
67, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,3098,0,40, Laos, <=50K
28, Private, 11th, Never-married, Other-service, Not-in-family, Black, Male,0,0,60, Trinadad&Tobago, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,28, Puerto-Rico, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Black, Female,0,0,20, Mexico, <=50K
31, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,7687,0,50, Mexico, >50K
78, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, Taiwan, <=50K
48, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Guatemala, <=50K
40, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Haiti, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Iran, >50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,16, Greece, <=50K
59, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Female,0,1977,50, Iran, <=50K
59, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
71, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,1902,30, Taiwan, >50K
52, State-gov, 10th, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Laos, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Black, Female,0,0,50, Puerto-Rico, <=50K
31, Private, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Male,0,0,34, India, <=50K
36, Private, HS-grad, Separated, Craft-repair, Husband, Black, Male,0,0,50, Laos, <=50K
27, Private, Assoc-acdm, Never-married, Transport-moving, Husband, Black, Male,0,0,54, Guatemala, <=50K
59, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45, Japan, >50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, France, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,99999,0,48, Ireland, >50K
38, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
40, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,60, South, >50K
34, Private, Masters, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Dominican-Republic, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,60, Dominican-Republic, <=50K
34, Private, Assoc-voc, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,0,0,45, Cambodia, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
67, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Yugoslavia, >50K
60, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,30, Mexico, <=50K
35, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,60, El-Salvador, <=50K
