34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, Laos, <=50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Italy, <=50K
45, State-gov, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, England, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, Philippines, <=50K
62, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,16, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,65, Ireland, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, Puerto-Rico, >50K
29, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
34, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Iran, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, Cambodia, <=50K
51, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, El-Salvador, >50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, France, <=50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Scotland, >50K
52, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, El-Salvador, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5158,0,40, Hong, >50K
64, Local-gov, Masters, Widowed, Craft-repair, Not-in-family, White, Female,0,0,45, El-Salvador, <=50K
47, Private, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
37, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,4386,0,40, Iran, <=50K
42, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,42, Japan, >50K
51, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Laos, >50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, Japan, <=50K
31, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Thailand, <=50K
55, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,60, Germany, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, England, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
23, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Mexico, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,65, France, <=50K
28, Private, Some-college, Separated, Handlers-cleaners, Wife, White, Female,0,0,4, India, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,36, Vietnam, <=50K
43, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,20, Jamaica, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,45, India, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,30, Japan, <=50K
28, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Laos, >50K
33, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, Columbia, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, Germany, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, France, <=50K
23, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Jamaica, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
22, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,24, Ecuador, <=50K
39, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Hungary, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Canada, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, Guatemala, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, Yugoslavia, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Laos, <=50K
49, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,0,0,40, Yugoslavia, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Hong, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, <=50K
54, Private, Some-college, Divorced, Protective-serv, Unmarried, Other, Female,0,0,40, Honduras, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,30, South, <=50K
37, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
37, Private, Masters, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
43, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, India, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,316,0,45, Italy, >50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Cuba, >50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,2001,40, Ireland, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,45, Japan, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,1740,40, Haiti, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Laos, <=50K
37, Federal-gov, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,2, Italy, <=50K
49, Federal-gov, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,0,37, China, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, England, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, <=50K
51, Self-emp-not-inc, Doctorate, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, Germany, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, >50K
22, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
25, Private, Some-college, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,60, Trinadad&Tobago, <=50K
47, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,48, Greece, <=50K
50, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Greece, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Italy, <=50K
43, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Canada, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, Peru, <=50K
53, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, Italy, <=50K
25, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,1740,60, Canada, <=50K
63, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Germany, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Philippines, <=50K
24, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Private, 10th, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,25, Japan, >50K
24, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, India, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
66, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,54, Scotland, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,36, Japan, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Poland, <=50K
53, Private, Masters, Widowed, Sales, Wife, White, Female,0,0,10, Poland, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,10, Dominican-Republic, >50K
33, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,38, Hungary, >50K
22, Private, 11th, Never-married, Sales, Wife, White, Female,0,0,30, Germany, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Poland, <=50K
34, Private, 7th-8th, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,20, Japan, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,60, Hungary, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
22, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,3, Columbia, >50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, >50K
55, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,80, Laos, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Scotland, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Jamaica, >50K
45, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Japan, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Yugoslavia, <=50K
42, Local-gov, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, South, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, Haiti, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Jamaica, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Laos, >50K
34, State-gov, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
57, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,50, Poland, >50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Japan, <=50K
38, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Japan, <=50K
42, Private, HS-grad, Divorced, Sales, Own-child, Black, Female,0,0,35, Portugal, <=50K
64, Private, Some-college, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, India, <=50K
57, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
21, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Vietnam, <=50K
27, Private, HS-grad, Separated, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
37, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
32, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, El-Salvador, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Ecuador, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Hong, <=50K
36, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Portugal, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
30, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,35, Puerto-Rico, <=50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Ecuador, >50K
26, Local-gov, Masters, Never-married, Sales, Wife, White, Male,0,1879,40, England, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
34, Private, HS-grad, Divorced, Transport-moving, Own-child, Black, Female,0,0,35, Nicaragua, <=50K
32, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Nicaragua, <=50K
45, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Columbia, >50K
64, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Cuba, >50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Cambodia, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Haiti, <=50K
31, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
78, Private, 10th, Widowed, Other-service, Not-in-family, White, Male,0,0,20, Jamaica, <=50K
27, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,20, Cambodia, <=50K
54, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Scotland, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,35, Cambodia, <=50K
54, State-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,4265,0,40, France, >50K
53, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Haiti, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,1720,70, Greece, <=50K
34, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,25, Ecuador, >50K
49, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, Scotland, >50K
54, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, <=50K
30, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,89, Taiwan, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, Japan, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cambodia, >50K
29, Federal-gov, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, <=50K
25, Self-emp-not-inc, Bachelors, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,24, Yugoslavia, <=50K
