43, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Honduras, >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,16, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,38, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,14053,0,48, United-States, <=50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,2043,40, United-States, >50K
63, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Male,0,0,30, Honduras, <=50K
49, Self-emp-inc, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, >50K
23, Local-gov, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,24, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
35, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, Ecuador, <=50K
37, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
75, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,35, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
45, Private, Assoc-acdm, Never-married, Protective-serv, Unmarried, Other, Male,0,0,30, Cuba, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Hong, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24, Federal-gov, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,1840,32, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, China, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
46, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
48, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,8, Cuba, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, England, >50K
19, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,50, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
18, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
31, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,38, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
57, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, China, >50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
89, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,70, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, France, <=50K
21, Self-emp-not-inc, Some-college, Married-civ-spouse, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
36, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States, <=50K
29, Federal-gov, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
73, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2098,30, Greece, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, <=50K
32, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
48, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,45, United-States, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
55, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
43, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, Black, Female,3111,0,99, United-States, <=50K
24, Local-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, Laos, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, Jamaica, <=50K
43, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, United-States, >50K
57, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,20, Canada, >50K
21, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Columbia, >50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,1150,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, Canada, >50K
49, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
25, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
80, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, >50K
45, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
43, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,3, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,35, United-States, >50K
32, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Private, Masters, Separated, Machine-op-inspct, Husband, Black, Male,0,0,50, Cambodia, <=50K
61, Private, 5th-6th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,4, Haiti, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,0,60, Philippines, >50K
40, Self-emp-not-inc, HS-grad, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,4140,0,40, Nicaragua, <=50K
34, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
26, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, Germany, >50K
30, Private, Some-college, Married-spouse-absent, Tech-support, Own-child, Black, Male,0,0,40, Vietnam, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
50, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,1696,50, United-States, <=50K
23, State-gov, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, Iran, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1670,40, Italy, <=50K
89, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,3103,0,40, United-States, >50K
50, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, >50K
41, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, South, >50K
89, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
55, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,60, United-States, >50K
44, Local-gov, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Scotland, >50K
45, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,70, England, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Guatemala, <=50K
19, State-gov, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,30, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,55, Thailand, >50K
28, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,18, United-States, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Yugoslavia, <=50K
22, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,35, Hungary, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
23, State-gov, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,40, Poland, <=50K
46, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,60, Vietnam, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,40, Italy, <=50K
32, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,48, India, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,60, Hong, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Nicaragua, <=50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,2299,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1983,54, United-States, <=50K
46, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,70, United-States, >50K
24, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Vietnam, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Cuba, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Yugoslavia, <=50K
89, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,2878,0,43, Columbia, >50K
34, Private, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,40, France, <=50K
63, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,1735,2, Trinadad&Tobago, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,76, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
62, State-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
34, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
23, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Female,0,1696,40, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Puerto-Rico, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
