27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Prof-school, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
45, Local-gov, Doctorate, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,42, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
48, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,24, United-States, <=50K
26, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
60, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov, 11th, Never-married, Other-service, Husband, White, Male,7687,0,40, United-States, <=50K
20, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
42, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,68, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,6, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Haiti, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4335,0,50, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1592,40, United-States, <=50K
34, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Female,0,0,30, Vietnam, <=50K
63, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
58, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Wife, White, Female,15024,0,15, United-States, >50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,10, United-States, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,36, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
45, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1948,40, United-States, >50K
21, Private, 11th, Never-married, Protective-serv, Own-child, Black, Female,0,0,20, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
19, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Honduras, <=50K
50, Private, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,42, United-States, <=50K
35, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,15, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Wife, White, Male,0,0,50, United-States, >50K
69, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,6147,0,70, United-States, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,77, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,48, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,7687,0,16, United-States, >50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
75, Local-gov, 9th, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
37, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3696,0,40, Canada, >50K
24, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,13783,0,40, United-States, >50K
50, Private, 7th-8th, Never-married, Other-service, Unmarried, White, Female,0,0,25, Canada, <=50K
36, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
90, Federal-gov, HS-grad, Widowed, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Tech-support, Wife, White, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,48, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,8, United-States, <=50K
49, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,18, Mexico, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,45, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,3420,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,52, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,54, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,63, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
56, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,50, United-States, <=50K
55, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
49, Self-emp-inc, Prof-school, Separated, Exec-managerial, Husband, White, Male,0,2424,40, United-States, <=50K
30, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,30, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
38, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1887,70, United-States, >50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
90, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,27, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
23, Local-gov, Bachelors, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,45, Guatemala, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
37, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,50, Mexico, <=50K
52, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7327,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, United-States, <=50K
47, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,7, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,38, United-States, >50K
46, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
40, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Mexico, >50K
35, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,46, Mexico, <=50K
22, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,54, United-States, <=50K
