38, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
43, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,7732,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, South, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2001,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,99999,0,34, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,31, United-States, <=50K
65, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2171,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
35, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
32, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, 10th, Divorced, Other-service, Not-in-family, White, Male,0,0,70, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
23, Self-emp-not-inc, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Masters, Never-married, Craft-repair, Own-child, White, Male,0,0,38, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,50, United-States, >50K
32, Federal-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,3828,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1707,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,20, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
26, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,32, United-States, >50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-spouse-absent, Transport-moving, Own-child, Black, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,3325,0,50, United-States, >50K
68, Self-emp-not-inc, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
49, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
55, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,1689,50, United-States, <=50K
21, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-inc, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,31, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
70, State-gov, Some-college, Divorced, Other-service, Not-in-family, Black, Female,2712,0,40, United-States, >50K
49, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,7852,0,48, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
19, Federal-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Cuba, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,48, United-States, >50K
24, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
39, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
42, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,60, Taiwan, <=50K
40, Local-gov, Masters, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
56, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Germany, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
35, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
43, State-gov, Masters, Divorced, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
27, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
55, Private, Masters, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
35, Self-emp-not-inc, Masters, Never-married, Armed-Forces, Wife, White, Male,0,0,40, United-States, <=50K
68, Private, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,16, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, Black, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,11, Japan, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
68, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
39, Local-gov, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,50, United-States, >50K
35, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1740,60, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,68, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,27, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
35, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Male,0,1886,40, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,89, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,10, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Separated, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4601,0,50, United-States, <=50K
49, Private, 10th, Separated, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1600,40, United-States, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,70, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,70, United-States, >50K
57, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Peru, <=50K
59, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,38, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,4079,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
