50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
41, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,32, United-States, <=50K
52, Private, Bachelors, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
54, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,3340,0,40, United-States, >50K
41, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,1887,35, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, Nicaragua, <=50K
43, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, State-gov, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,60, Iran, >50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, United-States, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
53, Local-gov, 10th, Married-spouse-absent, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
34, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,63, India, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Husband, White, Female,2501,0,40, United-States, <=50K
59, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,2541,40, United-States, >50K
26, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
25, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, Philippines, <=50K
25, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
64, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Private, 1st-4th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,50, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,1698,40, United-States, <=50K
22, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3031,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1945,54, United-States, >50K
39, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
28, Private, 12th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,5013,0,50, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Laos, <=50K
52, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, 11th, Divorced, Adm-clerical, Unmarried, White, Female,3435,0,40, Italy, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
54, State-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, Canada, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,45, United-States, <=50K
39, Self-emp-not-inc, Masters, Never-married, Transport-moving, Husband, White, Male,7687,0,30, United-States, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,10, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
69, Self-emp-not-inc, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,0,0,11, United-States, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,42, Cambodia, <=50K
41, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,1141,0,20, United-States, >50K
50, State-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
53, Self-emp-inc, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,38, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, United-States, >50K
55, State-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,1847,37, Philippines, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,40, Thailand, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
33, State-gov, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,70, Mexico, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Poland, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Puerto-Rico, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, >50K
29, Private, Masters, Divorced, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,36, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, Holand-Netherlands, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,3103,0,38, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
19, Federal-gov, 10th, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
33, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, Vietnam, <=50K
54, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, India, >50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, State-gov, 1st-4th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4412,0,29, United-States, >50K
51, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, 11th, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,29, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Other-relative, Black, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, United-States, <=50K
73, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,25, United-States, >50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,45, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,2181,0,40, United-States, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
60, Private, HS-grad, Separated, Prof-specialty, Wife, White, Male,0,0,24, United-States, >50K
65, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,45, Cuba, <=50K
37, State-gov, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,29, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,54, United-States, >50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, United-States, >50K
24, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
65, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Female,0,0,25, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,2042,20, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
