27, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Local-gov, Bachelors, Divorced, Sales, Husband, White, Male,0,0,80, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,48, United-States, >50K
45, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,29, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, Ireland, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, 7th-8th, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
70, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,1254,50, Honduras, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,7753,0,40, United-States, >50K
47, Federal-gov, Bachelors, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,29, Philippines, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
43, Local-gov, Assoc-acdm, Divorced, Sales, Wife, White, Female,0,0,20, United-States, >50K
42, Private, Some-college, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
44, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
68, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,10, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Poland, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, Peru, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
34, Self-emp-inc, Some-college, Married-spouse-absent, Sales, Husband, White, Male,0,1902,50, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
31, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
24, Private, Some-college, Separated, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
73, Self-emp-not-inc, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
36, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
63, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,41, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
66, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, 12th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
37, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,65, United-States, <=50K
22, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
19, Private, 5th-6th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,38, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,2404,40, United-States, >50K
69, Private, 10th, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,25, United-States, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,24, United-States, <=50K
60, Federal-gov, Doctorate, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,14365,0,40, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
34, Local-gov, 5th-6th, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,29, United-States, <=50K
24, Private, HS-grad, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
70, Self-emp-inc, Doctorate, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
34, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,12, United-States, <=50K
19, Private, 11th, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,2389,40, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, >50K
45, Private, Bachelors, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Federal-gov, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Mexico, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,45, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, <=50K
37, Federal-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-inc, 10th, Widowed, Transport-moving, Husband, White, Male,2986,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States, <=50K
41, Self-emp-not-inc, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,29, Dominican-Republic, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2410,21, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
55, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-acdm, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
32, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, Mexico, >50K
41, Private, Masters, Never-married, Other-service, Not-in-family, White, Male,0,0,41, United-States, <=50K
51, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
49, Federal-gov, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,36, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
22, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Masters, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Portugal, <=50K
63, Private, Assoc-voc, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
26, Self-emp-not-inc, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
39, Self-emp-not-inc, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,1576,20, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5178,0,50, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Widowed, Tech-support, Husband, Black, Female,0,0,20, United-States, >50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,35, United-States, >50K
40, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,7687,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, United-States, >50K
73, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,5, Germany, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
39, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7298,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3896,0,50, United-States, >50K
39, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Japan, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
53, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Female,99999,0,38, United-States, >50K
59, Private, Masters, Divorced, Tech-support, Unmarried, White, Female,0,0,54, United-States, <=50K
26, Private, 11th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
54, Self-emp-inc, Bachelors, Separated, Sales, Not-in-family, White, Female,14083,0,54, United-States, >50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, Philippines, <=50K
32, Private, Prof-school, Never-married, Sales, Wife, White, Female,0,0,40, Hong, >50K
21, Private, Some-college, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, Mexico, <=50K
55, Private, Prof-school, Widowed, Exec-managerial, Not-in-family, White, Male,99999,0,60, United-States, >50K
