35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, >50K
21, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,5178,0,50, United-States, <=50K
59, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
67, Private, Bachelors, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,35, Vietnam, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
34, Self-emp-inc, HS-grad, Separated, Other-service, Unmarried, White, Female,3103,0,35, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
40, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,40, China, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,84, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,3103,0,54, United-States, <=50K
25, Private, Prof-school, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,4619,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Peru, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, England, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
41, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
44, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
43, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,47, United-States, <=50K
51, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States, >50K
21, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
85, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Husband, Black, Female,0,0,16, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
50, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,3, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,65, United-States, <=50K
49, Self-emp-not-inc, Prof-school, Widowed, Prof-specialty, Wife, White, Male,0,2513,40, United-States, >50K
52, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,50, United-States, >50K
30, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
36, Without-pay, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,3103,0,52, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Italy, <=50K
46, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Separated, Tech-support, Husband, White, Male,0,0,70, United-States, <=50K
27, Private, 5th-6th, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
17, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Local-gov, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,44, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Male,0,0,50, Honduras, >50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
75, Self-emp-not-inc, Some-college, Separated, Sales, Husband, White, Male,0,1887,20, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, United-States, <=50K
49, Private, Assoc-acdm, Divorced, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
62, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,53, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
32, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
53, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, 7th-8th, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
61, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, Assoc-acdm, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Japan, <=50K
41, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2395,35, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
52, Private, HS-grad, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
57, Self-emp-not-inc, Assoc-acdm, Divorced, Exec-managerial, Husband, Black, Male,29640,0,60, United-States, >50K
45, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2015,45, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,60, United-States, <=50K
34, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
42, Private, 7th-8th, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,30, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,43, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, Mexico, <=50K
40, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,99999,0,32, United-States, >50K
47, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Federal-gov, Assoc-acdm, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,60, United-States, >50K
48, Self-emp-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,60, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
43, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, El-Salvador, >50K
60, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Widowed, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
38, State-gov, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
35, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
53, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
41, State-gov, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,36, Peru, <=50K
35, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
57, Private, Some-college, Widowed, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, >50K
60, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7287,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,44, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
43, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,45, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
53, Private, HS-grad, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
23, Private, Masters, Divorced, Tech-support, Husband, White, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, Ireland, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,12, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
