25, Private, Bachelors, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,17, Peru, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,13, Peru, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,14159,0,48, Hong, >50K
20, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0,0,22, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, United-States, <=50K
38, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Philippines, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,50, Taiwan, <=50K
51, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Greece, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,54, Iran, >50K
26, Private, 11th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,99999,0,60, United-States, >50K
21, State-gov, 11th, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,7, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Taiwan, <=50K
27, Private, Some-college, Separated, Adm-clerical, Own-child, Other, Male,0,0,40, Guatemala, >50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
61, Private, 7th-8th, Separated, Priv-house-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Trinadad&Tobago, <=50K
48, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,75, Yugoslavia, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,7687,0,40, Mexico, >50K
41, Private, 12th, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,23, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,2010,40, Hong, <=50K
20, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,25, Canada, <=50K
58, Private, HS-grad, Widowed, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,25, Scotland, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,32, Italy, >50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
61, Private, 7th-8th, Divorced, Protective-serv, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,32, Hong, <=50K
27, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,32, Poland, <=50K
53, Private, HS-grad, Separated, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Guatemala, <=50K
53, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Iran, <=50K
57, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,5013,0,40, United-States, <=50K
37, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
47, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1902,40, Outlying-US(Guam-USVI-etc), >50K
42, State-gov, Bachelors, Separated, Other-service, Husband, Other, Female,0,0,40, United-States, >50K
31, Self-emp-not-inc, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,50, Hungary, <=50K
56, Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
52, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Italy, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, >50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,1902,40, Portugal, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Germany, >50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,56, India, >50K
50, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Laos, <=50K
46, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,53, Japan, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Poland, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,43, Mexico, <=50K
23, State-gov, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,20, South, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Greece, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,32, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Trinadad&Tobago, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,25, Poland, <=50K
32, Local-gov, Bachelors, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,25, El-Salvador, <=50K
44, Private, Masters, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
48, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, Canada, <=50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, Greece, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,60, Haiti, <=50K
51, Self-emp-not-inc, Masters, Divorced, Transport-moving, Unmarried, White, Female,0,0,65, Iran, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,22, Mexico, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Iran, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,8276,0,35, Laos, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,65, Iran, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,5178,0,40, Portugal, <=50K
67, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,8, China, <=50K
49, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,42, Vietnam, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Columbia, >50K
41, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,43, Poland, <=50K
31, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, Masters, Never-married, Protective-serv, Not-in-family, Other, Female,14403,0,48, El-Salvador, >50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Canada, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,72, Trinadad&Tobago, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, Mexico, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ecuador, <=50K
27, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,25, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,48, Cambodia, <=50K
44, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,42, Puerto-Rico, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,8, United-States, <=50K
75, Self-emp-inc, HS-grad, Widowed, Other-service, Husband, White, Male,0,0,10, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,7, El-Salvador, <=50K
57, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Ireland, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,54, Cambodia, <=50K
20, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, Cuba, >50K
72, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,9, China, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,48, Taiwan, >50K
34, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
50, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
34, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,4840,0,30, Hungary, <=50K
41, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1589,40, Poland, <=50K
34, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, <=50K
36, Private, HS-grad, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,43, Mexico, >50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Dominican-Republic, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
31, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,60, Italy, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,12, Cambodia, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
46, Self-emp-not-inc, HS-grad, Separated, Prof-specialty, Husband, Other, Male,4386,0,40, Ireland, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Peru, <=50K
56, Self-emp-inc, Assoc-voc, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
38, Federal-gov, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,31, United-States, <=50K
44, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
29, Private, Some-college, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,40, Italy, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,1848,40, Yugoslavia, <=50K
43, Private, 7th-8th, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Haiti, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Poland, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Ireland, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1977,40, Haiti, >50K
38, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,56, United-States, >50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,14432,0,48, England, >50K
34, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,23, Trinadad&Tobago, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,75, India, <=50K
60, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Thailand, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,42, Dominican-Republic, <=50K
31, Private, Some-college, Separated, Machine-op-inspct, Own-child, Black, Female,0,0,30, India, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Canada, <=50K
35, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, Mexico, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, Dominican-Republic, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Scotland, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, South, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,15, Thailand, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Germany, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,35, China, >50K
50, Private, Some-college, Divorced, Prof-specialty, Wife, White, Male,0,1657,50, Vietnam, <=50K
34, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,2200,70, Columbia, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, South, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
