62, Private, Bachelors, Divorced, Adm-clerical, Wife, Black, Female,0,0,45, United-States, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
79, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,3, United-States, <=50K
37, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
26, Private, 11th, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7548,0,50, United-States, >50K
65, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,70, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,10, United-States, <=50K
37, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
32, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
59, Local-gov, Some-college, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,80, United-States, <=50K
27, Private, Bachelors, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
20, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
46, Private, 12th, Divorced, Farming-fishing, Unmarried, White, Female,0,1861,60, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,79, United-States, <=50K
89, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,25, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,24, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Portugal, <=50K
51, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
23, Local-gov, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
25, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Separated, Prof-specialty, Own-child, Black, Female,0,0,35, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
47, Self-emp-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, 9th, Separated, Other-service, Not-in-family, Black, Female,0,0,32, France, >50K
27, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,34, United-States, >50K
35, State-gov, Some-college, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
40, State-gov, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Male,0,0,10, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
57, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,25, United-States, >50K
32, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,6771,0,40, United-States, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
27, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,2056,50, United-States, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,7687,0,45, United-States, <=50K
21, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
21, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
60, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, South, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,16, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,27, United-States, <=50K
36, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Female,2174,0,40, United-States, <=50K
50, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,84, United-States, >50K
32, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,50, United-States, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, White, Male,2876,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, >50K
54, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,31, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,60, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
66, Private, Assoc-acdm, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
28, Private, 10th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
24, Private, 12th, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,2, United-States, <=50K
45, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
54, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,1977,35, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Other-service, Husband, White, Female,0,0,10, United-States, <=50K
45, Self-emp-not-inc, 5th-6th, Divorced, Protective-serv, Unmarried, White, Female,0,0,30, United-States, <=50K
35, Private, HS-grad, Separated, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
40, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,63, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
