34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Greece, >50K
41, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Hong, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,4, Scotland, <=50K
51, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,1977,40, United-States, <=50K
38, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
40, Local-gov, Masters, Separated, Other-service, Unmarried, White, Female,3188,0,20, United-States, >50K
34, Private, HS-grad, Separated, Craft-repair, Not-in-family, Other, Female,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
33, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,9504,0,45, Iran, >50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, >50K
25, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,7687,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,35, United-States, >50K
53, Local-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, El-Salvador, >50K
47, Private, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,88823,0,60, United-States, >50K
47, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, England, <=50K
56, State-gov, HS-grad, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,50, United-States, >50K
26, Local-gov, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,70, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,45, India, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,12, Canada, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
30, Private, Prof-school, Never-married, Sales, Husband, Asian-Pac-Islander, Female,5178,0,45, United-States, <=50K
69, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Female,2754,0,30, United-States, >50K
32, Federal-gov, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,36, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Poland, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1929,54, United-States, <=50K
25, Private, Assoc-voc, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,1893,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
30, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Japan, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Ireland, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,3393,0,45, Taiwan, >50K
70, Private, 9th, Never-married, Other-service, Not-in-family, White, Male,0,0,20, Dominican-Republic, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,35, Laos, <=50K
26, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, White, Male,7298,0,40, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,82, Nicaragua, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
70, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,15, United-States, <=50K
51, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,2490,50, Laos, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Philippines, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
26, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, India, <=50K
50, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,8102,0,45, United-States, >50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
51, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, Laos, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, China, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,38, Japan, <=50K
30, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
49, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,30, Poland, <=50K
43, State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,45, Hungary, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,50, Vietnam, >50K
33, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
53, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
29, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Columbia, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
25, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,70, United-States, <=50K
26, Private, Assoc-voc, Never-married, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
66, Private, Masters, Widowed, Sales, Unmarried, Black, Female,0,0,12, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Haiti, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,3952,0,45, United-States, >50K
63, Local-gov, Prof-school, Separated, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, England, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
33, Local-gov, Assoc-voc, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, Philippines, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,15, United-States, <=50K
47, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
19, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Canada, <=50K
51, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,70, Germany, >50K
32, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
23, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,38, Ireland, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2308,60, Nicaragua, >50K
41, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
41, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, India, >50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,45, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
57, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Mexico, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,44, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, England, <=50K
23, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,55, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Japan, <=50K
51, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,42, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Jamaica, >50K
80, Self-emp-inc, Some-college, Separated, Farming-fishing, Husband, Black, Male,0,0,45, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Cuba, <=50K
23, Private, HS-grad, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, England, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Scotland, >50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Guatemala, >50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
37, Private, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,45, Jamaica, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
53, Self-emp-not-inc, Masters, Widowed, Other-service, Husband, Black, Male,0,0,40, Guatemala, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4019,0,50, United-States, >50K
47, Private, HS-grad, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,38, United-States, <=50K
39, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
41, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, El-Salvador, <=50K
28, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Exec-managerial, Own-child, White, Female,0,0,10, United-States, <=50K
32, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,35, England, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, >50K
60, Private, Some-college, Married-spouse-absent, Prof-specialty, Husband, Other, Male,99999,0,40, Honduras, >50K
46, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
61, Self-emp-not-inc, Some-college, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Vietnam, >50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,48, United-States, >50K
43, Private, Assoc-voc, Divorced, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,30, Ecuador, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Peru, <=50K
