62, Private, Doctorate, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
18, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,15, United-States, <=50K
67, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
62, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Haiti, >50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,35, United-States, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,15024,0,50, United-States, >50K
34, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
54, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Local-gov, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
26, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
29, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
60, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1976,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Male,0,1902,60, Ecuador, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,60, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1902,40, United-States, >50K
47, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
42, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1975,45, United-States, >50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, Ecuador, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,1887,35, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States, <=50K
26, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
55, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
26, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, China, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1900,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,1902,10, United-States, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,50, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,11, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,11177,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Japan, <=50K
35, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1928,60, United-States, >50K
32, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,1977,40, United-States, <=50K
50, Local-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Masters, Never-married, Priv-house-serv, Wife, White, Female,256,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
34, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, <=50K
25, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
46, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,90, United-States, <=50K
32, Private, Masters, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, Masters, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
55, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Farming-fishing, Wife, White, Female,0,1978,50, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1980,45, Peru, >50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Ireland, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Mexico, >50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,35, United-States, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
48, Private, Assoc-voc, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,10, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
33, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, El-Salvador, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,76, United-States, <=50K
40, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,4386,0,54, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,14740,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,4558,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, Iran, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,2880,0,40, United-States, <=50K
36, Private, 12th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
29, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
