34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
27, Private, Bachelors, Widowed, Handlers-cleaners, Own-child, White, Male,0,0,35, Mexico, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,36, United-States, <=50K
49, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,6547,0,54, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,3036,0,40, England, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
25, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,24, Mexico, <=50K
25, Private, Masters, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,42, United-States, <=50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
21, Federal-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Federal-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,3909,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Separated, Craft-repair, Own-child, White, Female,0,0,35, United-States, <=50K
34, Private, Doctorate, Never-married, Tech-support, Husband, Black, Male,0,0,50, United-States, <=50K
64, Private, Some-college, Widowed, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
26, Private, 10th, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,44, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7411,0,50, Jamaica, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,4954,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
73, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, United-States, <=50K
64, Local-gov, Some-college, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
63, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,10567,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
62, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Federal-gov, 9th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,45, Philippines, <=50K
42, Private, Masters, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,99, United-States, <=50K
27, Private, 10th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Iran, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,60, United-States, >50K
37, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,5004,0,45, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
54, State-gov, Masters, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Doctorate, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
68, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,12409,0,50, United-States, >50K
26, Private, Prof-school, Never-married, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
48, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,38, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
83, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States, <=50K
71, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,9459,0,40, United-States, >50K
23, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Masters, Never-married, Prof-specialty, Other-relative, White, Female,0,0,15, Yugoslavia, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,36, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, >50K
41, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
30, Local-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, Mexico, <=50K
23, Private, HS-grad, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
21, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,32, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
17, Without-pay, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
83, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,15, United-States, >50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
34, Private, 12th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Private, 12th, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Sales, Wife, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Wife, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
57, Local-gov, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,14083,0,40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Mexico, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,10, United-States, <=50K
26, Private, 11th, Never-married, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
38, Self-emp-inc, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Local-gov, 9th, Separated, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
23, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,4478,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,30, United-States, <=50K
38, State-gov, Bachelors, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
62, Self-emp-inc, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
59, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,20, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,54, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, 7th-8th, Never-married, Exec-managerial, Husband, White, Male,0,0,40, South, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, United-States, >50K
23, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,35, Hong, <=50K
37, Local-gov, 10th, Never-married, Sales, Husband, White, Female,0,0,60, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, 9th, Widowed, Prof-specialty, Husband, White, Male,6840,0,40, United-States, >50K
33, Private, Assoc-voc, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2014,80, United-States, >50K
46, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
