55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
47, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
64, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, China, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
28, Private, Some-college, Never-married, Sales, Husband, White, Female,0,0,65, Thailand, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Scotland, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, Ecuador, <=50K
29, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,60, Puerto-Rico, >50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,2567,0,35, Poland, <=50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,32, Guatemala, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, El-Salvador, <=50K
35, Private, Prof-school, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,5063,0,40, Philippines, <=50K
32, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,53, Vietnam, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, Poland, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Cuba, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, India, >50K
38, Private, 10th, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Scotland, >50K
50, Private, HS-grad, Separated, Tech-support, Not-in-family, Black, Female,0,0,45, Hungary, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Haiti, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,30, Iran, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Ireland, >50K
63, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,32, Greece, <=50K
28, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,23, Ireland, <=50K
36, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,8614,0,54, Haiti, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Hong, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, >50K
34, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Female,0,0,60, Italy, >50K
64, Private, Some-college, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,35, Honduras, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, Hungary, >50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,80, Scotland, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
60, Private, 10th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
26, Local-gov, Some-college, Never-married, Craft-repair, Unmarried, White, Female,7298,0,40, Haiti, <=50K
34, Private, Masters, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Honduras, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
57, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,35, Hungary, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Greece, >50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Portugal, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, England, >50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, England, <=50K
71, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, >50K
52, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
42, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Male,8614,0,60, Vietnam, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, India, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,38, India, >50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, >50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
19, Private, 12th, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,25, Canada, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Own-child, Other, Female,0,0,54, China, <=50K
75, Private, Some-college, Widowed, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, <=50K
38, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Italy, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, France, >50K
26, Private, 10th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Hong, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Portugal, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Columbia, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, >50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Mexico, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Greece, <=50K
46, Federal-gov, HS-grad, Widowed, Other-service, Not-in-family, Black, Male,0,0,25, Haiti, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Haiti, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,52, United-States, >50K
34, Private, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
47, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Other, Male,0,0,50, Philippines, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Jamaica, <=50K
57, Private, HS-grad, Married-spouse-absent, Farming-fishing, Husband, Other, Male,0,0,60, Haiti, <=50K
38, Private, Bachelors, Separated, Handlers-cleaners, Wife, Other, Male,0,0,54, Laos, >50K
46, Private, Masters, Separated, Prof-specialty, Unmarried, Black, Female,0,0,37, Trinadad&Tobago, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
21, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,30, Greece, <=50K
40, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, England, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,35, Ireland, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Thailand, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,2312,40, Canada, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Poland, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, China, <=50K
52, Private, 10th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
45, Federal-gov, 10th, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Italy, >50K
61, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ireland, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,3455,0,40, Vietnam, <=50K
27, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
23, Private, 10th, Separated, Craft-repair, Own-child, White, Male,0,0,40, Cambodia, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,40, Germany, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, Ireland, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, El-Salvador, >50K
50, Private, 12th, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Greece, <=50K
40, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,14083,0,54, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, South, >50K
22, Private, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1875,40, Cuba, >50K
79, Private, HS-grad, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,24, Germany, <=50K
46, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,2871,0,40, United-States, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Greece, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, Yugoslavia, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Portugal, <=50K
36, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Greece, >50K
46, Local-gov, Some-college, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
63, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1902,50, Guatemala, >50K
49, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Canada, <=50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,48, England, >50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,2, Ecuador, >50K
45, Private, 5th-6th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,30, Jamaica, >50K
44, Private, HS-grad, Separated, Craft-repair, Not-in-family, Other, Male,0,0,40, Poland, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
25, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,43, Portugal, <=50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Thailand, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
20, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, Peru, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
27, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, China, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,54, India, >50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, Ecuador, <=50K
29, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Taiwan, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,25, Philippines, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, India, <=50K
49, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,45, Outlying-US(Guam-USVI-etc), >50K
49, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, El-Salvador, <=50K
45, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
41, Private, 11th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,32, South, <=50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, Dominican-Republic, <=50K
67, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,4896,0,45, Cuba, >50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,20, China, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,1691,20, Puerto-Rico, <=50K
44, Private, Assoc-voc, Never-married, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, Poland, >50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1732,40, China, <=50K
45, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Hong, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,80, Ecuador, >50K
40, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Male,4656,0,40, Guatemala, >50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, China, >50K
39, Self-emp-inc, HS-grad, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,48, Portugal, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Scotland, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,45, Greece, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, England, >50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, >50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
64, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,15, Laos, >50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,60, England, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Thailand, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
77, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,35, England, >50K
50, Private, Assoc-voc, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Scotland, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
35, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
59, Private, Some-college, Separated, Exec-managerial, Husband, Other, Male,1564,0,40, Cuba, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, >50K
