40, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,32, Nicaragua, <=50K
61, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,20, United-States, <=50K
38, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
25, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,44, Mexico, <=50K
58, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, Thailand, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
23, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Nicaragua, >50K
41, Private, Masters, Divorced, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
58, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, 7th-8th, Widowed, Prof-specialty, Wife, White, Female,0,0,25, Thailand, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7473,0,55, United-States, >50K
46, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, Black, Male,0,0,50, United-States, <=50K
41, Private, 11th, Separated, Sales, Husband, White, Male,0,0,4, United-States, <=50K
44, Private, HS-grad, Married-spouse-absent, Sales, Husband, Other, Male,0,0,60, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, India, <=50K
36, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Male,0,0,35, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
60, Self-emp-inc, HS-grad, Divorced, Sales, Husband, Asian-Pac-Islander, Male,7298,0,60, United-States, >50K
29, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
40, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Black, Male,0,0,60, Portugal, <=50K
35, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,30, Mexico, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
51, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,14963,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, >50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,1396,40, United-States, <=50K
39, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
46, State-gov, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Female,0,0,33, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,15024,0,40, Cambodia, >50K
45, Federal-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Ireland, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,6577,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
54, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,7298,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
46, Federal-gov, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Taiwan, >50K
55, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
53, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, Private, Doctorate, Divorced, Exec-managerial, Own-child, Other, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
77, Private, 9th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,33, United-States, <=50K
86, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2323,25, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
67, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
40, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,16, United-States, <=50K
57, Federal-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, <=50K
20, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, >50K
38, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,43, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K
20, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,45, United-States, <=50K
60, Local-gov, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2414,80, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
22, Local-gov, 11th, Married-civ-spouse, Other-service, Own-child, White, Male,1207,0,3, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,10528,0,45, United-States, >50K
36, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,54, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
64, Private, 10th, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, >50K
46, Local-gov, Some-college, Divorced, Tech-support, Unmarried, White, Female,0,0,48, United-States, <=50K
22, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,2393,35, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, United-States, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
45, Private, Bachelors, Separated, Handlers-cleaners, Husband, White, Male,0,1887,40, Laos, >50K
40, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
44, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,20, Jamaica, >50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,48, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
41, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Protective-serv, Husband, Other, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,50, United-States, >50K
59, Private, Assoc-acdm, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,76, United-States, >50K
22, Local-gov, HS-grad, Never-married, Sales, Wife, White, Male,0,0,20, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
59, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
64, Private, 5th-6th, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Self-emp-not-inc, 10th, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Nicaragua, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,76, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
66, Local-gov, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
63, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,13573,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Mexico, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,3421,0,35, United-States, <=50K
18, State-gov, HS-grad, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
26, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
42, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Mexico, <=50K
34, Federal-gov, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Male,0,0,49, Trinadad&Tobago, <=50K
66, Local-gov, Doctorate, Widowed, Prof-specialty, Wife, White, Female,2614,0,20, United-States, >50K
19, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,10, Italy, <=50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Taiwan, >50K
55, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
