35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
56, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,50, Cuba, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,15, Vietnam, <=50K
70, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,32, Laos, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,60, Iran, <=50K
21, Local-gov, HS-grad, Never-married, Sales, Unmarried, Other, Female,0,0,20, Iran, <=50K
57, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Peru, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,4386,0,40, Ireland, >50K
31, Private, Some-college, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,4019,0,50, Scotland, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Laos, <=50K
53, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Cuba, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Other, Female,0,0,40, France, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Guatemala, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
23, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Other, Male,0,0,30, Guatemala, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,35, Yugoslavia, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,3407,0,40, Laos, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,12, Trinadad&Tobago, <=50K
26, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,1887,40, Mexico, >50K
36, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,10034,0,45, Mexico, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,40, Taiwan, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,54, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Haiti, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Iran, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,2174,0,40, India, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Greece, >50K
29, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Iran, <=50K
69, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, Taiwan, <=50K
53, State-gov, 10th, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,45, Laos, <=50K
64, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Puerto-Rico, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, India, <=50K
31, Private, HS-grad, Widowed, Craft-repair, Other-relative, Black, Male,0,1590,32, Mexico, <=50K
34, Private, Assoc-voc, Never-married, Transport-moving, Husband, Black, Male,0,0,60, Guatemala, <=50K
27, Private, Assoc-acdm, Divorced, Priv-house-serv, Not-in-family, Black, Female,0,0,40, Japan, <=50K
28, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,2386,45, Ireland, >50K
54, Private, Some-college, Separated, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,8, Honduras, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Dominican-Republic, <=50K
48, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,35, Cambodia, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,15, Yugoslavia, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, Yugoslavia, <=50K
30, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,99, Laos, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, El-Salvador, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,20, Cambodia, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,15, Ecuador, <=50K
60, Private, Bachelors, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,54, Columbia, <=50K
45, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
39, Federal-gov, Masters, Married-AF-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,1761,40, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
39, Private, 10th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,10, Haiti, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,65, Poland, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Peru, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,35, Trinadad&Tobago, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,50, Dominican-Republic, <=50K
29, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,40, Yugoslavia, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,18, Germany, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,16, France, <=50K
57, Private, Assoc-voc, Married-AF-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,1720,2, Scotland, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,70, Portugal, <=50K
59, Private, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,40, Greece, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
37, Private, HS-grad, Divorced, Other-service, Wife, Other, Female,0,0,40, Portugal, <=50K
25, Federal-gov, Bachelors, Never-married, Sales, Own-child, Other, Female,0,0,40, France, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Dominican-Republic, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Greece, <=50K
18, Local-gov, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,15, Philippines, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,56, Dominican-Republic, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1968,50, France, >50K
32, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,50, Portugal, >50K
70, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Laos, >50K
59, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Columbia, <=50K
18, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, Italy, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Germany, >50K
51, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Yugoslavia, <=50K
29, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,60, China, <=50K
24, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Other, Female,0,0,50, Iran, <=50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,1902,40, Vietnam, >50K
67, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1902,40, Dominican-Republic, >50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Puerto-Rico, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,42, Philippines, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Iran, <=50K
34, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,1485,38, Germany, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,35, Trinadad&Tobago, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,45, Germany, <=50K
26, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Scotland, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Cuba, <=50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Other, Female,0,0,40, Columbia, <=50K
50, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Vietnam, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Portugal, >50K
28, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Cuba, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Haiti, >50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
46, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Hong, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Nicaragua, <=50K
51, Local-gov, Some-college, Widowed, Sales, Not-in-family, Black, Female,0,1740,40, Cuba, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,45, Laos, <=50K
51, Local-gov, Bachelors, Widowed, Craft-repair, Not-in-family, White, Female,0,1899,40, Vietnam, >50K
53, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Greece, >50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, Mexico, <=50K
72, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,35, Italy, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,4530,0,48, China, >50K
23, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,30, Guatemala, <=50K
65, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1887,4, Cambodia, >50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Vietnam, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, India, <=50K
36, Local-gov, Masters, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, India, >50K
73, Local-gov, Some-college, Widowed, Prof-specialty, Husband, White, Female,0,0,15, Japan, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Iran, <=50K
44, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
74, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,8, South, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,46, Hungary, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Portugal, <=50K
39, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ireland, <=50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Poland, >50K
29, Private, Prof-school, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,54, Peru, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ireland, >50K
26, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,35, India, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Columbia, <=50K
48, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Jamaica, <=50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,20, Philippines, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, Other, Female,14933,0,40, Ireland, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
17, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Female,0,0,12, South, <=50K
39, Private, Masters, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Never-married, Protective-serv, Unmarried, Black, Male,0,0,40, Thailand, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1979,40, Outlying-US(Guam-USVI-etc), >50K
41, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,40, Hungary, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
22, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,15, El-Salvador, <=50K
22, Self-emp-not-inc, 10th, Never-married, Farming-fishing, Own-child, Other, Female,0,0,40, Scotland, <=50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,54, England, >50K
54, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Thailand, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,40, Laos, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,15, Peru, <=50K
27, Private, Some-college, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
29, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,40, Philippines, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Columbia, <=50K
21, Private, Some-college, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Peru, <=50K
51, Local-gov, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Cuba, >50K
46, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,50, Laos, <=50K
32, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
42, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,50, England, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1977,60, France, >50K
31, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,50, South, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,44, Thailand, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,1532,40, South, >50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Mexico, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,50, Canada, <=50K
51, Private, Prof-school, Divorced, Other-service, Unmarried, Black, Female,0,0,54, Philippines, <=50K
62, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, Other, Male,0,1887,40, India, >50K
51, Private, Masters, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Ireland, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,37, Canada, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Ecuador, >50K
51, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
43, Private, Masters, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,7687,0,40, Portugal, >50K
67, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2308,60, Iran, >50K
